artwork_id,display_name,artist_id
MET-00bd1da4-9b46-4aad-b6f6-98aa99f5990c,"Suga Mitsusada (Japanese, 1738-1806)",
MET-43e1179e-1a52-41df-8b15-a1638763fae1,"Suga Mitsusada (Japanese, 1738-1806)",
MET-c5f2ce2b-28e0-4651-99a4-66e48da44d3a,"Qian Gu (Chinese, 1508-1578)",Q7267612
MET-02ae7a16-7fbb-430a-a99a-68dd8024c568,"Chen Guan (Chinese, 1563-1639)",Q21810148
MET-cfddc50a-f388-42e2-91af-f603e4dc7e50,"Tsukioka Sessai (Japanese, 1761-1839)",Q11516063
MET-dfa2ebbd-1244-46e4-857e-68d63079fdd3,"Kano Chikanobu (Japanese, 1660-1728)",Q22124811
MET-04685be7-88eb-4580-b68a-8917965867c2,"Hou Maogong (Chinese, 1540-1580)",Q116890009
MET-837a27af-a762-49e9-a1f3-db8a59d73cb8,"Nishikawa Sukenobu (Japanese, 1671-1750)",Q3109429
MET-2c5062bc-ae0a-4ec7-b5f5-756b645af64a,"Unidentified artist (Unknown, -)",
MET-af5f76c1-8b4a-488b-bc6a-f08f45d6242b,"Unidentified artist (Unknown, -)",
MET-187c8432-f624-48f6-9ace-98c607cce040,"Kaigetsudō (Japanese, 1650-1800)",Q3191947
MET-26f5e35a-3189-4d30-a5ef-1203d90f134d,"Kaigetsudō (Japanese, 1650-1800)",Q3191947
MET-5ec840ac-c113-4a0c-bf62-71ed237a6528,"Kaigetsudō (Japanese, 1650-1800)",Q3191947
MET-aab477f2-f06e-41e6-a978-f0fb3def2b26,"Kaigetsudō (Japanese, 1650-1800)",Q3191947
MET-4a599937-e63e-42d8-8eee-432de5cc66db,"Tawaraya Sōtatsu (Japanese, 1570-1640)",Q1281252
MET-3db6b3db-92a6-4432-a44f-fa7fa1f36df7,"Tawaraya Sōtatsu (Japanese, 1570-1640)",Q1281252
MET-b529ebb6-dec6-4a25-85f1-cf5384f6304c,"Unidentified artist (Unknown, -)",
MET-71a307c4-6de9-4cf4-8b62-9a6bbb6a6485,"Ma Shouzhen (Chinese, 1548-1604)",Q3273465
MET-3f99dcf6-c3dc-463c-bd5e-a3f2e12ef21a,"Unidentified artist (Unknown, -)",
MET-71f3cd29-5154-4f2c-b467-0bf63d0a89de,"Mo Shilong (Chinese, 1537-1587)",Q11619079
MET-589b30ca-f563-4a7c-a4cc-2d9a6d1d0160,"Unidentified artist (Unknown, -)",
MET-e80a76aa-c26f-4e2d-8827-09006d6d968b,"Unidentified artist (Unknown, -)",
MET-867a4b71-5b9a-42fe-b071-c82c9529cfa1,"Unidentified artist (Unknown, -)",
MET-a09648b7-8ce9-42cf-b2e2-50f35d054e7e,"Unidentified artist (Unknown, -)",
MET-cffa436d-8d79-4670-b3d8-1a14c1aa85ce,"Unidentified artist (Unknown, -)",
MET-682e5240-2899-4b38-8224-341479f76b2c,"Unidentified artist (Unknown, -)",
MET-89b03a19-165d-43e9-8701-8a91b091b1aa,"Liu Shiru (Chinese, 1550-1600)",
MET-b4ff07b2-27b1-4d8e-97de-0baf688d9f85,"Li Zai (Chinese, 1600-1699)",Q45409860
MET-11670205-be29-41e7-8105-a953cd5f6c94,"Zhang Feng (Chinese, 1618-1662)",Q3575352
MET-9855b77c-c3a8-4030-b384-de4f2a553923,"Wang Shanggong (Chinese, 1500-1599)",Q45410111
MET-97633600-9754-4a48-bd2a-95ade14b52ff,"Wu Bin (Chinese, 1583-1626)",Q453832
MET-6c69f360-6462-43b1-acf8-8c40bbf1132c,"Dong Qichang (Chinese, 1555-1636)",Q537211
MET-eaca074b-76e0-477c-a476-68c43c88d52d,"Dong Qichang (Chinese, 1555-1636)",Q537211
MET-10196eb5-338c-4d9e-af1b-3db87cadabca,"Dong Qichang (Chinese, 1555-1636)",Q537211
MET-1459a275-41c2-4d70-bc5e-a47ab34c4135,"Dong Qichang (Chinese, 1555-1636)",Q537211
MET-6674ee27-c566-4422-8f40-01452f7e5ab7,"Dong Qichang (Chinese, 1555-1636)",Q537211
MET-3284d936-d420-4cd1-95fd-1342fcb4fd14,"Zhao Zuo (Chinese, 1560-1630)",Q3575402
MET-95651a14-0e2a-4975-9acb-40bc2b44abab,"Zhang Ruitu (Chinese, 1570-1641)",
MET-d1dc6e4b-6fbd-4c86-9933-a2d0c959e8e9,"Zhang Ruitu (Chinese, 1570-1641)",
MET-6b25dfe2-e73e-4b9e-bc94-aa6f0e6d1597,"Tawaraya Sōtatsu (Japanese, 1570-1640)",Q1281252
MET-9aef6ec2-f67b-433b-b26b-ab2bd08ba69c,"Tawaraya Sōtatsu (Japanese, 1570-1640)",Q1281252
MET-cbfcecfc-c972-4605-86a5-220c9d8c0993,"Kitagawa Sōsetsu (Japanese, 1639-1650)",Q68994156
MET-806e70b9-593a-4084-92ea-de437b5dba78,"Ogata Kōrin (Japanese, 1658-1716)",Q952938
MET-b7649654-538b-42ed-9bfc-22a69619a4ee,"Tawaraya Sōri (Japanese, 1764-1780)",Q60990070
MET-abbf2de9-a265-4fe1-b65e-493ebfbb5de9,"Sakai Hōitsu (Japanese, 1761-1828)",Q3469342
MET-f5efe040-17e0-4041-ae62-7e3f4b81bfd9,"Suzuki Kiitsu (Japanese, 1796-1858)",Q3196514
MET-3ac54b03-809d-4549-a545-61b340f3ca64,"Suzuki Kiitsu (Japanese, 1796-1858)",Q3196514
MET-29ee73c6-d4db-4aa8-a760-0db07edba070,"Ogata Kōrin (Japanese, 1658-1716)",Q952938
MET-8bc55228-ffdb-4f0a-afd8-a13179eed14a,"Ogata Kōrin (Japanese, 1658-1716)",Q952938
MET-0812d64c-5ab9-42a3-8f70-a6545e39032e,"Sakaki Hyakusen (Japanese, 1697-1752)",Q3143620
MET-f6524528-f8e0-495b-ab16-b0c99642806b,"Ike Taiga (Japanese, 1723-1776)",Q2661041
MET-a381282d-cff4-4145-98e1-150d905ff300,"Ike Taiga (Japanese, 1723-1776)",Q2661041
MET-6d53fd13-f156-42b0-8a6e-50e5251b40ea,"Ike Taiga (Japanese, 1723-1776)",Q2661041
MET-21584d33-955a-467d-b33d-e6a234e085fb,"Ike Taiga (Japanese, 1723-1776)",Q2661041
MET-618b9ace-06d0-4055-bc61-a7508c2835e1,"Ike (Tokuyama) Gyokuran (Japanese, 1728-1784)",Q9916
MET-f17dd1ab-e02a-4045-9f67-b1ddb0dd1968,"Yosa Buson (Japanese, 1716-1783)",Q31523
MET-57e8e4ba-c430-43ca-a3d8-e47de3e1d7e4,"Yosa Buson (Japanese, 1716-1783)",Q31523
MET-9d769961-d1bd-4af0-9e9d-3b0f5c098dc5,"Okada Hankō (Japanese, 1782-1846)",Q1394396
MET-0b9a641c-73ad-41d2-b70f-61541c7167de,"Okada Hankō (Japanese, 1782-1846)",Q1394396
MET-692fdd65-1969-49bd-8a72-455bb509ac11,"Senkaku Toshu (Japanese, 1804-1871)",
MET-6b64c4ea-9825-4073-8398-71074b91fe9f,"Takahashi Sōhei (Japanese, 1804-1835)",Q3511681
MET-44333761-0f36-407e-86e0-d1eaf44685dc,"Rai San’yō 頼山陽 (Japanese, 1780-1832)",Q153320
MET-9c78ab48-9d86-4f1b-83e8-d2177343b1fa,"Takahashi Sōhei (Japanese, 1804-1835)",Q3511681
MET-e07fd8f3-5d69-45d7-91b7-084c2164331a,"Tani Bunchō (Japanese, 1763-1840)",Q1375891
MET-163c5524-a3ca-4e82-9f18-bdd551aaebaf,"Tani Bunchō (Japanese, 1763-1840)",Q1375891
MET-e1470f54-d796-4163-b11e-7f22a5b2b2b8,"Tani Bunchō (Japanese, 1763-1840)",Q1375891
MET-98f21489-07e6-4a82-8db9-67e7de2e3930,"Tsubaki Chinzan (Japanese, 1801-1854)",Q3541614
MET-e4cec11d-731a-4356-88b2-9f2dcfeae0e4,"Tsubaki Chinzan (Japanese, 1801-1854)",Q3541614
MET-247ebf2c-7930-4c35-84c2-58b0962fa549,"Jin Chushi (Chinese, 1167-1199)",Q118613593
MET-d2c338c8-fb8b-43de-9ccf-ab1ef5a5201d,"Jin Chushi (Chinese, 1167-1199)",Q118613593
MET-8cfc9eb6-8554-4a31-8e6a-264bd872fe3c,"Jin Chushi (Chinese, 1167-1199)",Q118613593
MET-6bc815f6-2220-47c6-978d-dd8465fd8340,"Jin Chushi (Chinese, 1167-1199)",Q118613593
MET-3c3a3ddf-c200-4a1c-aa9c-17f4f471da2b,"Jin Chushi (Chinese, 1167-1199)",Q118613593
MET-3e61368f-8316-4883-add2-6aaf560247ae,"Ye Xin (Chinese, 1640-1640)",Q8050777
MET-3ae6b013-202e-4836-9c8b-24bbedba91eb,"Qian Weicheng (Chinese, 1720-1772)",
MET-baf06a4b-8a9e-4252-a983-0f5df51ed2a1,"Ren Yi (Ren Bonian) (Chinese, 1840-1896)",Q3028266
MET-a5bfa0dc-d87d-483d-9fbb-339260113bb8,"Gu Yun (Chinese, 1835-1896)",Q16059870
MET-f8b60b88-bb09-4e36-9871-418c55081dff,"Tang Yin (Chinese, 1470-1524)",Q2248916
MET-9862d5d0-b97f-4644-8b82-8db00fefc8b0,"Kano School (Japanese, -)",
MET-07962ce3-dd88-42dc-9ab9-8900b5722b7d,"Kano School (Japanese, -)",
MET-cba44b03-8c56-45c4-9ef4-ea4d1ff70edf,"Xia Chang (Chinese, 1388-1470)",Q1064977
MET-57ac9b41-1d39-4e4d-b904-4092be250c0f,"Wang Jian (Chinese, 1609-1677)",Q706855
MET-06974458-d5c4-4c8e-9f02-85ed2ace160e,"Qiu Ying (Chinese, 1485-1562)",Q769372
MET-8789bbf3-2712-40eb-b6ab-10fd752e1ebd,"Qiu Ying (Chinese, 1485-1562)",Q769372
MET-be6765e4-30b5-4c2f-98ad-8417f9b611c7,"Fifty-six artists (Various, -)",
MET-a18d5f21-3bd2-4c02-ae30-aaef433f9def,"Wen Zhengming (Chinese, 1470-1559)",Q306673
MET-b633ceae-aa29-4292-9672-bdf65172f8ee,"Lu Zhi (Chinese, 1495-1576)",Q298039
MET-2f6dd913-5fb9-4879-947c-a63e4211defb,"Zhang Lu (Chinese, 1490-1563)",Q19657444
MET-75626cc2-fc86-483b-8a0f-c9b01d10af35,"Kujō Kanezane (Japanese, 1149-1207)",Q710214
MET-0246d1fc-4a5e-4429-b306-7cd9dff452d0,"Zheng Xie (Chinese, 1693-1765)",Q712007
MET-23bc2765-d0d6-4595-8c54-b1d511b66ce1,"Gessen (Japanese, 1721-1809)",Q4137670
MET-940b929f-1265-400a-a885-bca20ef15465,"Wang Duo (Chinese, 1592-1652)",Q702609
MET-5ff3ba14-73d7-484b-86b7-bbe2ff01fb2d,"Zheng Zhong (Chinese, 1612-1648)",Q197664
MET-56f668f8-d3cf-4239-94da-3f36ab8e91cd,"Giuseppe Castiglione (Italian, 1688-1766)",Q90315249
MET-605cbf0a-b41b-45c0-8af8-8e9ebf762be3,"Katsushika Hokusai (Japanese, 1760-1849)",Q5586
MET-2ef5fe8d-ef24-4eeb-b6ed-a25423efd82a,"Ma Yuan (Chinese, 1190-1225)",Q433603
MET-d1bf0821-afe6-465d-a7f0-8c3cafbf3946,"Kano Motonobu 狩野元信 (Japanese, 1477-1559)",
MET-e8fc88d3-d0cc-4c5b-a742-db264bfd48b9,"Sesson Shūkei 雪村周継 (Japanese, 1504-1589)",Q3480606
MET-27199455-41d5-4274-8bb4-ecaa47d17791,"Unidentified artist (Unknown, -)",
MET-74947cfc-73f7-4e98-91a6-17a990e11cf3,"Dai Jin (Chinese, 1388-1462)",Q741512
MET-f5ff0b34-2b41-4931-afce-6f51a6151b86,"Deng Yu (Chinese, 1300-1378)",Q1280296
MET-3b7c6d13-f1fa-4bac-9b26-e07a5d256be9,"Wang Meng (Chinese, 1308-1385)",Q700903
MET-f3691dda-9b48-49be-83a0-5bc70012897c,"Zhong Li (Chinese, 1480-1500)",Q21337806
MET-3479693f-a27d-4145-a749-df81d660f2c8,"Zhang Feng (Chinese, 1618-1662)",Q3575352
MET-274b28e3-a902-479e-bff0-0afdbc87e67b,"Kano Tan'yū (Japanese, 1602-1674)",Q961405
MET-39caee65-d332-4fe0-8028-04af38a109dd,"Kano Tan'yū (Japanese, 1602-1674)",Q961405
MET-80c74f4f-cf69-411a-862d-fe7084292899,"Kano Osanobu (Japanese, 1796-1846)",Q11571495
MET-7237cc54-84d2-4424-9805-fef117cb0fb0,"Zhou Wenju (Chinese, 940-975)",Q835924
MET-32bbc5f8-e2a8-46fb-8eb9-93153570d566,"Ogawa Haritsu (Ritsuō) (Japanese, 1663-1747)",Q11460566
MET-29e17cc9-71c5-426d-97d3-40c6fa25011c,"Ogawa Haritsu (Ritsuō) (Japanese, 1663-1747)",Q11460566
MET-fff34c27-e4c1-4ba6-a989-02dbeaceaa14,"Wang Shimin (Chinese, 1592-1680)",Q716184
MET-7e2f18ae-7060-47a8-bcb3-449483c53313,"Wang Jian (Chinese, 1609-1677)",Q706855
MET-31a3efab-2f8e-4041-b093-c5e5ea82944c,"Unidentified artist (Unknown, -)",
MET-a48b203f-452e-43b8-ae61-6ffde7b3c460,"Zha Shibiao (Chinese, 1615-1698)",Q8070077
MET-4a8162e5-06f3-46db-8d46-939be7cd8c92,"Fan Qi (Chinese, 1616-1694)",Q944195
MET-9bfd93d1-4195-4ac1-bade-41573196bcf4,"Gong Xian (Chinese, 1619-1689)",Q45508008
MET-59475f63-0513-4502-b14c-31d42098fc42,"Liu Yu (Chinese, 1640-1700)",Q56678487
MET-900c1bac-7dbe-49af-98f4-5acb4fc97414,"Bada Shanren (Zhu Da) (Chinese, 1626-1705)",Q198097
MET-90f3b31c-281c-4b27-82e1-50f7f606e1da,"Bada Shanren (Zhu Da) (Chinese, 1626-1705)",Q198097
MET-801727d8-ecae-4131-a6f1-0f2053c41cdf,"Wang Wu (Chinese, 1632-1690)",Q3566095
MET-e430bfcd-a42c-42ae-b226-78eb0dcebe4a,"Wang Hui (Chinese, 1632-1717)",Q3503449
MET-983ca6b3-aa43-4829-9209-d706eb8dde87,"Wang Hui (Chinese, 1632-1717)",Q3503449
MET-6b93f269-60e7-41de-a9c8-d6e639110f08,"Wang Hui (Chinese, 1632-1717)",Q3503449
MET-a0eb5456-8539-4ff0-8b03-ef13cb6c18e0,"Wang Hui (Chinese, 1632-1717)",Q3503449
MET-02632adf-acb6-45d5-bf94-e3cc530ca8a3,"Wang Hui (Chinese, 1632-1717)",Q3503449
MET-bc67b386-5d27-48a1-a628-fd8f8717710c,"Wang Hui (Chinese, 1632-1717)",Q3503449
MET-ec93a1a2-f3dd-41bc-85b9-180747d03a0e,"Wu Li (Chinese, 1632-1718)",Q711873
MET-f0a8bcb3-2d42-490e-a8be-6579615fd6ef,"Unidentified artist (Unknown, -)",
MET-696c0133-546c-4574-b8f5-da3ad826a36d,"Unidentified artist (Unknown, -)",
MET-d0d7f3a8-0b98-463f-9dbf-8f4d8bcae18a,"Yun Shouping (Chinese, 1633-1690)",Q1329823
MET-eab62c5e-5ca4-49d7-9a31-1ec9aa10ade4,"Yun Shouping (Chinese, 1633-1690)",Q1329823
MET-c420c47d-5302-4037-a20b-820f2185ce5d,"Yun Shouping (Chinese, 1633-1690)",Q1329823
MET-44c1848a-c7cc-4177-9f88-c86434216376,"Yun Shouping (Chinese, 1633-1690)",Q1329823
MET-22a9e725-d14d-4eba-af23-edbfe4146e54,"Yun Bing (Chinese, 1650-1750)",Q3573221
MET-21a6fe3c-9aa1-4468-9ba1-5e62183455cc,"Yun Bing (Chinese, 1650-1750)",Q3573221
MET-d95345da-4867-49e5-84dd-c3a1bcf009f7,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-998a5e69-8f33-4843-ab74-9191e7002325,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-00ca6edc-39e7-4970-bee1-ca78cce7525f,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-c88e15fa-a3de-4489-8185-c3bc1d7b8b8d,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-907b8043-edbc-45ad-998d-eaa1faf41285,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-cc006497-c4bd-4d12-a2fd-380b44d19f93,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-e712643f-0b28-4811-b45a-cf9e8ee29e52,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-9279ae60-9933-4a28-b4fb-543e11e931c0,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-a1990360-1737-4da7-8038-1a92cd3e79b1,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-f8a4615f-8fa9-474d-9850-c47ea0d20081,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-fda52757-454b-4235-b1ad-b7d8a17a654e,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-058fd117-1c75-4649-9c54-5b6adb92106a,"Shitao (Zhu Ruoji) (Chinese, 1642-1707)",Q469439
MET-c355688f-8e92-425b-b9d7-15d5298e714d,"Wang Yuanqi (Chinese, 1642-1715)",Q716338
MET-d97837ad-779c-4c1a-9f89-07013632e4ec,"Wang Yuanqi (Chinese, 1642-1715)",Q716338
MET-ea45bc06-7b1d-46fe-866d-5b3990a81328,"Unidentified artist (Unknown, -)",
MET-8ed18e6b-416a-4d65-be70-6e81f6c47d60,"Unidentified artist (Unknown, -)",
MET-e085f132-fd58-42ed-a977-68773e7342f9,"Yuan Jiang (Chinese, 1680-1730)",Q8060022
MET-74b25b82-d608-436d-943d-4f8327e20982,"Tan Song (Chinese, 1700-1800)",Q41481890
MET-f443210c-2234-400d-b40e-3a99bcda1289,"Shen Quan (Chinese, 1682-1762)",Q45541498
MET-47745aae-95e6-4e17-9ff1-abbaf3955db2,"Bian Shoumin (Chinese, 1729-1750)",Q835579
MET-f404c734-8db3-4ee5-8209-7794bb6a0201,"Gao Fenghan (Chinese, 1683-1748)",Q45496548
MET-0c626ba4-92a0-4dba-85fe-129fad630fcf,"Hua Yan (Chinese, 1682-1756)",Q1042125
MET-00852025-9f9b-4c7b-bde6-0155b50440cb,"Wang Shishen (Chinese, 1686-1759)",Q3206010
MET-1e878a8c-d8a5-4523-ae83-d07fa30d42c9,"Jin Nong (Chinese, 1687-1773)",Q710049
MET-51ebc9b4-68c0-49f8-8f6c-f47b1a0239a6,"Zheng Xie (Chinese, 1693-1765)",Q712007
MET-c2fa951f-607b-420a-b0e1-d9b189155dd0,"Li Fangying (Chinese, 1696-1754)",Q701599
MET-c68a4db4-262f-40e6-b31d-701cf57dcc07,"Unidentified artist (Unknown, -)",
MET-2aba8163-65e2-4a36-bfa8-cfe66b6de064,"Qianlong Emperor (Chinese, 1711-1799)",Q19133
MET-d1df3f57-5d8c-4464-8c0f-497063ceacad,"Xu Yang (Chinese, 1750-1776)",Q16228969
MET-a81f7eb7-b003-4aef-82ee-30a2c8742bbc,"Unidentified artist (Unknown, -)",
MET-c4f1e451-03d8-4ae0-bd53-5c1be3f78ef2,"Wang Chen (Chinese, 1720-1797)",Q469911
MET-603df3d9-e351-40f8-b3be-45b3d9a39cca,"Luo Ping (Chinese, 1733-1799)",Q32019
MET-d56e71cb-2daa-4b50-8c15-1a7643cf8a09,"Unidentified artist (Unknown, -)",
MET-f5d89988-d2b3-4f6a-b911-fc7eb94599b1,"Zhu Lu (Chinese, 1553-1632)",Q73514762
MET-d81472dd-43b8-4658-a9b7-6f53e13d8dd9,"Ōtagaki Rengetsu (Japanese, 1791-1875)",Q3075581
MET-e82256ca-bd8a-4387-80b6-3fd45465e828,"Unidentified artist (Unknown, -)",
MET-6458b530-ba26-4cef-98b5-0ba3ee1fa088,"Pan Simu (Chinese, 1756-1842)",Q22093647
MET-1818c7bc-aa61-4753-9abd-c198325cd199,"Su Renshan (Chinese, 1814-1850)",Q3502350
MET-5be01533-ab08-474c-b955-b44b89136682,"Dai Xi (Chinese, 1801-1860)",Q5209048
MET-3401d00e-0d22-4d06-b14a-53e69f394b72,"Ren Xiong (Chinese, 1823-1857)",Q3080169
MET-b395f514-2706-42f2-acd2-946b2dc371fd,"Wu Xizai (Chinese, 1799-1870)",Q3570140
MET-918987dc-ca7c-4ea0-bd8e-943ee6a6c4e6,"Wu Xizai (Chinese, 1799-1870)",Q3570140
MET-15269997-3c52-41d0-af0c-27c132cb51ee,"Wu Xizai (Chinese, 1799-1870)",Q3570140
MET-8d0c77ea-f1e2-4f0c-87c4-1991a6473812,"Zhao Zhiqian (Chinese, 1829-1884)",Q708659
MET-d86002fa-729a-41f9-8005-3329a37c4eaa,"Wang Yuan (Chinese, 1862-1908)",Q8060039
MET-b8cfdc4d-d334-4f37-afa5-fa0331dc05eb,"Hu Yuan (Chinese, 1823-1886)",Q28044052
MET-749a65c8-f654-4a35-975e-0ad852cf9acb,"Hu Yuan (Chinese, 1823-1886)",Q28044052
MET-c8b8c72e-41c3-4e3f-9d50-a445ed30eda7,"Hu Yuan (Chinese, 1823-1886)",Q28044052
MET-7d9f5665-06ee-4071-b5e7-243e9f2e3590,"Zhang Xiong (Chinese, 1803-1886)",Q8070363
MET-7f762509-b602-4c5f-a04c-8355aa0b4ff9,"Zhang Xiong (Chinese, 1803-1886)",Q8070363
MET-742d130f-b3e5-438e-84ac-7af28eba2cca,"Ju Chao (Chinese, 1823-1889)",Q3425272
MET-e2747031-ce57-4899-8236-b29b001d884d,"Ren Xun (Chinese, 1835-1893)",Q3424695
MET-a7e3e8e0-f9d1-43be-b4c7-242b676f01a2,"Ren Xun (Chinese, 1835-1893)",Q3424695
MET-dce38938-a3bb-4d3d-aae9-4af34639db50,"Ren Yi (Ren Bonian) (Chinese, 1840-1896)",Q3028266
MET-c5dfd9d3-92c6-4ea5-a75f-a6c53cc8c4c4,"Ren Yi (Ren Bonian) (Chinese, 1840-1896)",Q3028266
MET-05e14312-4258-4041-ad64-4d1619eac6a4,"Ren Yi (Ren Bonian) (Chinese, 1840-1896)",Q3028266
MET-06894ee3-9e87-4d78-9e2e-4517dd792057,"Xugu (Zhu Huairen) (Chinese, 1823-1896)",Q15898902
MET-e45e2322-b6c5-4dba-9e1c-030fdc4104ac,"Xugu (Zhu Huairen) (Chinese, 1823-1896)",Q15898902
MET-8f509faa-3142-4d76-9259-75cc81a82ae1,"Xugu (Zhu Huairen) (Chinese, 1823-1896)",Q15898902
MET-b46c022d-a9b0-401e-92f3-3ba7540d4e7e,"Wang Li (Chinese, 1813-1879)",Q2034191
MET-5582da68-c281-43bd-8853-61ed5c23594c,"Ren Yu (Chinese, 1853-1901)",Q3424696
MET-434f20eb-a44a-4bf6-bf53-9bd905e77dcb,"Wu Dacheng (Chinese, 1835-1902)",Q45487794
MET-91d80f31-af22-4fcb-a6b2-9bbf5be34444,"Sha Fu (Chinese, 1831-1906)",Q64741611
MET-e914dbbe-eafa-4930-8d7e-7b78bc36cef6,"Jin Lan (Chinese, 1841-1910)",Q45503341
MET-34b25f22-c05e-4e25-8495-0862cd4b3c87,"Qian Huian (Chinese, 1833-1911)",Q10564133
MET-6b9bab07-9ce6-4ae6-b80b-807adffc4c63,"Shen Zhou (Chinese, 1427-1509)",Q558863
MET-c0bd9131-01a9-4ca4-9200-bbbecb29e477,"Huang Shanshou (Chinese, 1855-1919)",Q43137039
MET-91746587-818f-42a3-b2fd-aba63b232d30,"Dong Qichang (Chinese, 1555-1636)",Q537211
MET-36fa4a40-67ed-466c-9002-b5d8cfcef4dd,"Unidentified artist (Unknown, -)",
MET-9abceb5b-5632-4dc8-9a96-b0603a6e7122,"Unidentified artist (Unknown, -)",
MET-bb8de3f2-25ca-45f1-9d2b-9b3b50e8582d,"Unidentified artist (Unknown, -)",
MET-63714dba-d014-4065-bb16-24a5585e57ec,"Unidentified artist (Unknown, -)",
MET-25381af0-643b-4fd6-9a31-df7605df7f83,"Shen Zhou (Chinese, 1427-1509)",Q558863
MET-81d977f7-6013-4b89-939c-103973a65b7a,"Shen Zhou (Chinese, 1427-1509)",Q558863
MET-8d592c46-b233-43d5-99b2-7593afd17b6e,"Unidentified artist (Unknown, -)",
MET-d81d2fbb-a16a-4135-8107-370c38ae0f1e,"Unidentified artist (Unknown, -)",
MET-3c8eb24e-f87f-491e-94f8-f482bc8de836,"Gong Xian (Chinese, 1619-1689)",Q45508008
MET-7074cecf-1472-4a14-8354-1e67f1736e48,"Unidentified artist (Unknown, -)",
MET-84edddc8-ef42-43ed-a102-3042639fa185,"Unidentified artist (Unknown, -)",
MET-e34ebff6-c2db-451e-a8bb-bc7d0181e888,"Unidentified artist (Unknown, -)",
MET-33d4617a-0181-4ee1-ac2c-9556231c61ae,"Wang Zhenpeng (Chinese, 1265-1340)",Q7338434
MET-e2bf4fc4-4091-41e9-a38e-c93215772d2f,"Dong Qichang (Chinese, 1555-1636)",Q537211
MET-84c48aba-5aca-457b-b0fb-d99d680fd855,"Oide Tōkō (Japanese, 1841-1905)",Q112972231
MET-3d84e179-03f9-4f69-8ddb-bf96a288fa86,"Unidentified artist (Unknown, -)",
MET-19aef640-86c3-44c2-9e50-f47072370458,"Kawanabe Kyōsai 河鍋暁斎 (Japanese, 1831-1889)",Q2838030
MET-4743bf8f-cac6-426f-b233-96038cea4613,"Kano Sanboku (Japanese, 1671-1725)",
MET-005d3a26-1291-47a4-8af0-63aec808b5a8,"An Gyeon (Korean, -)",Q31271149
MET-659b9e7e-9df4-4b17-9b67-ccc41a7026dd,"Katsushika Hokusai (Japanese, 1760-1849)",Q5586
MET-09dd5509-15af-42b3-a3cd-7049ba8855d7,"Yang Tianbi (Chinese, 1800-1833)",Q61348225
MET-06197e3f-c604-4dec-aa65-a7c0b8221e76,"Unidentified artist (Unknown, -)",
MET-0e220eb5-9751-4dc7-80de-0944a6a0a45e,"Qiu Ying (Chinese, 1485-1562)",Q769372
MET-a7ba8635-0f5f-4d26-b32c-c4ca2f88b0a9,"Unidentified artist (Unknown, -)",
MET-1e91ca26-9985-49c2-ba42-ab29920d0aaa,"Unidentified artist (Unknown, -)",
MET-f1f738d1-e9db-4da4-b234-27da4d77325e,"Unidentified artist (Unknown, -)",
MET-a514dfcf-0d50-41f8-82c2-ef1a0011a25a,"Unidentified artist (Unknown, -)",
MET-3ea8b0aa-0376-43a2-9b85-1b8198070846,"Unidentified artist (Unknown, -)",
MET-04ff15ea-5fe9-4701-89ed-5861f8159073,"Soga Nichokuan (Japanese, 1600-1700)",Q17223298
MET-038ad701-cfb4-41ec-9f8e-25ef75f4abe4,"Kano Tan'yū (Japanese, 1602-1674)",Q961405
MET-7e8e8399-079c-489b-8f47-bd8d4f056757,"Kano Tan'yū (Japanese, 1602-1674)",Q961405
MET-e5c8732b-dde9-4ad6-939d-e1eb6e802229,"Ishiyama Moroka (Japanese, 1669-1734)",Q106975555
MET-0a44471f-c0b6-4740-b7dd-1483a4fc3c97,"Tsubaki Chinzan (Japanese, 1801-1854)",Q3541614
MET-65aa4112-49dc-4127-ae63-506ed279dc33,"Tsubaki Chinzan (Japanese, 1801-1854)",Q3541614
MET-cb12f22e-2c7e-4fdc-a696-a216efd47768,"Tsubaki Chinzan (Japanese, 1801-1854)",Q3541614
MET-49d310ee-ba52-4043-9b38-af277f146a00,"Zou Zhilin (Chinese, 1574-1664)",Q28051942
MET-3723a935-6daf-4ef1-9afa-15bece0f3093,"Tsubaki Chinzan (Japanese, 1801-1854)",Q3541614
MET-6f6d9b34-3617-45da-875b-f28b079d5ab2,"Tsubaki Chinzan (Japanese, 1801-1854)",Q3541614
MET-986b8f4a-50ea-485c-b4b4-31815398484c,"Yun Xiang (Chinese, 1586-1655)",Q3573225
MET-97e187d0-3f5d-4225-89e1-27b526f9984c,"Unidentified artist (Unknown, -)",
