artwork_id,display_name,artist_id
ARTIC-6010f431-9cce-39c8-e53b-ebaf9906ccdb, Alessandro Longhi,Q1855242
ARTIC-604fe021-6008-f666-bce8-456b2fdc9bd4,"Paul Gauguin (French, 1848–1903)",Q37693
ARTIC-60699af7-9aab-5e2b-7309-1266286b0810,"Alessandro Longhi (Italian, 1733-1813)",Q1855242
ARTIC-6076ae8b-08bb-134a-1bd2-1cca81b1cbd1,"Johann Heinrich Wilhelm Tischbein (German, 1751-1829)",Q213973
ARTIC-607d4ff1-578f-79ee-9980-ed133c743e64,"Charles Courtney Curran (American, 1861–1942)",Q948001
ARTIC-60a6eba1-7d17-796d-df04-7d1f8b0f1f94,"Alessandro Magnasco (Italian, 1667-1749)",Q516941
ARTIC-60ade080-7995-e05d-4fc9-fd2fa303ae48,"Chen Chun (Chinese, 1483-1544)",Q558251
ARTIC-60bf2f42-39bf-1036-90f4-f3d15c2fb3e1,"Artist unknown (Chinese, 14th century?)",
ARTIC-60d5826b-aaa0-68ba-9d6c-fc0bc55c2227,"John Singer Sargent (American, 1856–1925)",Q155626
ARTIC-610db6a0-d4f9-13d9-11e7-41c4460859aa,"Julius Gari Melchers (American, 1860-1932)",Q1387035
ARTIC-6190133c-e944-9c18-76b9-0f584a72abe5,"Embroidered by Princess Isabella Albertini de Medici di Ottaiano (Italian, 1784-1819) (Painted by Marquis Filippo Petrone (Italian, active early 19th century))",
ARTIC-61b21209-3e50-6eae-8056-9232dd6aecff,"Giovanni Girolamo Savoldo (Italian, active 1506-48)",Q938442
ARTIC-61c3e72f-b453-1ada-62a5-9539afbe0641,"Francisco José de Goya y Lucientes (Spanish, 1746–1828)",Q5432
ARTIC-61d45e6c-3a89-4c1d-e1a1-7b19af9ba558,"Tsukioka Yoshitoshi (Japanese, 1839-1892)",Q467337
ARTIC-6209e096-0046-65bf-cf52-832f392c20c9,India,
ARTIC-622998f1-73f9-4c96-08cf-60bda7c9ce4b,"Francisco José de Goya y Lucientes (Spanish, 1746–1828)",Q5432
ARTIC-6246e043-2b40-bf6b-ab7d-f2a4109e25d8," Nicolaes Maes (Dutch, 1634-1693)",Q505150
ARTIC-6277b0e3-cdc9-2d1c-b129-118594e0fcdb,Artist Unknown (Japanese),
ARTIC-629e6e88-5776-8ba5-e49f-fda92cdbac93,"South German, possibly Ulm",
ARTIC-62cf0eda-cbeb-6f30-3e74-7e6dcbedf3da,India (Gujarat),
ARTIC-62fd0e14-d7fe-0d01-ab00-1eed84b4f294,"Hubert Robert (French, 1733-1808)",Q548205
ARTIC-633f464c-203f-f7b9-a251-7a2073f4b05d,"Giovanni Battista Tiepolo (Italian, 1696-1770)",Q186202
ARTIC-63692198-8ab4-4747-7038-6d5278cff867,"Marsden Hartley (American, 1877–1943)",Q553259
ARTIC-637a65fa-a6f2-8a9f-a6f4-98fcffe2ec92,"Ike Taiga (Japanese, 1723-1776)",Q2661041
ARTIC-63a98f96-93d4-a6a7-4309-c24818135b9f,"Denys Calvaert (Flemish, c. 1540–1619)",Q544264
ARTIC-63e18e3e-35a6-699c-a824-d75228c2f1fa,"Joshua Shaw (American, born England, c. 1777-1860)",Q12068855
ARTIC-641c5259-1a92-4a3a-714b-62e09efa3b23,"Robert Henri (American, 1865-1929)",Q724860
ARTIC-64693216-bc82-0d21-9e57-86f8fc2e632b,"Pierre-Auguste Renoir (French, 1841-1919)",Q39931
ARTIC-64c38f6d-f0d5-b553-a27e-3552550f351a,"Claude Monet (French, 1840–1926)",Q296
ARTIC-64e61ae0-3d2a-8348-c9b8-c1c30e6942c3,"Giovanni Paolo Panini (Italian, 1691-1765)",Q286670
ARTIC-64ef1e21-5241-6d3c-385d-a1e3dd97bc22,"Franz Seraph von Lenbach (German, 1836-1904)",Q585323
ARTIC-65070e6a-e55b-01dc-1e99-a649fd7fd8b1,"Edward Savage (American, 1761-1817)",Q1293506
ARTIC-651f90ff-ddbd-9343-055b-0c07134c891c,"Jean Baptiste Henri Deshays (French, 1729–1765)",Q24161
ARTIC-65304369-e498-cab1-d046-ece7e57c1dc6,"Frederic Remington (American, 1861–1909)",Q560787
ARTIC-65451ace-5cb3-377b-403a-9b16531a81bc,"John Singleton Copley (American, 1738–1815)",Q316016
ARTIC-6548b683-5854-16a6-e462-b3a81a0b99e2,"Frederic Remington (American, 1861–1909)",Q560787
ARTIC-6555e35a-4dc5-ad78-7cb3-372a7fc34bde,South German,
ARTIC-6572fa6f-f473-921d-a4bd-d0b97c3d565c,"Italian, Venice",
ARTIC-6575c354-8a4f-60d3-ad6f-06fa8d7f9ded,"Gustave Courbet (French, 1819–1877)",Q34618
ARTIC-65db9e21-83c3-1cc6-7240-1e1996d87f52,"Henri de Toulouse-Lautrec (French, 1864-1901)",Q82445
ARTIC-660278f5-2186-0999-3846-fd88a2071ce0,"Bernardino Butinone (Italian, c. 1450-before 1510)",Q2622155
ARTIC-666a3ad1-e489-1d4d-7dd9-6a0eae1cb593,"Marcellin Gilbert Desboutin (French, 1823–1902)",Q1596281
ARTIC-66c1797f-b87e-8736-cdf6-c490bd34863b," Dieric Bouts (Netherlandish, c. 1410–1475)",Q313561
ARTIC-66f95ea3-a11a-1cf4-6599-d0a49bb25744,"Claude Monet (French, 1840–1926)",Q296
ARTIC-6725ded2-030e-59cb-7575-82374f76baca,"Yao Shou (Chinese, 1423-1495)",Q45446257
ARTIC-6744270e-1f05-e07c-18a9-ea06f180a8fb,"Lilla Cabot Perry (American, 1848–1933)",Q431705
ARTIC-6754947f-4ccf-b3ff-41ee-45b738534769,"De Scott Evans (American, 1847-1898)",Q1180293
ARTIC-678c71f6-db85-e5b7-03e2-cfb7631b9314,"Stanislas Lépine (French, 1835-1892)",Q1373489
ARTIC-67b46720-1589-0d13-3597-f03c7b618094,"Joseph Wright of Derby (British, 1734-1797)",Q214062
ARTIC-67c7274f-612f-3180-0a12-e2c7ed5a7dd4,"India (Rajasthan, Mewar, Udaipur, attributed to the “Stipple Master” (active c. 1692-c. 1715))",
ARTIC-681c9b51-6682-3f8c-dac8-ad250ed82240,"Jean-François Millet (French, 1814-1875)",Q148458
ARTIC-6829aab0-8d0e-9438-aebf-a1a379572951,"Franz Marc (German, 1880-1916)",Q44054
ARTIC-68415b1d-baec-303a-1c09-4c6b7ccb575c," Ezra Ames (American, 1768-1836 (Copy after Ralph Earl (American, 1751-1801)",Q5423324
ARTIC-68452725-eba5-06e3-46d2-50c678a5d672,"Diego Velázquez (Spanish, 1599–1660)",Q297
ARTIC-6847bea2-8d1a-cc2e-c9ae-da6be0ae8192,Nepal,
ARTIC-68b74f5d-dfc8-6f40-f819-06eab21cc26d,"Félix Ziem (French, 1821-1911)",Q466224
ARTIC-68c1b739-0227-7f85-af61-f384a567143c,"Kano Tsunenobu (Japanese, 1636-1713)",Q3192797
ARTIC-68e24e96-1f25-75cd-bb2c-232713f131a9,"Charles François Daubigny (French, 1817–1878)",Q252357
ARTIC-68ffbc67-05a4-397c-cca3-9da6ab40e017,"Paolo Veneziano and workshop (Italian, active 1333-1458/62)",
ARTIC-69364a3b-57ac-ce93-59e4-3aa3c548da49,"Frederic Remington (American, 1861–1909)",Q560787
ARTIC-69a96c88-813f-1139-b3cc-c0c14b3a0fdb,French (Picardy),
ARTIC-69b38965-4ccf-05bf-6601-5cd1af9684a8,Master of the Freising Visitation (German (Bavarian)),
ARTIC-6a125563-8405-85c1-42a7-8a6818a442d0,"Perugino (Pietro di Cristoforo Vannucci) (Italian, 1445/46-1523)",Q5827
ARTIC-6a290356-117f-e7e5-503f-076df46e294e,Tibet,
ARTIC-6a676ee7-39c0-0b88-c37e-36ba0c5e3065,"Pierre-Jacques Volaire (French, 1729-after 1799)",Q1663045
ARTIC-6aaa3537-abbf-f49e-877f-4d8e8e4d50c2,"Constant Troyon (French, 1810-1865)",Q219403
ARTIC-6ae82203-7056-0e36-450b-71d1bd12eac2,"Artist unknown (Chinese, 16th century) (Traditionally attributed to Zhou Wenju (10th century) 傳周文矩)",
ARTIC-6b0b8999-48d6-10a7-5954-3c20b9acb1ec,Artist Unknown (Japanese),
ARTIC-6b2e856f-01c4-1f23-4ded-79c2398c2c6b,French or Swiss,
ARTIC-6b57bdf1-7f85-3325-42e4-e4e1d51d2b49,"Artist unknown  (Spurious signature of Huizong (Chinese, r. 1101-1125))",
ARTIC-6b80849d-e3ef-ee82-5432-12d5d62cdb55,"Harry Thompson (British, died 1901)",Q328745
ARTIC-6b92dadf-737c-7083-5e78-39eda11ca9bb,India (Gujarat),
ARTIC-6bde48ea-58f0-33eb-2d0b-a45aff7131e6,"After Cornelis Cort (Netherlandish, c. 1533–before April 22, 1578)",
ARTIC-6c0aa6ea-492b-7639-2e43-5294f60f9b27,"Jiang Hong 姜泓 (Chinese, active 1674/90)",Q45630758
ARTIC-6c265c85-4579-a9a6-b51b-0732d7110d0b,"George Frederick Watts (English, 1817-1904)",Q183245
ARTIC-6c56d92c-45f8-1117-13d4-6eb9b6d5369e,Chinese (Artist unknown  (spurious signature of Su Liupeng),
ARTIC-6c82c31d-c89d-6bf3-6517-7726897818ae,"Jean Charles Cazin (French, 1841–1901)",Q2778951
ARTIC-6ca224d1-c3dc-a223-a127-0492301a2ebb,"Claude Monet (French, 1840–1926)",Q296
ARTIC-6cb22407-be79-bf0a-1a63-fdf2b99e035b,"Vincent van Gogh (Dutch, 1853–1890)",Q5582
ARTIC-6cb56687-a433-ae6b-ab07-af71dd755ec9,"Egyptian; probably Thebes (modern Luxor), Egypt",
ARTIC-6cec20ce-6638-57fb-4d4c-5f4e3c59238d,Tibet (Southern Tibet),
ARTIC-6db8ca75-dbe8-9dad-08b0-6369ae462ef2,Southern Tibet,
ARTIC-6def75c0-f711-bb6e-5b9d-b1be65b04985,"Katsuzen Dowa (Japanese, 1634-1707)",
ARTIC-6e100bed-ddd8-8a2a-0718-76d5c8b6e526,Tibet (Ü-Tsang Province),
ARTIC-6e7cacee-a632-922d-cf90-7edb5289764a,"India (Uttar Pradesh, Avadh)",
ARTIC-6e7e8593-f529-4b73-9f96-75ff24623fe9,"Jules Dupré (French, 1811–1889)",Q959212
ARTIC-6e93633b-1b96-c3ba-201e-5be700a6df71,"Antonis Mor (Netherlandish, 1516/21-1575/77)",Q176694
ARTIC-6e960a8e-4189-f7b7-4785-716474c36179,"Jean François Raffaëlli (French, 1850-1924)",Q658862
ARTIC-6ea9b674-8204-02b0-66a4-55da1a037b81,"Robert Henri (American, 1865-1929)",Q724860
ARTIC-6ede259f-4d92-006a-31d3-593791a8fc27,"India (Rajasthan, Jaipur)",
ARTIC-6efc1bea-c900-28c5-e02a-c14189b10fb3,"Winslow Homer (American, 1836–1910)",Q344838
ARTIC-6f00201c-5257-3e7f-a399-e70da5cdadab,"Pierre-Henri de Valenciennes (French, 1750-1819)",Q334946
ARTIC-6f01cb05-cd90-87c8-fd24-a1d31e2ccec6,Netherlandish,
ARTIC-6f3dc71a-683d-7ad6-e24a-a97c4877f30d,"Anders Leonard Zorn (Swedish, 1860-1920)",Q206820
ARTIC-6f513908-03cc-b974-633b-adfce56b7936,"Edgar Degas (French, 1834–1917)",Q46373
ARTIC-6f61a6fc-dcd8-e801-0ad8-5f7e561d91b6,"Claude Monet (French, 1840–1926)",Q296
ARTIC-6f9efc13-46f6-32a6-ac9a-80447870fb5c,"Gerard van Soest (Dutch, c. 1600-1681)",Q539078
ARTIC-6fb6c48d-5877-1077-0f9d-6a17cee3c4f8,"Benjamin West (British, born in America, 1738-1820)",Q313498
ARTIC-6fce7ae8-25e8-d7d9-7f36-0aee3703abea,"Colijn de Coter (Netherlandish, 1450/55–before 1539/40)",Q1108307
ARTIC-7049845e-89c1-536d-c65b-9307bf670790,Southern Tibet,
ARTIC-704ab5af-778a-6bd6-22c1-96fb5ae03886,Iran,
ARTIC-70742343-a189-c649-b8a7-da201269cea1,"George Inness (American, 1825–1894)",Q704868
ARTIC-707eaea7-b325-b93d-37c1-b79b1876384b,"Anton Raffael Mengs (German, 1728-1779)",Q76718
ARTIC-7085f5ee-b5da-bd9f-e8f9-b692be466ea0,"Jean Baptiste Siméon Chardin (French, 1699–1779)",Q207447
ARTIC-7093bdd2-13e0-855c-f3c9-eb7ad1d102f9,"Will Hicock Low (American, 1853-1932)",Q8002863
ARTIC-709f4ad8-d170-c3ca-0b43-51fa6fdeffaa," Giuseppe Angeli (Italian, c. 1709-1798)",Q378182
ARTIC-70d29ea7-d9c9-947c-dc2f-a79f11844ae1,North Netherlandish,
ARTIC-70d375a0-25bd-7fe1-c586-0e8919aaf395,"Charles François Daubigny (French, 1817–1878)",Q252357
ARTIC-70ebfef5-7a98-2834-1be7-cc95e038fe82,"Michele Marieschi (Italian, 1710-1743)",Q2501578
ARTIC-71222146-0cd2-3878-8645-e38011860a77,"Shibata Zeshin (Japanese, 1807-1891)",Q2386947
ARTIC-719de593-24aa-69cb-9e02-64a7c8b640b0,"Sir Henry Raeburn (Scottish, 1756-1823)",Q561916
ARTIC-71d54071-9aa9-b702-99ba-914b1b23278e,"Sebastiano Ricci (Italian, 1659-1734)",Q506483
ARTIC-72083f93-6fe2-bfa8-b9a0-82e50c123015,"Hans Memling (Netherlandish, 1435/40-1494)",Q106851
ARTIC-72227c9e-413c-8930-477d-5a90e0a2123c,"Jacques-Louis David (French, 1748–1825)",Q83155
ARTIC-727fce69-637b-1c54-2b12-4a1f9b1988cf,India  (Deccan),
ARTIC-72a76270-d6f4-e744-d47b-307873a8e8ff,"William Merritt Chase (American, 1849-1916)",Q265820
ARTIC-730ab90f-45c3-ca32-77d0-a43858cdbbab,"Frans Hals (Dutch, 1582/83–1666)",Q167654
ARTIC-7321b007-adde-0acb-9d5b-0f57c8f3fcf1,"Francesco Guardi (Italian, 1712-1793)",Q318769
ARTIC-7325a7b0-a9f4-6c24-2505-1ee84daa27da,"Francisco José de Goya y Lucientes (Spanish, 1746–1828)",Q5432
ARTIC-7354024b-0aa0-9e6c-c3c8-ec40c318a4bb," Francisco Bayeu y Subías (Spanish, 1734-1795) (after Corrado Giaquinto (Italian, 1693/99-1765))",Q2571452
ARTIC-738fc402-53e4-83ad-f84d-556798754a51," Johann Liss (German, c. 1597-1631)",Q700279
ARTIC-73a61bab-fcf6-7145-3e29-8edd95212db1,"Marsden Hartley (American, 1877–1943)",Q553259
ARTIC-73a93ee5-b169-73f4-4db9-6e738eca7fce,"Domenico Fetti (Italian, about 1591/2-1623)",Q551695
ARTIC-73e55d5b-8076-f5d9-1dd6-309d29b1fdea,English,
ARTIC-7403cc73-8d41-1464-18df-4b6e89affff0,"Pierre-Henri de Valenciennes (French, 1750-1819)",Q334946
ARTIC-74688577-011f-6b8f-bab7-ac459cb9c889,"George Inness (American, 1825–1894)",Q704868
ARTIC-746e5978-311c-68dc-9f75-0fe34394391d,India,
ARTIC-747149cf-b1eb-4877-52cb-49ba2341a72b,"Adriaen van Ostade (Dutch, 1610–1685)",Q352438
ARTIC-749250e6-883e-d22b-4cf4-621e22b5178d,"Stefano Pozzi (Italian, c. 1699-1768)",Q3497986
ARTIC-749a476d-3d32-f10b-01e4-a6b9ee167923," William Matthew Prior (American, 1806-1873)",Q8015236
ARTIC-74a81d71-1b21-2041-19a9-c646df5b667e,Artist unknown (Chinese),
ARTIC-74e4bd6b-8831-1965-d4de-95f899755a00,"Leng Mei (Chinese, 1669-1742)",Q6522422
ARTIC-74f81dc6-4671-fdb8-0913-b93f1862bd83,Dutch,
ARTIC-75886aaa-002a-2047-a05c-baf73f0ac093,"El Greco (Doménikos Theotokópoulos; Greek, active in Spain, 1541-1614) ( El Greco (Doménikos Theotokópoulos; Greek, active in Spain, 1541-1614))",Q301
ARTIC-75986fc1-2e22-156a-9914-23119865ad1b,"Jean Baptiste Joseph Pater (after) (French, 1695-1736)",Q731533
ARTIC-75d767b8-38ca-42af-ef70-f5960a7e86e7,"Homer Dodge Martin (American, 1836-1897)",Q3139663
ARTIC-76017100-be7f-4c3c-2622-064f1472c889,"Andrea Vaccaro (Italian, 1598/1604-1670)",Q2707224
ARTIC-76079de3-5802-1213-d9eb-10da0fe68316," Sotan (Japanese, 1413-1481)",Q3517929
ARTIC-7616bc53-7a4b-a7bb-0dac-131cf91aff80,"Constant Troyon (French, 1810-1865)",Q219403
ARTIC-7649eda7-1cc3-2b84-257e-670c0953b26b,"Carducius Plantagenet Ream (American, 1838–1917)",Q20892627
ARTIC-7739a403-99b6-d151-c892-e93a0b17e4ef," Dai Jin (Chinese, c.1388-1462)",Q741512
ARTIC-774c1cdd-74f5-dadf-8e84-143410cc7119,"María Josefa Sánchez (Spanish, active 1639-1649)",Q126949261
ARTIC-778f759c-d7fd-8895-60b0-85ccfd88c982," Dong Qichang (Chinese, 1555–1636)",Q537211
ARTIC-77951d0c-d781-eac6-f4ff-f13cc5cfc0cf,"Jean Hey, known as The Master of Moulins (French, active c. 1475- c. 1505)",
ARTIC-77afdb88-dd75-5dab-c58b-ef6ac91bee7a,"Jacob Cornelisz. van Oostsanen (Netherlandish, c. 1470/75-by 1533) (or  Jacob Cornelisz. van Oostsanen (Netherlandish, c. 1470/75-by 1533))",Q1029143
ARTIC-77ccddcb-16e8-be2c-8891-4e3df68f4558,China,
ARTIC-77da3827-005a-2149-c590-34d31fdfa83c,"William Bonnell (American, 1804-1865)",Q20899718
ARTIC-77f1c8e3-16c6-1147-f4aa-4cfc8bd3eb8b,"Jacques-Louis David (French, 1748–1825)",Q83155
ARTIC-7803e1de-cf41-a23e-4025-0e6fd5d41729,"Bernardino Nocchi (Italian, 1741-1812)",Q2898905
ARTIC-78208a3e-39e9-f723-8e7c-6e9c7ff0ab95,Southern Tibet,
ARTIC-7858447e-b366-d831-6174-903925be68e4,Iran ( Sadiqi Beg (1533-1610)),Q4404551
ARTIC-78c80988-6524-cec7-c661-a4c0a706d06f,"Berthe Morisot (French, 1841-1895)",Q105320
ARTIC-78d9bb83-436f-18d4-d525-264ea6957a60,"Artist unknown (American, 17th–18th century)",
ARTIC-7904b9d2-675f-7aeb-88c3-e29cd519b7be,"Jacopo Chimenti, called Jacopo da Empoli (Italian, 1551-1640)",Q2625832
ARTIC-7912f9dc-972e-d4e1-4d4b-825d19446cf7,"Yamaguchi Sekkei (Japanese, 1644-1732)",Q11467532
ARTIC-791abe16-d00a-577b-fbae-5a6a1e4f70ac,Korea,
ARTIC-7951054b-f49a-6824-10ab-a3a301f39115,"Alvan Fisher (American, 1792-1863)",Q3063754
ARTIC-7967bcfe-1634-19ad-ff6c-48a10cae9a8e,"Li Shan () (Chinese, 1686-after 1760)",Q6539055
ARTIC-79a40120-87bf-ff0f-4a97-fdda3a26743c,"Matteo di Giovanni (Italian, c. 1430-1495)",Q1373474
ARTIC-79a4253e-b5fc-a055-e8ed-a742a1647576,"Kaigetsudo Doshu (Japanese, active c. 1711-16)",Q11495296
ARTIC-79b94ddd-e208-1993-01ab-98f75174fe88,"John Singer Sargent (American, 1856–1925)",Q155626
ARTIC-79c14f43-266e-4d07-7ea9-0bb452dd2d39,Tibet,
ARTIC-79d6ad93-50d3-8b6a-66d5-f24d0a3d1ecd,"James Forbes (Scottish, 1800-after 1870)",Q3161083
ARTIC-79ee6e54-8500-e26c-fb2a-04eb7f207653,"Samuel Lovett Waldo (American, 1783-1861 (William Jewett (American, 1792-1874)",Q390073
ARTIC-7a1da150-3432-77ab-4d5e-590b98166509,"Yamamoto Baiitsu (Japanese, 1783-1856)",Q3571447
ARTIC-7a23ad22-2044-6d7d-6315-9b101dadc559,"Claude Monet (French, 1840–1926)",Q296
ARTIC-7a313db7-2369-1c7b-b4f7-a1d29218f778,"Jean-François Millet (French, 1814-1875)",Q148458
ARTIC-7a314af6-336f-b6a4-809c-15659313a757,"Mary Cassatt (American, 1844–1926)",Q173223
ARTIC-7a52287e-1aec-9ba2-cfea-9e510593fef0,Mongolia,
ARTIC-7a6cc095-6f6d-1a3a-3bec-527302efe10e,Artist Unknown (Japanese),
ARTIC-7a927f9c-9c20-b958-d6cb-3f9978d16cb8,Anonymous (Japanese),
ARTIC-7a97d0d2-cf6a-e53f-2905-8e247fefbcba,Artist unknown (Chinese),
ARTIC-7abbfd97-fb03-2366-cfe5-b53738a3d93e,"Henri Fantin-Latour (French, 1836–1904)",Q310715
ARTIC-7b0ea6ca-9424-050e-7e0e-3b67d2289480,"Jean-François Millet (French, 1814-1875)",Q148458
ARTIC-7b642fae-1cc9-ee08-0f4c-f8b2974c71c9,"Giovanni di Paolo (Italian, 1398–1482)",Q946420
ARTIC-7b7a6f39-1cd8-ea2f-9811-18b0e23edac0,"Walter Shirlaw (American, 1838-1909)",Q7966127
ARTIC-7bc86f37-02d8-10fb-ec06-7e2ce69d9238,"Lorenzo Monaco (Italian, 1370/75-1425)",Q155376
ARTIC-7be3dff7-8550-e1dd-8da5-48b1b9588dc0,Artist Unknown (Japanese),
ARTIC-7c426d4b-ecfa-1175-66db-4ac563b9042e,"Ren Yi (Chinese, 1840-1895)",Q3028266
ARTIC-7c752046-744f-2f68-482b-a7fd42550f2b,"Peter Paul Rubens (Flemish, 1577–1640)",Q5599
ARTIC-7cab841a-24d6-4063-33dd-076adb1c82c3,"Artist unknown [spurious signature of Zhao Mengfu (1254-1322), dated 1301] (Chinese)",
ARTIC-7d18184d-d2e2-3e7a-b263-20dd10cf1c62,"India, Delhi",
ARTIC-7d2efddb-6797-f7c7-81f4-1a61fb835275,India,
ARTIC-7d533ed4-ff54-fa2c-64f4-2b16bfbb5880,"Claude Monet (French, 1840–1926)",Q296
ARTIC-7d5dcd32-b556-6d64-c90e-d195717f633f,"Artist unknown (17th century), spurious signature of Qiu Ying 仇英 (c. 1500-1552) (Chinese)",
ARTIC-7db6cf67-3cd0-40dc-112b-4494eca99d73," Rogier van der Weyden (Netherlandish, c. 1399-1464)",Q68631
ARTIC-7dd956f2-4d5e-66d9-e37c-d6359ff385c2,"Jacob Eichholtz (American, 1776-1842)",Q6118567
ARTIC-7e242ca2-5c5f-bb08-ccff-7e8ef645deaf,"Fernand Lungren (American, 1857-1932)",Q16029345
ARTIC-7e649536-b186-c3f5-3e6d-0d22d5d798ef,"Amedeo Modigliani (Italian, 1884-1920)",Q120993
ARTIC-7e8cd885-32c2-2721-0440-71064338a36e," Pei Zhi 培志 (Chinese, 17th century)",
ARTIC-7ee5e05c-9dfa-ef87-2dd9-2696da7dbc74,"Jacopo Bassano (Jacopo da Ponte; Italian, c. 1510-1592)",Q346502
ARTIC-7eeb9d38-a1f4-47b4-b335-654fdd20b1bb,"Chen Chun 陳淳 (Chinese, 1483-1544)",Q558251
ARTIC-7f13cc17-67d7-fdec-329a-dc7d431213f5,"Gawen Hamilton (British, 1697-1737)",Q5528439
ARTIC-7f1e29c0-b320-cf0c-57f6-379131e8ec0c,Italian,
ARTIC-7f41bfb7-ea0c-f173-bb1f-19def17f06aa,"Agostino Masucci (Italian, c. 1691-1758)",Q395680
ARTIC-7f60216c-deda-4c24-4a8d-3d2f5910302f,"Kishi Ganku (Japanese, 1749-1838)",Q555061
ARTIC-7f6504bc-5eee-3200-6c94-181e2995837c,"John Frederick Kensett (American, 1816–1872)",Q982284
ARTIC-7f755a11-26ef-8f17-0178-15029c321e88,"Frederic Remington (American, 1861–1909)",Q560787
ARTIC-806514aa-f6bd-ace9-be56-47206943871c,"Francisco José de Goya y Lucientes (Spanish, 1746–1828)",Q5432
ARTIC-80b95c4e-8bed-3e21-1573-b339c6cda0f4,"Childe Hassam (American, 1859-1935)",Q737635
ARTIC-80df29cd-493f-23c0-3e51-4ddc38b3f34f,"Jules Dupré (French, 1811–1889)",Q959212
ARTIC-8115bdb2-1a8c-bb25-a37b-5f804f3a84a9,"Auguste Bernard d'Agesci (French, 1756–1829)",
ARTIC-8144c5d4-a715-a3c8-36ad-aaecde69ad80,"Katsukawa Shunsho 勝川 春章 (Japanese, 1726-1792)",Q1358636
ARTIC-81af09c1-d329-1134-2bf0-66e01d78b0fe,Iran (Turkmen style),
ARTIC-81c34d72-2c60-e606-825e-9d72fe538135,Korea,
ARTIC-820db4fd-e255-a9c2-c1d1-5a92d5240eb5,"Shibata Zeshin (Japanese, 1807-1891)",Q2386947
ARTIC-8219200f-028c-3eab-c639-75e1428cf0ab,Artist unknown (Japanese),
ARTIC-82224b5e-42bd-cb6e-67c6-ff42e858cac9,"Jean-François Millet (French, 1814-1875)",Q148458
ARTIC-827d02ef-6765-9728-c07e-52ad22b73fd3,"Claude Monet (French, 1840–1926)",Q296
ARTIC-8296a638-d1c7-44df-5519-d582ae80c457,"Sesson Shukei (Japanese, 1504-about 1589)",Q3480606
ARTIC-82a87cf0-6082-a7f7-c2cf-0fc9283ed966,"William Sidney Mount (American, 1807–1868)",Q45431
ARTIC-82a9964f-a872-fb7c-9771-07ef3299ed7f,"Artist unknown (Chinese, c. 14th century)",
ARTIC-82b1ac6e-de4e-7e80-6bd8-e1f1bb0cb889,Northern Italian (Verona?),
ARTIC-82ebb537-935c-eb38-1183-71290c889b0b," Veronica Stern (Italian, 1717-1801) )",Q21462485
ARTIC-83092988-7180-21d1-b8a3-cf39ddf39a68,"Hubert Robert (French, 1733-1808)",Q548205
ARTIC-831534f4-dd88-4100-41b3-0016f19e4d7a,"India (Delhi-Agra region, possibly Mathura)",
ARTIC-83375479-f7a9-bac3-44a8-e705ab6e423c,"Rembrandt van Rijn (Dutch, 1606–1669)",Q5598
ARTIC-8378434f-d6f5-b93c-cee1-fd52dcf69f26,"Shibata Zeshin (Japanese, 1807-1891)",Q2386947
ARTIC-83802ee1-1682-6de0-7276-37c4ab3fa879,"Joshua Johnson (American, c. 1763–after 1825)",Q958068
ARTIC-838d8c33-a3b4-68ea-587b-87ceec2011af,"Claude Monet (French, 1840–1926)",Q296
ARTIC-842d212c-c755-f372-d73f-7d0581051c46,"George Inness (American, 1825–1894)",Q704868
ARTIC-843da8dd-8b6e-38d6-66e8-b0a2045315b0,Wang Wen (1497-1576) (Chinese),Q26959151
ARTIC-84899261-2add-0f0d-b7fa-eba017663d07,Master of the Worcester Carrying of the Cross (Active Bavaria 1420/40),Q1918463
ARTIC-848a942a-47f8-bc56-d7a3-dd9f1d63e372,"India (Rajasthan, Jaipur)",
ARTIC-84bc6762-6a64-dde5-5dc3-ec31c75aa32b,"Tintoretto (Jacopo Robusti) (Italian, 1518-1594)",Q9319
ARTIC-8534685d-1102-e1e3-e194-94f6e925e8b0,"Claude Monet (French, 1840–1926)",Q296
ARTIC-8547debb-b333-113a-38f5-0151982d48a2,"Xugu 虚谷 (Chinese, 1823-1896)",Q45600681
ARTIC-85d05bad-1205-6de5-e75c-ec9113a626ab,"Henri Fantin-Latour (French, 1836–1904)",Q310715
ARTIC-85d86039-4f89-aee7-feb7-b60a0ff3790a,"François Le Moyne (French, 1688-1737)",Q732468
ARTIC-8641479e-c93e-f1a8-9925-19be061706da,"Joseph Mallord William Turner (English, 1775-1851)",Q159758
ARTIC-867b4435-fc3c-9e3d-ca53-0c4ee875c1ad,"Samuel Lovett Waldo (American, 1783-1861 (William Jewett (American, 1792-1874)",Q390073
ARTIC-8680468a-04e4-89ea-62c8-515b32ea2840," Ren Yi (Chinese, 1840-1895)",Q3028266
ARTIC-86fbb77f-5ca0-5737-f597-26f50ef2b62f,China,
ARTIC-87433360-2578-5b1b-c0b7-67921dc226fa,"Jan Steen (Dutch, 1626–1679)",Q205863
ARTIC-87491409-87e0-d3cc-8daf-778c8c0c722c,Artist unknown (Japanese),
ARTIC-87bcfb35-1265-99d2-bd3b-86439e034b58,India,
ARTIC-87cb3fad-65e7-f5e7-291c-dca132489ec3,"Anne-Louis Girodet de Roussy-Trioson (French, 1767-1824)",Q433434
ARTIC-87d426ca-4537-1386-50bf-6c2d5a5d7d17,"Louise Moillon (French, 1610-1696)",Q446984
