,tag_id,artwork_id
6054,136,MET-5c7b2ad4-7e17-4dbf-b5b7-d59631812428
12048,136,TCMA-8f1332b8-fcef-406b-b1b2-6713b1bfa13a
8077,136,MET-c39e98c6-91b3-433d-a351-965e0b00fc44
7281,136,MET-bf662402-f2a7-427b-90c5-9bb1861a2ae3
3761,136,NGA-d8d0df0b-2006-41f0-b111-b3981ac66be5
2465,136,NGA-4ea1a505-ffe0-4045-9323-454992344051
4423,136,MET-f7989180-9c78-4caf-89e3-d1b06cac7114
10701,136,TCMA-85d77640-212b-48df-9ebb-d1aa77545499
8607,136,MET-8262a1ab-8446-4f3d-a1a0-6ff029287330
4422,136,MET-7657e070-2e06-4098-8d63-2f7c25e5bbe7
8925,136,MET-64582c4d-62d1-489a-8025-d8ab243a0af1
2316,136,NGA-40b70aa0-bf4d-4f0d-89e2-191c25dffdc6
1149,136,ARTIC-a787b13e-6c41-1245-ecf4-d48a3cec6297
3298,136,NGA-aa33172d-31cf-4990-a25a-9c77b6cecbe3
4446,136,MET-825a1594-fdf8-4a8b-bb75-2f291f4c64d7
4433,136,MET-bb76a171-510c-4bdd-be84-d2bd5422608f
4424,136,MET-ef0d2048-b762-4f29-b094-e20d7ebef691
4425,136,MET-7d827cd5-887a-43ca-849b-3f90eeee8718
1102,136,ARTIC-9e77cfbc-8fa2-54da-8e23-4c1cc6c66e1f
11267,136,TCMA-2758442d-d018-40e6-b029-96abd196eadc
11148,136,TCMA-255facd3-75e6-486d-8600-52f8993970ef
6370,136,MET-44bf78c1-4eae-4fec-ad73-98cfd839ced1
1205,136,ARTIC-b0989107-ce4e-575e-3b69-f6f773d4d81d
770,136,ARTIC-6c265c85-4579-a9a6-b51b-0732d7110d0b
9512,136,TCMA-2a8a7650-f907-426d-8468-3bd92f227efb
1159,136,ARTIC-a867af78-9a29-c75b-33ab-2f21a2d92b3f
4561,136,MET-f5c63567-6bcf-486b-81ec-770c3301763a
4553,136,MET-328b3519-de7f-4446-851d-5477ba0f2750
8064,136,MET-3fb091c2-f1b5-48de-b2fc-5a7c9e54ca5f
9534,136,TCMA-0d568d20-b2d5-49af-9439-9f825da6e2b9
3250,137,NGA-a5c51660-b530-44e4-9a7c-96c8a496d0e3
3089,137,NGA-9532824b-2c14-44bc-889c-138047573604
2383,137,NGA-45f6255e-ddd4-4ae6-a734-9fd9f8b53f05
755,137,ARTIC-69364a3b-57ac-ce93-59e4-3aa3c548da49
2926,137,NGA-82ff36cd-7369-4599-a5c1-fd6195851145
3448,137,NGA-b770e346-36b9-4093-bcba-2aa5134ec3bb
9589,137,TCMA-8a9435b0-9ecb-4f4d-a701-a47490020070
3913,137,NGA-e65af52e-e493-49b8-802e-8a061c959437
9603,137,TCMA-0bcba07e-57ca-4c91-bdd7-babad2272993
2810,137,NGA-75ce21fa-ce44-41c5-a4af-835ee8f4ea6f
3349,137,NGA-ae2c0b18-f8d3-4e0a-9f29-3c5d1e80ab99
2849,137,NGA-7a4bba6e-7c21-42fe-bdd5-7ba7bdeffd16
3296,137,NGA-a9df2886-ab4d-4092-99c1-f09badf50f23
2900,137,NGA-800b6ecd-07d9-4674-8981-1c838614d257
2049,137,NGA-27439624-3c6b-4471-aa84-7d8b03974d59
3090,137,NGA-9555b8f1-32a6-4dc6-945a-33a5833d4606
948,137,ARTIC-8b2a82f5-0f04-4f9d-e6e8-c4e1247aac76
12345,137,TCMA-24e0096c-726d-4292-bf16-98e41d64ad88
731,137,ARTIC-6548b683-5854-16a6-e462-b3a81a0b99e2
662,137,ARTIC-5bfd7409-b07d-dd6d-8f11-1ebb3ca034e5
2884,137,NGA-7d7c08a8-e852-46b8-a027-ef73ea01f416
2040,137,NGA-25fd02c7-2296-4e89-853e-20f22740b8ce
4060,137,NGA-f8b621bb-fc4d-4e3f-a4ac-59c3e556f1dc
1739,137,NGA-034edbfe-0c7c-4f61-b71b-09e73628994f
4102,137,NGA-fd349852-a7fd-49fb-b29a-491c2079e336
3773,137,NGA-d96730f9-b64b-47dc-bce9-27f670375816
287,137,ARTIC-29a102da-4838-432b-7373-a3c7f5679d75
2676,137,NGA-64e075a1-1f04-4c96-922a-20f203bed058
1478,137,ARTIC-de060306-b5a3-5139-cad9-57e9c274d7c3
2534,137,NGA-54dde991-391e-4cb8-8ba7-2e49992b471a
1949,137,NGA-1b1ae917-9537-47f3-800d-3007df0f23c7
2538,137,NGA-54fa40e9-4d71-4a32-9e75-77977152009c
1476,137,ARTIC-ddabac10-c2ca-95ce-73fe-f568bb59e9e3
11022,137,TCMA-c5a85266-c3de-4386-8310-34277ebf3a1d
2201,137,NGA-352c1078-64f2-4097-b403-c856aa247021
4001,137,NGA-f2c2ef49-269b-4527-98d9-a2a0c09b742e
3350,137,NGA-ae346dd2-83be-4ce0-81e3-976212c33ce3
3770,137,NGA-d9549006-9ec8-43b9-9c78-53a107a527fc
1609,137,ARTIC-f1e03813-f9c7-f4f8-fbe8-a5eeae84fda4
2078,137,NGA-2aa7e330-30c9-4a53-a8fe-a40c63e323cf
2020,137,NGA-23cea3ae-dfb5-4057-b45c-d851596d032e
164,137,ARTIC-18ab0c35-e35c-0216-9afd-f93357920db1
1471,137,ARTIC-dcfa012e-b6ef-2bf7-a862-ee6e0ee9537d
3433,137,NGA-b69a8ea5-3a2a-4ad2-aae2-b9866594868e
9685,137,TCMA-aa530391-53f8-4b92-aeef-3b9e57d4741e
3373,137,NGA-b0aa3afc-ad2c-46e3-8cc4-fe4b2d6e644e
2441,137,NGA-4c64affc-eb9f-4a49-b443-d7a26f7e9cab
1811,137,NGA-0a9e2730-388a-43c6-8713-e61f766e2f92
2540,137,NGA-5509fa31-5ee6-4af3-ad6c-49c205c93868
1744,137,NGA-03b921f2-0b79-407d-b49e-8f3260aa77d5
3640,137,NGA-cbf2c5ad-723d-4327-ab55-f5c633b8da82
2596,137,NGA-5b81b623-79e2-45f1-a07d-26b3d9d04e64
674,137,ARTIC-5dca7347-c6dc-24dd-d073-d705b9cdc575
11851,137,TCMA-433ec7a4-6b7b-4195-8f1c-fd43d2440887
3261,137,NGA-a6a9b39d-661b-4420-9c1e-00adf4d9e8e8
2091,137,NGA-2ba04c6c-7a0b-4357-9f09-fb35018e330b
2467,137,NGA-4efb17f3-cbf0-47dd-9610-f780294305b4
11849,137,TCMA-4a3398b8-276b-4dfe-84c6-bddad00122a9
1657,137,ARTIC-f7b2db45-f393-653c-07ef-84319b0cdb92
3647,137,NGA-cd1d9904-0d6b-48e4-9c45-c5090bdf061f
3608,137,NGA-c8bc20ab-e453-4a6c-9a8c-c53b566a5765
1005,137,ARTIC-91fcc71a-50eb-f418-85f5-d11fc81e8d83
125,137,ARTIC-12f32e59-cba2-0a32-972e-cf4d7856560c
1902,137,NGA-14ab81bb-072d-405f-a397-7b7a850d67c9
11588,137,TCMA-f2f15fa2-ce07-47a2-bc3e-a0bb629b8647
2706,137,NGA-6985c8d3-954e-44ea-9821-a4809182ae80
1653,137,ARTIC-f73f1bb1-a961-ca90-9984-f783b5a5a005
1846,137,NGA-0e5ffeec-831f-4d94-ab9c-7501713299a3
2982,137,NGA-881dcdd1-a759-42a7-b4ab-ebb3291a1ffc
3801,137,NGA-db531492-f882-4ca8-983b-08f5d6377c41
2579,137,NGA-58e2aadf-5b74-4a4c-b2ae-7e602250e7ac
705,137,ARTIC-610db6a0-d4f9-13d9-11e7-41c4460859aa
3938,137,NGA-ea063023-99ef-4a83-8368-6d45beb449ae
9534,137,TCMA-0d568d20-b2d5-49af-9439-9f825da6e2b9
3228,137,NGA-a3481409-f18f-4c6a-9ff6-972ad10cd13a
1161,137,ARTIC-a8b03e58-1568-2e09-4c08-8fca03774e8c
2373,137,NGA-458896db-3993-40ff-a3ad-c67106243ed9
1908,137,NGA-15ca024f-258c-4b46-a1c8-f30c008318e1
3863,137,NGA-e285075e-752d-44b0-8c72-eb5789da81a0
2717,137,NGA-6bea4e79-1320-4c0a-96b1-d5aa2f149dfe
2315,137,NGA-406b5d56-d196-4bb0-b2e0-5a2f6fd52d0a
3028,137,NGA-8d8d87d8-0571-45be-a4f6-566d19fe07c9
3624,137,NGA-ca6bdfda-1f11-4dfa-bb1a-52c124281595
2462,137,NGA-4e58edbd-c572-4f79-a858-edb6d835984c
3271,137,NGA-a774ed82-89cf-4173-a89b-b684dd40eecb
3619,137,NGA-c9b3fee0-c018-4647-aca8-b3b6548c0f23
3364,137,NGA-afd5c612-5852-49f1-9f10-2ce7a849e900
3086,137,NGA-9516feae-fcd3-44ff-9e93-fc9fa39ad063
3021,137,NGA-8cf24db1-08d9-4e24-94c6-b587a6f1595f
2026,137,NGA-243000de-3236-4cca-b4d5-6f4fe08b5ad7
2551,137,NGA-55d52184-30d1-4672-916f-bc78ae0eeb9d
2803,137,NGA-750f7d6b-ce40-4a69-9548-f936e8a3d16f
3875,137,NGA-e33b7c36-81c3-438a-ae75-5323bac13cd4
786,137,ARTIC-6efc1bea-c900-28c5-e02a-c14189b10fb3
2277,137,NGA-3c1508e9-9540-4ee5-8b74-53d15ac8be27
1899,137,NGA-144ce4c9-3735-4318-b232-0215e799c309
2378,137,NGA-45bad99c-e7c3-49bc-be81-dc1baccaef48
2826,137,NGA-77d5bdae-0c9a-477c-bcdd-2d534bf9e6b8
3953,137,NGA-ec0a9865-44a2-4560-b1b2-d86299be150c
2688,137,NGA-670d001b-e601-4100-a5fe-04ec70fbf1f0
2811,137,NGA-75d01a7b-e2a8-49f2-bb82-c880b2bcff76
2687,137,NGA-6689f0bd-101a-4310-86cd-022ef4b9da1e
3580,137,NGA-c5ea5937-bb29-47f3-b40e-1783fe21d641
1857,137,NGA-0fde9edf-0e38-4ca6-8e72-141593d6b151
1314,137,ARTIC-c2159339-2597-d593-3fe0-5f3e1337404a
4030,137,NGA-f6147ee0-6487-460d-8574-fd170d203a74
3015,137,NGA-8c0d9508-e9a1-4283-abc8-059665442de6
2733,137,NGA-6d9ac4fc-c99f-418a-800e-0f0ebd0be36f
2148,137,NGA-3149ff49-068e-4fef-b5c0-c30d0c65ee26
4026,137,NGA-f578ab60-df7d-496b-b223-53bfedf1348d
2589,137,NGA-5a6b8044-6f5d-4bee-a82f-7a75f22be473
2971,137,NGA-87587715-7af1-4a3b-95db-6d58e4be2037
134,137,ARTIC-14060224-d2c8-a442-d410-58043d6bc861
2560,137,NGA-56ec0b7a-f749-4178-8eb0-071c13e73d0f
1849,137,NGA-0ed8840a-1ea6-47a5-ac03-ee76e0f773a9
9861,137,TCMA-35e0b745-7106-445f-8024-5b510cf9f268
3139,137,NGA-9a8e2a67-4b10-41df-ba7f-92f1172a1b3a
2940,137,NGA-8420b244-3620-4745-b3cf-e2bb5b9d71b9
2376,137,NGA-459b5285-0460-4690-928d-365ee558d635
3668,137,NGA-ce9bbbbe-adc3-4cde-94e1-7c74a61e95e5
1852,137,NGA-0f26870c-d76a-4b8f-a84e-6496ef8d1192
11249,137,TCMA-e9a960b1-7a49-4919-9935-687cf709c0c7
2452,137,NGA-4da1528a-7e4c-40c5-9d36-e2f0f38793b8
4114,137,NGA-fea92cca-bb1f-4774-ac7c-b1b114719234
3034,137,NGA-8eea98bf-dd2a-4173-9900-385591c4f0ff
407,137,ARTIC-39fd7277-7714-ba0a-7218-7633f7a88923
2346,137,NGA-42df509f-4da2-4c79-9420-bb3a05ff6d31
2298,137,NGA-3e11c2b5-d94c-4da9-a5d4-823fa1f9e885
199,137,ARTIC-1cddae1c-99d5-462f-4aa6-128c0732ac11
2424,137,NGA-4addaf18-bdaa-4968-a335-c2a1b508f6da
3843,137,NGA-e03aa18b-1499-4d53-8467-9a2c3eda7491
3068,137,NGA-92fcc011-40b7-47a7-b023-35418b8f62a4
2296,137,NGA-3e054547-2cc5-4b32-8121-7c81aa3f1af9
3101,137,NGA-966daf66-223c-4e5c-9b7a-64b0de6bc83c
3889,137,NGA-e40c269e-fe33-4c67-ad53-b62470712c55
3211,137,NGA-a1a43e9b-039b-4a6a-a9cd-01d86be40c59
2774,137,NGA-72178f14-4303-4d20-9be9-6c7458ce328b
3993,137,NGA-f247cace-2fdd-4c3b-a2e9-b1741acb8412
2012,137,NGA-22d3381d-2bd2-4998-a7f8-eaaffe13323e
3893,137,NGA-e4667a6c-fc4c-4cec-a38f-e6ec738dee29
2760,137,NGA-70bfd234-2682-4dc9-9be9-916b988a793b
3977,137,NGA-efba5dee-6e7b-481e-88cc-63f97719bac5
9769,137,TCMA-e481d519-559b-4cb6-983b-c1ca17b61147
2761,137,NGA-71225985-de9d-400c-819b-83f60528a109
1761,137,NGA-05389c46-2ce6-41ea-a7d7-028040b66893
4089,137,NGA-fbfd7f9b-bc00-4cde-b2cd-b3ccd72414b5
2898,137,NGA-7fdfc013-3553-4709-86ba-1bc7db2c3d70
3455,137,NGA-b83159e8-deb4-4554-9f42-d9e2e70185df
11637,137,TCMA-7148ae89-e5be-4b3b-9dda-774eb644079a
3238,137,NGA-a4428b02-d5c0-4e03-ab06-d65b01ae3c54
2389,137,NGA-46ba4127-22c3-4d9f-987e-1b11a172f5b3
3720,137,NGA-d3fd7cec-c658-469c-9db4-69522a38afcd
2640,137,NGA-603a5041-262a-409b-ba8e-9964914d522e
2288,137,NGA-3d26f129-aa76-4f97-b64d-bc0d4157207c
2112,137,NGA-2de9fbdc-308c-4bc1-b5f6-9619ef31f98f
227,137,ARTIC-22609746-bd4b-c9b6-8293-dfd393f00c20
2852,137,NGA-7a687ef4-cc10-4f53-a2e4-2cb0dd22b1d2
3517,137,NGA-bee6f463-f1bb-4362-89e6-632afb7959b5
3060,137,NGA-922237fa-8c07-4f93-ad65-460bf2d11bac
2783,137,NGA-72f556b2-0e2d-4516-8ffc-82b1a2097c92
2919,137,NGA-82a97482-8200-4aa5-827d-37e472ca8768
1930,137,NGA-18253734-42df-40d0-b549-a2ba912f26a4
3523,137,NGA-bf93a29d-ec49-444d-8dae-a22fa8653936
1888,137,NGA-13243dff-d596-4855-91de-b8fd2f99423f
12428,137,TCMA-7e686275-d076-43cf-944e-56283e46a3b3
3970,137,NGA-ee7d4e8d-2321-43cf-b860-98f32bb331b7
1,137,ARTIC-005f82e8-fe78-0395-c03f-894a246fb922
3515,137,NGA-be827f4d-defa-4ebd-8fda-c73f4b4b0a15
3099,137,NGA-96394d47-b61d-4651-85c2-4452fde6ef99
2628,137,NGA-5eb45d68-2a8c-4e86-be2e-82ae022c3cd7
2110,137,NGA-2dbb7b7e-ece8-4858-ac3e-7caca77609db
3990,137,NGA-f1e5a21b-263b-432f-85ba-903f19496b6c
3892,137,NGA-e448a88b-b7c1-486e-9995-9c96d611faff
2067,137,NGA-29564844-aea0-40cd-b022-0fe6b5e5f5b1
2226,137,NGA-37ae6a3e-c8ea-44b8-b9dc-0b6e9b46b56f
3717,137,NGA-d3dbb5b9-0b71-4b7d-8ad2-18fcfdf06757
3520,137,NGA-bf35b647-0355-44d7-a684-5a193a937b9d
12104,137,TCMA-2421f420-4c26-4c2a-9d46-3596127e64be
11,137,ARTIC-0291ae9f-e025-39d5-69da-d28f5e3c14e1
1872,137,NGA-1155a052-5f8d-4168-80dc-750ca9c5e497
529,137,ARTIC-498e45a7-5721-25dd-e26c-09b3e5b8010b
2636,137,NGA-5fd02c44-bd8e-49ab-b259-c4582f7ce697
2890,137,NGA-7ea90668-980f-4d44-a614-e1612cd0567a
2801,137,NGA-74ef41cc-f017-4a33-9820-a9527a0a0126
9503,137,TCMA-593987aa-b021-4654-9117-be376d843d2b
1793,137,NGA-0796fdf1-92f3-49b1-97ac-a431410f8276
3532,137,NGA-c0788a80-4d14-4e0a-af63-74f00d8e2140
3513,137,NGA-bde7e0a1-6ef1-4c60-bb79-11f1775ab792
2781,137,NGA-72dffd8d-2b41-47d5-a2b9-20e810fde5cb
1879,137,NGA-124e9d47-3fb9-422b-a2f9-9492d19f1ef2
2355,137,NGA-43c838ba-ca03-4280-b4a7-6035499eadf7
11306,137,TCMA-84250121-4ccf-4d33-b815-17521536caaf
11923,137,TCMA-360ddec3-87c4-43e0-8315-8325a73324b7
3153,137,NGA-9bcc8755-18c4-47c2-956d-fb9948b308df
3766,137,NGA-d906bf7b-79e1-4c8a-adeb-6cdcf2287f28
6121,138,MET-d11bf584-e15a-4eed-a3ad-d3a10be394fc
2971,138,NGA-87587715-7af1-4a3b-95db-6d58e4be2037
2781,138,NGA-72dffd8d-2b41-47d5-a2b9-20e810fde5cb
11134,138,TCMA-7cdb7669-e41a-475b-bc38-60efda010849
8897,138,MET-05f1e8f9-8bb7-497e-a1d3-59ec2af5f335
3402,138,NGA-b3b2d99d-ef9a-4ced-9e62-508d64002a75
4828,138,MET-f389bfc5-1108-40b4-be5d-1fb21c413cc8
1902,138,NGA-14ab81bb-072d-405f-a397-7b7a850d67c9
2940,138,NGA-8420b244-3620-4745-b3cf-e2bb5b9d71b9
6119,138,MET-1d65e1e5-6c68-4a9d-b3af-3dbe13406a4b
5813,138,MET-27de5bf4-edfe-444e-985a-d45fda0fbb39
11976,138,TCMA-0cf1f3bb-5d67-4439-9eec-f73046efeb30
6575,138,MET-3e0cf342-1c2c-4f54-8c44-cfbb94ebc2ca
3087,138,NGA-9522b5b2-14a4-46c8-8d8e-3f77a5e8ddd5
9947,138,TCMA-26f25e6e-b8fb-437b-b972-b2667cc00101
12213,138,TCMA-9c871e6c-258e-4f37-accd-a5b69b082097
3677,138,NGA-d084076a-25c7-471b-adba-ee2506b0fadb
2277,138,NGA-3c1508e9-9540-4ee5-8b74-53d15ac8be27
1706,138,ARTIC-ff5add6a-e017-7b11-ffb1-5c3d412c7379
8780,138,MET-5a3af3ee-70d6-4682-97cb-25d5d70f313b
2452,138,NGA-4da1528a-7e4c-40c5-9d36-e2f0f38793b8
3303,138,NGA-aa795815-e47a-472d-b593-2677bae93fa3
6697,138,MET-eedc2451-9ed1-43a6-9ff2-74d500c5de98
1013,138,ARTIC-934a0d50-eaf2-3d79-1258-76eed95a6f17
10111,138,TCMA-351ee459-5460-4af2-9450-a9da07144601
12048,138,TCMA-8f1332b8-fcef-406b-b1b2-6713b1bfa13a
9945,138,TCMA-2ce585a2-337e-490d-9c11-4025943c1cd4
9228,138,MET-5f42f799-4f2b-4837-ac73-e96c860ed7b7
7411,138,MET-47551354-1414-47f2-a103-a9fafc05d282
6125,138,MET-3faac6dd-6b43-4afc-9b42-795f585a3a21
6822,138,MET-06fe8a70-f48b-401c-b9ec-5aafb47acf16
10383,138,TCMA-549df1ad-00c7-4618-ad3b-353645457c91
2556,138,NGA-5672ff0d-42cc-4c54-a9fb-57e14c85fc05
5097,138,MET-c7973419-2ce8-4f3a-ae18-c22334b22ffd
3668,138,NGA-ce9bbbbe-adc3-4cde-94e1-7c74a61e95e5
1141,138,ARTIC-a680713b-f1f9-1fd0-5b77-81d42415db5d
5094,138,MET-b2956247-797a-4aa5-ada8-95234e1d1d32
2890,138,NGA-7ea90668-980f-4d44-a614-e1612cd0567a
79,138,ARTIC-0c43d8d7-c93b-cbea-b57c-22d2533ec007
5098,138,MET-e4ab700b-6da4-46c4-8ac9-a821c0cc9d90
9148,138,MET-b57972a3-bafe-4fea-9570-e25b0dc9b0f3
1530,138,ARTIC-e60b4742-3658-3651-051a-fd9bd90ff45c
1662,138,ARTIC-f82389ca-7093-eb05-41a1-18a7ec594e15
6,138,ARTIC-01883c5e-cb84-eaad-0b2e-369065b5bfd2
1225,138,ARTIC-b3b76e1d-0424-e57e-bf52-0750af97226b
1391,138,ARTIC-ce5e37ef-7bea-d929-efb6-756e5c10de7f
12111,138,TCMA-59cad58d-af79-4e4e-b80a-f039cb4131dc
12424,138,TCMA-a67061cc-8fc5-44e2-9989-e6dd2123ca24
4912,138,MET-a82500e9-04b1-48c9-8c59-5c725e99d4d3
3496,138,NGA-bbeecc0b-902f-4cf8-99a7-c204d32a6c64
9879,138,TCMA-3bf66bfe-1254-4ca0-aa9f-df5d271d6d04
2087,138,NGA-2b589840-18f8-4939-a55c-65262d3fd724
379,138,ARTIC-36e70de8-0ba3-2fe5-dd2e-53612b48a395
3893,138,NGA-e4667a6c-fc4c-4cec-a38f-e6ec738dee29
5672,138,MET-cd05e626-8a9d-4587-84ee-55a120c631c3
9034,138,MET-848bef2c-6ef7-4959-bb40-bdeac65d5344
11494,138,TCMA-99286769-39ea-4240-a59b-19ec5c9f7d91
5375,138,MET-2aba8163-65e2-4a36-bfa8-cfe66b6de064
9235,138,MET-ae4cc417-a5ec-47ad-86cf-32bb9c3db094
2575,138,NGA-587fe408-0c37-4175-8e31-a2420f92c007
4804,138,MET-06f2fb03-27d0-4323-bee5-fe8c5a06481d
7416,138,MET-331bfe4a-3f58-4960-8eef-d2e0b1afe6f3
848,138,ARTIC-78d9bb83-436f-18d4-d525-264ea6957a60
11377,138,TCMA-efd5c40b-dddb-4ee5-9334-61c9f781334f
3228,138,NGA-a3481409-f18f-4c6a-9ff6-972ad10cd13a
10696,138,TCMA-5bd6e713-c880-48f6-946c-40b8eb64cc0c
10695,138,TCMA-15b41cad-8ce8-420a-aa40-84a3e69fffe3
1887,138,NGA-1313cad3-c10d-43e9-ab17-d3ba840035b9
3480,138,NGA-ba6c68e4-c421-41ab-8bfe-832b4b399ea2
4127,138,NGA-ff94144a-c675-48e2-8447-2eede974a7fd
11388,138,TCMA-1e48ce89-149a-4d8b-bcfc-a3d66caaafac
1528,138,ARTIC-e5d45eb2-7c2a-90bd-e115-77b35a877b5f
12255,138,TCMA-29ee8258-21c7-4a89-a25e-3dc9985ec3b2
7437,138,MET-ba0463f3-befc-4522-b6ab-b4f76a7393e5
3113,138,NGA-9729c6ff-802c-4b44-8df2-e2d26dff627b
9931,138,TCMA-994c9d95-c5e2-4e6d-8be3-ea3add1eac55
4547,138,MET-4b847a25-cf36-48c7-ba40-9b52c385b6e4
9930,138,TCMA-0354e0cb-017c-4c92-ab15-222bde9d9c11
9232,138,MET-ecab858e-bbf0-4495-9abd-ea7fe8de796b
6101,138,MET-04875c76-0a1c-43a1-912e-692003db86c0
7738,138,MET-eff595df-fc62-4aa2-8ed2-fda679a1d80d
2701,138,NGA-68734012-935b-4be9-9ece-69dcb4561583
6446,138,MET-e8efdc7a-6c2a-41e7-8ccc-496131a666eb
5820,138,MET-5db47858-00b5-44f9-9fdf-6f15aa17ea29
10987,138,TCMA-f8ef74a6-2bde-4a70-9f0f-7d5cfad8771b
5656,138,MET-378eabe6-af5c-43cf-bed9-51a02e622e75
9385,138,MET-f0f74e7c-95ad-4e12-9546-80014595599b
2983,138,NGA-882b3270-5a8f-4627-8800-0c1ab378d817
5435,138,MET-33d4617a-0181-4ee1-ac2c-9556231c61ae
12097,138,TCMA-5ca3258d-2a51-42ba-9775-63863da18f13
1777,138,NGA-061cc5a5-8586-434a-bdc0-bb65e584568f
2012,138,NGA-22d3381d-2bd2-4998-a7f8-eaaffe13323e
3655,138,NGA-cdd1248e-f78c-4892-934e-a475ee2baffa
9448,138,MET-7b150108-6c94-485a-80d8-522e8a33805e
1659,138,ARTIC-f7df7bd5-ddfd-46b2-640d-d37d5c246f33
594,138,ARTIC-5340e33f-be52-9a68-14a8-0620cfc73c27
10680,138,TCMA-08dac0b5-6446-4e83-a59c-d9bce93d1711
10982,138,TCMA-74b58d92-bfdc-4f77-984b-f8f8ce5be205
1969,138,NGA-1dc17d78-131c-4356-a589-bf467189f568
11932,138,TCMA-a5f8f4b9-0cb0-4eb5-bf31-6a7558854f70
10356,138,TCMA-6c612548-6c90-4e09-99e4-4b92c464d496
10085,138,TCMA-256129dc-d65f-423b-b856-3dbdc1623ae5
6383,138,MET-952d8f56-841f-4c5f-a55c-ea44d13b38a8
2298,138,NGA-3e11c2b5-d94c-4da9-a5d4-823fa1f9e885
3119,138,NGA-976516e2-138f-4a15-9eb1-301c001dcaee
7410,138,MET-1eade371-3b64-4e7a-bbda-23aec8922783
5779,138,MET-6097899e-8083-47f0-98d2-7170dae2ecb7
3203,138,NGA-a0da4e37-575b-4d82-8642-7cdb55806723
5891,138,MET-a9bde706-4e16-4010-ba99-6b64873b1ae5
10620,138,TCMA-a59cf9b2-3377-44d2-9d02-77f7a54776cd
3556,138,NGA-c2fdd68d-5395-4944-9297-21fc0df22986
45,138,ARTIC-0713ea67-7e6f-b3ac-db33-b37bbac90207
9474,138,MET-a7da10fc-b346-4e85-bd71-80f9f5047e02
5888,138,MET-e5301d8d-e98d-4a90-b562-d5c1ee3f56a9
5313,138,MET-37578f5f-bf07-4487-810b-3eba741c972c
6534,138,MET-329c077c-5b56-4a02-90b5-34868f96b1ba
3763,138,NGA-d8da7536-7ce0-430c-867f-c146b9305c79
3692,138,NGA-d1d920f3-e25e-4c45-ab4b-2e15b0edabd5
2354,138,NGA-43bcec9c-6db9-4697-b57d-60c549394aec
3856,138,NGA-e19bf560-c32b-40cd-b3b0-b0cd76d1dbaa
2383,138,NGA-45f6255e-ddd4-4ae6-a734-9fd9f8b53f05
9979,138,TCMA-ee09e45d-6d70-412f-a7e8-eb942a1c40c2
316,138,ARTIC-2cefd76a-194d-1ea0-4242-2758ab68454f
10443,138,TCMA-6b3c7019-91af-41d5-9422-b7eb7207b737
2636,138,NGA-5fd02c44-bd8e-49ab-b259-c4582f7ce697
6942,138,MET-16c18b35-8e70-4755-9508-502f377cf3a7
3428,138,NGA-b5e7d09d-c607-483b-8db0-331431386196
2006,138,NGA-218f46db-6c5c-4bba-b99f-7bd2cd70cefb
7512,138,MET-d8cf82f6-83e1-4a1d-9a5d-e6cb33f9318f
6668,138,MET-ea0e0b89-e67b-4a7c-bfe2-02803f281417
6364,138,MET-34609750-9043-4cc5-a3f9-7bd7a1489413
7859,138,MET-54d065ec-6fb9-4831-aa48-2f39e9546f9c
3071,138,NGA-934f0be6-1232-4efc-b4b2-b334eee42247
2761,138,NGA-71225985-de9d-400c-819b-83f60528a109
2806,138,NGA-75759cd7-2e0c-492c-a26c-eadd223144b9
6523,138,MET-3b0b1e4e-f263-4993-b30b-2be60d7fe210
3717,138,NGA-d3dbb5b9-0b71-4b7d-8ad2-18fcfdf06757
12384,138,TCMA-2b69075f-33ce-4090-a779-d8b0b29e68a5
755,138,ARTIC-69364a3b-57ac-ce93-59e4-3aa3c548da49
7576,138,MET-779004e7-a82d-41ac-9145-2591d3448e63
2355,138,NGA-43c838ba-ca03-4280-b4a7-6035499eadf7
2756,138,NGA-70641e6c-f2c4-4018-8dde-9ca3c903c025
3970,138,NGA-ee7d4e8d-2321-43cf-b860-98f32bb331b7
7382,138,MET-bc28e886-2961-4fc3-9b05-61fe02150ca7
5766,138,MET-e7fecbba-4b03-4c5a-a398-ff00465eed55
8392,138,MET-2f4b8ba0-fb26-45e0-b41e-b0ef3a340420
1744,138,NGA-03b921f2-0b79-407d-b49e-8f3260aa77d5
1500,138,ARTIC-e1789e26-e381-5ebb-4188-e0e78509831b
10006,138,TCMA-cf387b9c-e662-49e8-b560-a5e1fc05bff5
11032,138,TCMA-6a04d8b3-4422-4787-99ba-68ac521b3653
3704,138,NGA-d29a364c-53dc-4834-97c8-631b272351f6
10005,138,TCMA-c44be0a1-154d-4695-aea8-690abb97f2a8
5457,138,MET-84006ca5-dcf1-431f-a187-8c13c9ffa0eb
12173,138,TCMA-6d97eb18-0ca6-4f47-aab9-e6056ba856a7
6294,138,MET-6581d6b2-dbaf-4e1e-b5b5-7ec4daa125b6
2842,138,NGA-798e9728-9270-4e95-8427-935c6b2553f2
2135,138,NGA-30151967-18ae-40c7-bfc7-ef1f41713eb8
6410,138,MET-5cc73b6c-3b03-41fe-a3b9-b5278404256c
11030,138,TCMA-fbebd440-0078-4044-bba9-73c9237faae1
2000,138,NGA-21116a60-8a08-4c39-bc66-9382576dde88
2389,138,NGA-46ba4127-22c3-4d9f-987e-1b11a172f5b3
