,tag_id,artwork_id
3014,22,NGA-8c0c3a8f-aa9f-43d4-8f60-ac44d48add75
4092,22,NGA-fc84c850-072b-46e1-b543-633b15be42a0
8689,22,MET-6706319c-a8ea-4ab3-b559-a87858a67028
2331,22,NGA-4196f97b-1edb-4fae-aa9f-882afe35978b
7760,22,MET-0027eb74-e333-40f7-a308-0db8de6d0d92
12,22,ARTIC-02bc3896-bc28-57bd-c829-cc4de184c7a8
1246,22,ARTIC-b7e9650f-fe31-1206-ec54-8b2f019b8621
4074,22,NGA-fa81f65e-457b-4513-b374-93bc55b19cf2
1393,22,ARTIC-cec52f00-87a3-1e81-a663-520004ab7259
7781,22,MET-e4980c61-e8ae-44d5-8d1f-329218c12e17
34,22,ARTIC-0558d3c0-dd86-7d26-2e55-126c1470ca41
7784,22,MET-7b8328f0-1ddf-4bc9-aca6-77a71089b99f
3003,22,NGA-8a881b40-973c-4b5a-b2aa-a608edab082a
8927,22,MET-10ff6b91-c2ce-4036-983d-791e39870b20
4097,22,NGA-fcd7958d-e035-42e7-8ac3-b951a3483d64
10285,22,TCMA-6e25ef4b-e1b0-4afc-874f-b47da143b1b4
10482,22,TCMA-0eecf1a2-a6a0-4868-882e-b3c63d2f7866
7653,22,MET-214c0175-8007-405b-9122-7961e0887146
6901,22,MET-b9ef4678-bdf1-42f9-8bdd-d71440f7bcd9
1250,22,ARTIC-b8ca5039-1d0c-648d-ad46-838ecea3e14c
1371,22,ARTIC-caf4fa39-e2e8-344a-542c-2d9a03ec9d4b
7621,22,MET-cfa72b4f-3978-4fd9-b981-021b850adaae
3947,22,NGA-eae1e446-f067-4f1e-8eb4-b212b3ea0f35
8723,22,MET-ac0ee1ad-3c80-495c-a7e9-4467b863ff7b
26,22,ARTIC-0457fe58-3a6e-155e-5185-e121db1e0bfd
1349,22,ARTIC-c7686c63-3aca-64b6-6710-02f34ccd0767
3552,22,NGA-c287ab96-1e07-4f0e-a607-2fd184c09148
8892,22,MET-6f59ab78-f570-4753-9930-69f17963060f
11724,22,TCMA-53e91518-09fb-4de2-9520-3964468ea2ad
8698,22,MET-19206e41-38f8-4f03-8731-b4d04dc76ebf
4089,22,NGA-fbfd7f9b-bc00-4cde-b2cd-b3ccd72414b5
2432,22,NGA-4b9ac5d4-7ce4-4259-a28e-d8bbe6794ffe
8815,22,MET-ea72ed50-3290-4bed-ab38-b2a8c26d6c03
507,22,ARTIC-47634d3f-1ac9-4631-b9ea-5c40fda489be
7640,22,MET-da1c1f5d-5ad9-4873-b747-9caaa524e83a
8725,22,MET-01733a49-47b6-43de-ac88-f7611f96ca80
2458,22,NGA-4e1c9d12-3f6c-4290-81d4-358b2c0682c7
8697,22,MET-f5768fb0-9d3d-4efe-85a2-b119b9db7618
7638,22,MET-ec541561-20c1-4179-8a8c-05f0a558fed5
8891,22,MET-cf75cc09-1eef-41a9-955f-d6416009fb62
7735,22,MET-b45cf500-e969-47c0-9a9c-e423a3ef2868
1344,22,ARTIC-c6cea784-0e0d-e690-f2dd-c25b5d061bef
4087,22,NGA-fbeae8d8-16ff-4796-b7df-0d4474f1fbba
6024,22,MET-2331b497-baf0-4a59-804c-3d88949b3652
476,22,ARTIC-4339f21a-5a1c-8f40-931c-32686eefd8d5
2449,22,NGA-4d6a4fa1-db74-4586-a753-9951bc5945a3
10531,22,TCMA-7dd5d804-71d7-41bd-a906-eb9e2ea883e8
3086,22,NGA-9516feae-fcd3-44ff-9e93-fc9fa39ad063
7646,22,MET-3e731cb5-ef22-4b7c-9067-5c45e5c9592c
10539,22,TCMA-9f9c997d-a98d-4a65-a25f-ee7e0fc00c03
3576,22,NGA-c5b1c28c-5f79-4b95-a1fc-9c7d671e99e2
1358,22,ARTIC-c867cf86-9ad4-d720-8360-4064c317ab3c
1411,22,ARTIC-d33c55db-d036-0e1c-b8fe-4ba5b74efb03
2381,22,NGA-45f1753d-dd24-4bfa-b3c2-8ae851335877
2459,22,NGA-4e2c5d2f-48a5-4119-a0ad-65b7f8e13b85
8705,22,MET-265ae965-1ab9-4b2f-a89a-45aec98149b6
2312,22,NGA-403cf43c-7dcd-4082-aae5-f5e0bb512a7c
4485,22,MET-d01bdcb5-66a8-44a0-acf9-e0c935a28140
7599,22,MET-d02b8961-020b-424e-a083-044ebffc5bbd
2311,22,NGA-401e8975-a4c5-4351-956b-c3f49d1a684d
3542,22,NGA-c1e33e8d-ffe4-4d20-a267-87ffcf94f7ce
12363,22,TCMA-0e3a5bda-49ae-4423-a6f0-5b672a278920
7701,22,MET-ad47cb54-0fe7-4d76-a64b-1a74e2700db3
8956,22,MET-1a2c98c3-18b9-4da2-9d2f-c7bc15d5a32a
11763,22,TCMA-92f4f5b3-00ad-4a72-8006-946b69788000
3108,22,NGA-96b0b93a-0689-4852-9c3b-83eafd53c647
2977,22,NGA-87b960fb-4699-4e53-9964-f5ce5808f936
3847,22,NGA-e064a5cd-ad93-48e1-bfab-b9edc6920baf
8955,22,MET-3e91c80e-24d7-4056-9935-3b2ad41df58e
10237,22,TCMA-f4e2f3b0-5cda-442c-b20b-198449d29557
7699,22,MET-513249fe-b265-4918-89c6-5ce159155be5
8736,22,MET-20aad91c-2859-42d7-80c0-5c4c458e1ae4
11661,22,TCMA-65529a56-36c6-4a44-9153-444a9f3c6e74
1453,22,ARTIC-d9b07617-7953-5ef1-6a0f-1f593baf06a1
5777,22,MET-cff32606-10b8-49e0-a993-7ecc1e113f92
445,22,ARTIC-3ef69544-a84c-dfa4-df6a-346b4b59c351
7698,22,MET-f0328916-69e5-4861-bbdc-8d2ac419812d
8722,22,MET-729d68d9-7f5f-4a54-a032-6012cb593c25
1457,22,ARTIC-da3e9da7-09ed-412c-16b0-8ceedd38571f
7595,22,MET-959287db-2848-4c52-a3f3-c74b7ef60b3e
3854,22,NGA-e11d2304-c999-4d2f-86d4-65e3362394ae
3834,22,NGA-def46860-ab11-44b9-b4f9-21c1428f4ad8
12421,22,TCMA-9a0075f0-e324-4f64-b992-66cb7ef92e7b
8958,22,MET-89fc60af-f5e7-43a8-bb2d-c6afdc96058b
2306,22,NGA-3f119583-f306-4b54-a3c4-e2a1978a3cf7
3590,22,NGA-c6c745d9-f3c3-4472-ad81-3778d313eb63
451,22,ARTIC-3fa36102-97ed-7065-d072-ce0b15a9a2f1
461,22,ARTIC-41458ec7-da2d-773d-159c-9ae9afb53516
4551,22,MET-30fcaaa2-f00a-4135-95a5-ee53023691bf
2993,22,NGA-88f7bb0f-cba1-4ccd-ad9d-a230b73ac9d0
1414,22,ARTIC-d39b1026-7d8d-6e6a-738e-8a136b1a0033
3064,22,NGA-929536fc-a868-4379-882f-21e6f98865ae
3545,22,NGA-c2055c00-a8b0-4179-a481-0ab4d19cd4c1
4068,22,NGA-f9b6508d-16ba-47f1-83ac-78b91754f1b3
7807,22,MET-9a1fec4b-d958-49aa-bf2f-f0ea71674703
2320,22,NGA-40f5243e-1845-49f6-bdee-2f8d8304e782
4769,22,MET-050fe344-8508-4abd-a43c-886aa1587a28
1230,22,ARTIC-b4ee4891-5d7b-11ad-93df-2b64e34de991
457,22,ARTIC-40bf35ab-2898-650e-9e27-d38c4cf39a30
2317,22,NGA-40bb6453-0326-4377-8ffd-872226a0e5d8
3105,22,NGA-96a750e5-76bb-4773-892e-d73d79d671a8
3587,22,NGA-c6780a7f-2720-433c-9562-552c996c6d04
8794,22,MET-67984477-96f5-4142-bebc-1d1a0562990d
7603,22,MET-c167a4ee-ec57-40c0-a5d3-b65970f4276a
12390,22,TCMA-718e1645-8b17-4727-aa31-84ea9bcfb1f6
7812,22,MET-b89c2321-813b-4117-8810-67139959c8e4
7813,22,MET-d599ca7f-c65d-4ab2-85f4-2c3c3888feb9
6377,22,MET-743d64b5-ea80-4148-9990-f2b7d1b9f619
1423,22,ARTIC-d4e43d76-594b-ce65-c1a3-45c865624f70
454,22,ARTIC-400ce9e8-2f67-44e2-dd68-e6c98880d27f
8953,22,MET-464ec7a0-8596-49e7-84dc-b11bfe5f8bba
11714,22,TCMA-bf105959-3de1-4f5b-9034-45e7709b754f
2348,22,NGA-4303fbae-e62c-428b-8868-3b788b79d0fc
8732,22,MET-1a2c933b-8f52-46ba-a7aa-3f006080160c
3557,22,NGA-c31769b8-f5f8-41bd-b204-1e838690c219
7808,22,MET-ac4e2b9a-81fb-45ab-9a8c-482fe0324c30
7675,22,MET-bdf70502-8aeb-4a24-9e95-187f4bcb3865
1983,22,NGA-1f427c07-f0ab-49f9-9191-20e12fc69c79
7948,22,MET-9681e966-6a58-41da-bf4b-5fbec80031d5
1844,22,NGA-0e4c968b-f73e-47b0-ac08-6cb2482e5881
12209,22,TCMA-9f14f82f-d589-46cd-9820-d3ebd9cc36bc
3699,22,NGA-d24bdec0-5069-4768-96bd-583ca9629c0f
3762,22,NGA-d8d229e4-0046-41bc-8afb-2ce21d4f7e3c
1843,22,NGA-0e373a5e-718d-40a2-bc6b-47be1812459b
1842,22,NGA-0dff6c29-1e00-45cb-90ba-49a8ef600e15
5893,22,MET-0f4e6ad6-d22a-405d-ad30-c202ddebf61c
9636,22,TCMA-d0436b8b-0428-47fb-a75d-02083408f588
3698,22,NGA-d2472011-e463-44c9-bc5c-dff80fc71082
3764,22,NGA-d8f03e63-5d23-4db8-931b-35d82e8233f4
12218,22,TCMA-91ce4377-1de5-422b-bf34-81eb5faa5622
8465,22,MET-0693f3f8-04be-4ec3-9338-5b5c758136c6
9645,22,TCMA-3936c9eb-fc79-4284-be8e-14c48f5dbc6b
1837,22,NGA-0d2988a3-7fab-4123-a6b9-31aea299f4b4
2114,22,NGA-2e1b19eb-2e77-42c3-84f9-3bd10cdf8c9c
267,22,ARTIC-2765aee9-3d78-ec6c-5c66-a1d9dc8173f6
3765,22,NGA-d902b68e-b9cc-448c-856c-9bf49745d31d
3905,22,NGA-e5783ee7-1f28-4a83-95ad-e7907a34202e
8195,22,MET-456a504f-a00c-4075-9a0b-00a20f589d0a
8202,22,MET-f96e03a3-06ac-4eab-8b0d-3c5d8e9bf730
155,22,ARTIC-16facedd-c8c3-fbfc-a854-23c2d710a889
1864,22,NGA-108500f8-2ddd-4214-81ae-3bc6acadbff6
3903,22,NGA-e56baa57-8d38-41de-84f7-9613fd772f2d
1862,22,NGA-104fd57e-cd5f-4fa5-a31c-440dcd256ed6
8413,22,MET-91c8e8a2-65fd-42e1-8e53-e05ac5e2bfdc
2071,22,NGA-299ecef4-0bdb-4cab-a8f9-e4663364620a
9605,22,TCMA-14fdaf73-55ec-402c-9e5a-553fc7b56ea0
1857,22,NGA-0fde9edf-0e38-4ca6-8e72-141593d6b151
8420,22,MET-786eee6d-8c41-4a42-abef-03c6d3ea2a78
8214,22,MET-be9bdcae-db10-4837-a4f3-53ccb112e5be
2733,22,NGA-6d9ac4fc-c99f-418a-800e-0f0ebd0be36f
8423,22,MET-2c581db1-1867-43a3-a1fb-8bfef73f3cdb
2086,22,NGA-2b3fffdc-34ba-48bb-87c2-6c840eb8c819
1853,22,NGA-0f419c7c-d4e0-46d5-a9f0-45b6fb47f0ea
2736,22,NGA-6e1f882e-57b2-4234-9d65-238436115808
8210,22,MET-d6f795f2-06fd-4364-8987-552aeffe6cb5
1850,22,NGA-0ee4ce32-e06d-463a-9c37-a1390168525e
1849,22,NGA-0ed8840a-1ea6-47a5-ac03-ee76e0f773a9
2101,22,NGA-2c841323-5850-49b7-bb37-2e4297c5d9db
1867,22,NGA-10ba6d65-e31d-4e34-ad82-88587dfd941d
2588,22,NGA-5a303da5-ebae-42b0-b842-3af2ae6115ae
8194,22,MET-4424c6cf-cf92-4711-8f9a-0e4c303e48d8
11997,22,TCMA-700106a7-b439-42e7-805f-d7db427d961e
3689,22,NGA-d15b57c6-ff87-459e-ab0f-ab9d80cbf35a
5937,22,MET-4cd07964-7cf0-4aa3-b89d-1ed490676a60
9683,22,TCMA-d00430bd-3b0e-44e1-990d-02374bf814a1
8174,22,MET-4258e95e-23c3-42ee-89a1-47cc8260748b
3688,22,NGA-d14f6eaf-17d8-4910-81d7-7c9ec210ccf8
1810,22,NGA-0a590881-f637-4337-ab55-6c0c2cf8eb98
8504,22,MET-8955c1a8-2702-4ba3-b763-acbcda4dcd11
9686,22,TCMA-1bd7844d-b99e-4dc4-b45a-63ec2ac8986d
2155,22,NGA-31a2c319-1d47-4119-82c1-dbe8f9ed2e58
3686,22,NGA-d12d7b5d-6e51-4e5a-af84-e55067bffc51
288,22,ARTIC-29d3c6bc-7b53-d13f-a625-0490141c6f10
2158,22,NGA-31b66660-52db-433c-a969-033fb716c138
9693,22,TCMA-e83d325d-ada7-4fe6-ba4f-635b60c0bf7f
3910,22,NGA-e5fffc83-c01c-4fbb-979b-ccefb49232cd
2774,22,NGA-72178f14-4303-4d20-9be9-6c7458ce328b
291,22,ARTIC-2a0cc79d-9f16-29fe-3ff8-98a56e54345f
2146,22,NGA-312eb9af-d241-4b3c-9ae1-fc231669bbb1
2586,22,NGA-59a6d410-ee64-4724-94a5-0aaddf8802d0
8500,22,MET-0c7e1d79-c140-4f25-b138-e00af6ed6c28
12006,22,TCMA-3be54fab-9b2b-4c72-b5c5-3fc568bf997b
3767,22,NGA-d90b641f-b6fe-4fc4-a520-69accf46513b
9649,22,TCMA-d5ca02f6-df4a-4f6e-88dd-1c79b464940d
2583,22,NGA-5957bfe0-b75d-4fd7-b461-f8a96440f798
2126,22,NGA-2f61c3b8-00ff-41d4-941a-9d639c291472
271,22,ARTIC-27b5220a-4b4f-3853-a614-3230e5b750a1
3769,22,NGA-d921d62d-1f0e-441d-9fce-0a8f1d7b76b1
8482,22,MET-8838f6c8-cb9b-477c-aa16-b09124747e25
2752,22,NGA-6f7521dc-a2a8-4c9f-8206-f3db66eccb86
8483,22,MET-bc3589af-73e9-486d-8ea2-439ac370b502
272,22,ARTIC-27c1d720-8ca5-79a4-5e51-530bf75c1591
8189,22,MET-496cf916-2dc3-46df-8cfc-ee2a62e1629a
2133,22,NGA-2fea780a-c6e3-4953-ba5e-3754defaa429
9659,22,TCMA-a799609c-a36f-4a15-a87b-e6549acf41db
2577,22,NGA-58bb370c-3b6c-4934-8ada-0e153f238161
9206,22,MET-4d209c22-b1df-48a1-9c52-eaf66fa50406
8183,22,MET-a020367e-c7a1-4275-bfd1-2ef5431b56f9
2136,22,NGA-30176908-83b2-4f53-9e84-1af98c8db759
12005,22,TCMA-f998cb0d-6c8b-4f84-a6c0-b17234b63447
250,22,ARTIC-25cae01d-82c7-7060-0070-643727437126
2062,22,NGA-28ed06ee-6d28-4843-a9b8-7bd0cae5cdd0
9593,22,TCMA-0aea3702-9224-4b6e-ac51-b36a5dff4915
3726,22,NGA-d4b24ae6-4e75-411c-8acf-f60165e5dc92
1929,22,NGA-180769c9-d4bc-4756-951c-c384651be9ac
2648,22,NGA-616710e4-6ccc-4a35-a809-5f30dcf12b39
1928,22,NGA-1804fdc0-8b6a-44ab-8db5-ab29d8cfa1b0
1925,22,NGA-17b39e53-84e8-4979-a49d-1a11d6ce96b3
8269,22,MET-6b37f79d-a1b4-421f-be1b-72433c14a4be
9505,22,TCMA-b9df3aa3-ad62-4276-a8c1-d3218a2ebd76
1924,22,NGA-17707775-8562-416f-a470-3761a4ba0414
3743,22,NGA-d6861b27-5417-4d2a-8012-11e12ae777d7
1921,22,NGA-1751b321-4ea2-4253-aad6-82772d610e00
3889,22,NGA-e40c269e-fe33-4c67-ad53-b62470712c55
2697,22,NGA-67b748de-a1f7-4281-93f6-fa854aaba690
8362,22,MET-9c3e1414-084b-4ebc-9e36-626b9260d9a1
8264,22,MET-e58f7d84-a80d-4c65-8e3f-350a451027fd
8263,22,MET-7816404e-f9d2-4bbb-b66c-032a2123e4e8
9386,22,MET-10452127-43ec-4652-a45a-3e21ac8f4c40
2014,22,NGA-230d8d65-5bec-485e-8db6-95ce06ad2812
1937,22,NGA-187aebc3-ef48-4f5f-8dd2-8b5c74b298ab
9530,22,TCMA-9365d872-a5a3-4b9e-84bb-8d0db52d3ea1
1941,22,NGA-192960e2-e4f3-4645-be6f-414a492e1f48
2001,22,NGA-212836fc-eb1f-4775-922a-9f62925a82cd
3738,22,NGA-d5d2e9fe-0964-4067-8e2f-23a45fea5f7d
8333,22,MET-083618e5-d5cc-4dfa-85a4-68bd682b5138
200,22,ARTIC-1cdde17f-3a93-7d76-4c3a-0dee432f86f8
3892,22,NGA-e448a88b-b7c1-486e-9995-9c96d611faff
1976,22,NGA-1ea57c19-074e-46e1-98f6-c2784497040d
1992,22,NGA-2058099c-f0a4-4117-9346-0b2bb3071b20
8344,22,MET-f23089ef-b53f-43d1-ac54-eb139c937e3d
1965,22,NGA-1d18373f-5ced-4d68-bbc5-c50097ca4644
3735,22,NGA-d5be76c8-e3f6-41a9-8977-888849e1b20f
1960,22,NGA-1c2440bb-63a8-434b-8cd9-8307226aa917
1959,22,NGA-1be57a0b-62a8-4235-9fb0-600898cdf274
206,22,ARTIC-1db67905-d421-95bf-1e91-4b60dd776886
2651,22,NGA-61c5152e-2408-4b5d-8e08-06a837c25b5a
12137,22,TCMA-e3bed4d9-e72d-44cf-b158-679bdcb0de93
4335,22,MET-533eb1d1-54ff-4b95-b61e-78199b042e38
12104,22,TCMA-2421f420-4c26-4c2a-9d46-3596127e64be
12103,22,TCMA-24f99ee1-0ad6-455b-926e-d672e3b8f647
214,22,ARTIC-1f1931d1-06f4-c005-a75d-1a0b12470d92
2017,22,NGA-23a2e880-4b64-4ac1-95de-42f391a759ea
8261,22,MET-5ce4e0f9-d7b0-4ba8-821b-6f11fb6c9c02
2704,22,NGA-6912dd89-909b-4327-b118-201a29b3abc0
3712,22,NGA-d35b1ce8-99dc-44b4-bec7-daf204aa03f0
9568,22,TCMA-4f764114-c810-4f65-82e2-f047dd114b66
2718,22,NGA-6c0349fd-fd07-48d4-986f-00ec8f69bb79
2719,22,NGA-6c0e52c0-1b82-455f-8789-4acdb1230fc0
8393,22,MET-62b55161-dedc-445a-9385-7920db061666
1877,22,NGA-11f46058-971d-47fe-9e0f-763722f5027d
2048,22,NGA-272302bb-a6f9-4b83-8a27-7f224608fabd
3902,22,NGA-e55d5a64-1d05-4b3c-ae70-152de986652d
8394,22,MET-1ef2e2be-404f-4cb0-8d11-c514594e2ec7
1874,22,NGA-11a523b1-d1ad-45e7-a8a9-f6a3647ac119
2051,22,NGA-27baf3ca-13f4-43ae-a17c-9d50785f526f
1872,22,NGA-1155a052-5f8d-4168-80dc-750ca9c5e497
8395,22,MET-3328d3f0-0df7-4dae-bed9-4a3d1d6026d1
6630,22,MET-c98ec9ba-7a2b-4b2a-ac56-5dd2f3a92ad7
2619,22,NGA-5dc800ca-3258-49cd-95ad-7c1bc84043d1
1869,22,NGA-10dcd16f-7fc6-4ac4-a93c-f77be29b39ec
9592,22,TCMA-eac36882-98d1-451f-acd1-6933d5279175
9566,22,TCMA-67ec7ce9-a359-46b8-9b92-f16410ab9252
2716,22,NGA-6be662bf-35bd-4738-a8f5-0ed146f54996
8245,22,MET-3b8c5e4a-da62-4ca0-a8d9-ec88364fcc73
9562,22,TCMA-4cf326d3-4593-4ce7-8e9c-5c32b0bad78f
1905,22,NGA-155aaf3e-9541-4c0a-8943-decebc32b740
12158,22,TCMA-adb1a144-4563-4b07-ba80-97fa9be917aa
2638,22,NGA-600fb1fc-c22e-4cb1-a6c1-74044a9fc705
234,22,ARTIC-234f3c5c-4630-bbc4-276c-e97b18692696
2709,22,NGA-6af1879d-c050-4ea3-bd99-84ec7dede8ba
3887,22,NGA-e404317b-59be-4df3-a0ff-c104742dafdb
1898,22,NGA-142d053c-f747-4414-afb6-132e67fa6960
2025,22,NGA-242acea8-e32b-4119-bd4c-2d8d87675f4b
2160,22,NGA-31f31ddd-bc7a-46e2-a3f5-ccb23873b60c
3748,22,NGA-d6f248cf-a24b-4053-9d2a-b22c2276836d
9548,22,TCMA-73b82d5c-2b9f-4942-b25c-679465387127
173,22,ARTIC-199b5d9f-92ce-78b2-85f7-d731a786da51
2036,22,NGA-25282387-404b-4eb3-91c6-99930671ba65
8246,22,MET-950b534d-c40c-4387-8cde-f87036864d08
9348,22,MET-89b84160-cf44-4e5d-992f-7eec09cbcc78
1890,22,NGA-132e789c-27da-4f54-a68d-3e2b691a9448
1888,22,NGA-13243dff-d596-4855-91de-b8fd2f99423f
9561,22,TCMA-9c4cb863-b6df-4575-8f10-851e72ad29c6
12166,22,TCMA-cb654f6c-c54e-4365-ba05-ad4b8c35a4f4
1559,22,ARTIC-e9ce5aca-4c34-c8dd-b8a1-91b3e3197211
8164,22,MET-28397892-cc8a-438d-9f9e-53edd3a59a5e
3684,22,NGA-d0d76f21-3750-4ab5-b772-e046d638e96a
8040,22,MET-316a92c2-9db5-454f-aa53-eeb255c3a38d
9912,22,TCMA-72d69bb4-1dfa-44b5-8a42-3267d1c19ac5
2852,22,NGA-7a687ef4-cc10-4f53-a2e4-2cb0dd22b1d2
2233,22,NGA-388d34c4-2515-480f-8184-424ed1a758a7
2853,22,NGA-7a6e9543-98a0-481f-a9ef-c5abbb0d3103
85,22,ARTIC-0e4413fc-0977-c5c9-e593-2a9908650335
11889,22,TCMA-584ee8e2-0e70-43ad-b930-a142e30e4ba7
9924,22,TCMA-22671a7c-6808-4f8d-954b-a8acf2783c3f
1649,22,ARTIC-f6eddea6-5789-b6f9-315c-50a08a7c4adc
9934,22,TCMA-f96fb303-9048-4e75-9660-a65b1e85755c
2511,22,NGA-5281e790-4463-4ad6-b194-b76a1375317f
2239,22,NGA-391cb2aa-b6d1-4417-979c-9e29337ce027
12303,22,TCMA-a3463303-8b53-481c-810a-2c26c89bbcc2
3739,22,NGA-d5d978ed-61c4-4c14-8c5d-1c2444d76301
3864,22,NGA-e291058c-0769-493c-a5f3-8e0e64e9ea46
358,22,ARTIC-3370476c-f1aa-d5d6-bd1e-2a4d940a2f9d
4886,22,MET-7d8a908a-4eb6-4bb9-838d-f78efd469454
8576,22,MET-51368028-7f3c-4194-9fea-cc2aab757de3
9959,22,TCMA-4cee4f7a-40a4-4f50-b98f-daf4ee8f35af
1664,22,ARTIC-f837e639-5a6c-3043-3c2c-a4d5ece3bf1d
9899,22,TCMA-0ea7759d-76db-4963-91f0-5cf6b7222b54
9875,22,TCMA-305ee3eb-7eb8-4df4-9fa9-5b575ec89c53
2839,22,NGA-79811d62-ab1d-413b-a1ac-7a85cda57a57
9876,22,TCMA-a7816177-319f-487f-baa6-f3b400aab830
8574,22,MET-9a70ae33-c636-4128-aa38-a5cd6b275c31
9880,22,TCMA-f524d365-9ec7-445e-8a2d-471b95d545f7
11902,22,TCMA-ce1426e2-64e1-4e7f-96c0-160dc39c7c94
8575,22,MET-7ecdb8e2-de15-402d-8e48-2014ce764ac6
6275,22,MET-3d96af8c-68c9-4700-a2e6-2feb49b1aec2
9881,22,TCMA-9f288b62-a07f-4167-91e9-089869f2661b
11900,22,TCMA-88ff9242-7da8-453f-ac9f-058c7a54f920
2843,22,NGA-79939607-17c6-4860-84d0-8c5984eae81a
3654,22,NGA-cdaccfb5-72ad-4eab-a6dc-3c63ac2bf667
9889,22,TCMA-ea60bb09-9b33-4c03-8f64-e64a158b0e74
8054,22,MET-96a4bf36-ca22-441d-8872-d15e7943fdb1
2844,22,NGA-79b6481d-d5d0-4434-bf6d-622576914346
1674,22,ARTIC-fabda58b-7ed5-1af7-92c9-6bf823b71cf5
5576,22,MET-5964829a-2e8c-4bef-bc81-a3f7bb7efd22
11894,22,TCMA-6a242e72-88d0-445d-ad53-de633268b273
2837,22,NGA-79553ce4-6843-4682-bffa-b782e1f82119
8017,22,MET-94637941-9b89-4bed-971f-af60becdcf70
9970,22,TCMA-33aa7c01-80aa-4d83-8c7b-6b095302079f
7979,22,MET-d5b61b45-e0ad-4bc2-aeb6-d3dce97771f5
375,22,ARTIC-3678b2ca-dc2c-793c-8b7b-684557bc882d
3412,22,NGA-b4b7c986-2d6a-42f3-8616-a686302e00f8
71,22,ARTIC-0aff6ae5-99ae-d92c-1239-0bc9bb0ad9ae
2260,22,NGA-3aabc076-e658-48c9-b48c-d6ce8a868bde
2894,22,NGA-7f2ea406-e2bb-4b38-8d07-106fa275137a
7962,22,MET-9db48b06-c0a5-43a1-a1a0-caf82034643e
1571,22,ARTIC-eba4ff21-3b90-801b-0f0a-1bd913b49049
1569,22,ARTIC-eb55340f-ed2a-c068-e1fb-b51b60d9bbda
1568,22,ARTIC-eb49ab17-f2d9-275a-ee71-e8f0016b34aa
2262,22,NGA-3add67e6-636d-4bfa-b7e9-33e5a9c834f6
68,22,ARTIC-0ace29f2-7bc1-714a-c364-12b57bcf8a93
11850,22,TCMA-60bb65d2-c4f1-41a8-b08d-836a706d29f7
2493,22,NGA-50ffb28d-01f3-407c-a05a-18db09870abc
1563,22,ARTIC-ea5875fc-48ab-037d-3eec-86ccf6e9be60
384,22,ARTIC-376e0214-6839-c605-58c0-2affc34c4605
10053,22,TCMA-4fb26072-f3d8-4f44-ab7d-d2b8d01853ff
74,22,ARTIC-0b66bb30-3170-f7d1-543a-93e02ffe194f
1625,22,ARTIC-f4269701-8862-2c0e-efb3-e5cd97fc7c09
374,22,ARTIC-36239beb-7eeb-e82d-86ba-3ab40b245002
1593,22,ARTIC-ef637785-df55-adaf-b907-e3e8f59f08d6
9976,22,TCMA-5d32763b-28f6-4641-8f35-08b003629e2a
2245,22,NGA-39d0fea8-ac4d-4cb1-a86f-98fb74543fae
1612,22,ARTIC-f23f8a3b-66b8-9061-811c-c65dd0a32ebd
9984,22,TCMA-a3a54232-b9e0-46cc-997e-5d071998d889
366,22,ARTIC-34d77a00-363a-a62f-429f-bd17808a15b9
2874,22,NGA-7c815a37-b831-46dd-9530-90d98a7b7d4c
3863,22,NGA-e285075e-752d-44b0-8c72-eb5789da81a0
9991,22,TCMA-64129aef-8347-4488-9df1-4fdbf9149b7a
1603,22,ARTIC-f0b3ff64-d68e-3fd2-ffc9-5470eb9fea6e
370,22,ARTIC-3527f037-a9b2-9253-1a92-dcd281b54340
10000,22,TCMA-4e7b09e8-0d66-4643-a144-0e41a4859201
2503,22,NGA-51c369a2-cc20-43f6-8262-25877c4377eb
2879,22,NGA-7ce06963-2e5f-4d9e-9a38-3c1b59e80a81
3638,22,NGA-cba69cdf-4503-4439-9be3-93706a0f27db
2252,22,NGA-3a5decbc-9cce-4804-93c1-7c29806d8f55
8607,22,MET-8262a1ab-8446-4f3d-a1a0-6ff029287330
10008,22,TCMA-0a86c3bb-a45f-465c-a64a-aa267497401e
2883,22,NGA-7d6db742-9e1b-46b6-a05d-dcd7039a21e4
8068,22,MET-326f4d0c-29cb-4760-940b-3df8d97068a4
336,22,ARTIC-30491751-fb43-fc27-51fe-d068be7b6568
3658,22,NGA-ce143469-7dab-42a9-820f-f74775af1478
11959,22,TCMA-c7f8839e-a1b7-4adb-b6df-290a7d403a3f
2552,22,NGA-56303f18-6101-4d5d-9b03-20b58d657afa
9735,22,TCMA-3fab2760-42b9-4aeb-bd58-e7c658b4528a
3675,22,NGA-d03eb796-1bff-4221-99a7-58d139d3ec96
2793,22,NGA-73f10a5d-7d60-4d8f-916e-1ad76ef25421
113,22,ARTIC-118eacd7-3e92-a96d-7b0e-160eb0c0bf20
2794,22,NGA-7408044a-5130-49b9-bf8e-5ef5133bad98
1769,22,NGA-05d1b6ea-8357-4fe6-a2ca-2db4fff480c6
9747,22,TCMA-5fe958c7-2ec0-4a97-a889-95ac4e4efd18
2176,22,NGA-337092d8-1346-4470-a92a-43ef385cf982
4394,22,MET-edd6bf8c-71bb-4a5a-99be-8e937964b541
9754,22,TCMA-2de14990-a187-47d1-9ecb-80f0be950586
9756,22,TCMA-fd730ed6-5f4f-477d-bbe9-f2ea604ddfea
