artist_id,display_name,birth_year,death_year,nationality
TCMA-6496,"John Gadsby Chapman (American, 1808–1889)",1808,1889,American
TCMA-11269,"Xie Huan (Chinese, c. 1370-c.1450)",1365,1455,Chinese
TCMA-2484,"John Wesley Jarvis (American, 1781–1840)",1781,1840,American
TCMA-2914,"Wilhelm von Kobell (German, 1766–1853)",1766,1853,German
TCMA-6190,"Iwasa Matabei (Japanese, 1578–1650)",1578,1650,Japanese
TCMA-3128,"Henry Golden Dearth (American, 1864–1918)",1864,1918,American
TCMA-6783,"Frank Wilcox (American, 1887–1964)",1887,1964,American
TCMA-3110,"Childe Hassam (American, 1859–1935)",1859,1935,American
TCMA-1703,"François Marius Granet (French, 1775–1849)",1775,1849,French
TCMA-23328,"Katsushika Hokusai (Japanese, 1760–1849)",1760,1849,Japanese
TCMA-6205,"Shiba Kōkan (Japanese, 1747–1818)",1747,1818,Japanese
TCMA-11264,"Song Ke (Chinese, 1327–1387)",1327,1387,Chinese
TCMA-3146,"Samuel Isham (American, 1855–1914)",1855,1914,American
TCMA-2532,"Allen Smith (American, 1810–1891)",1810,1891,American
TCMA-31534,"Xia Gui (Chinese, active c. 1209–c. 1243)",None,None,Chinese
TCMA-31518,"Li Gonglin (Chinese, c. 1049–1106)",1049,1106,Chinese
TCMA-1916,"Nicolas-Bernard Lépicié (French, 1735–1784)",1735,1784,French
TCMA-390687,"Ōhara Donshū (Japanese, d. 1857)",None,1857,Japanese
TCMA-2415,"John Neagle (American, 1796–1865)",1796,1865,American
TCMA-2406,"George Peter Alexander Healy (American, 1813–1894)",1813,1894,American
TCMA-31479,"Qian Xuan (Chinese, 1235–1307)",1235,1307,Chinese
TCMA-23754,"Li Jian (Chinese, active second half of the 1700s)",None,None,Chinese
TCMA-23547,"Hoashi Kyōu (Japanese, 1810–1884)",1810,1884,Japanese
TCMA-34778,"Kano Chikanobu (Japanese, 1660–1728)",1660,1728,Japanese
TCMA-35677,"Gion Nankai (Japanese, 1677–1751)",1677,1751,Japanese
TCMA-35258,"Suzuki Nanrei (Japanese, 1775–1844)",1775,1844,Japanese
TCMA-35671,"Murase Taiitsu (Japanese, 1803–1881)",1803,1881,Japanese
TCMA-35232,"Tomioka Tessai (Japanese, 1836–1924)",1836,1924,Japanese
TCMA-6565,"Jordanus Hoorn (Dutch, 1753–1833)",1753,1833,Dutch
TCMA-2457,"Daniel Huntington (American, 1816–1906)",1816,1906,American
TCMA-2721,"Alexander Joseph Daiwaille (Dutch, 1818–1888)",1818,1888,Dutch
TCMA-1679,"Jean-Jacques Henner (French, 1829–1905)",1829,1905,French
TCMA-1850,"Léopold Robert (Swiss, 1794–1835)",1794,1835,Swiss
TCMA-50381,"Utagawa Hiroshige (Japanese, 1797–1858)",1797,1858,Japanese
TCMA-11092,"Li Yong (Chinese, active 1200s)",None,None,Chinese
TCMA-28847,"Jules Bastien-Lepage (French, 1848–1884)",1848,1884,French
TCMA-63554,"Mir Kalan Khan (Indian, c. 1730–1775)",1730,1775,Indian
TCMA-11274,"Wang Shimin (Chinese, 1592–1680)",1592,1680,Chinese
TCMA-2544,"James Frothingham (American, 1786–1864)",1786,1864,American
TCMA-1691,"Émile Jacque (French, 1848–1912)",1848,1912,French
TCMA-11259,"Yan Ciping (Chinese, active 1164–1187)",None,None,Chinese
TCMA-6516,"Walter Gay (American, 1856–1937)",1856,1937,American
TCMA-31202,"Zhang Ruoai (Chinese, 1713–1746)",1713,1746,Chinese
TCMA-31197,"Zou Zhe (Chinese, c. 1610-before 1688)",1605,1688,Chinese
TCMA-7631,"Kichizan Minchō (Japanese, 1352–1431)",1352,1431,Japanese
TCMA-35689,"Fujimoto Tesseki (Japanese, 1817–1863)",1817,1863,Japanese
TCMA-3240,"William L. Picknell (American, 1854–1897)",1854,1897,American
TCMA-35474,"Ikeda Eisen (Japanese, 1790–1848)",1790,1848,Japanese
TCMA-22821,"Zhang Ning (Chinese, 1426-c. 1495)",1426,1500,Chinese
TCMA-1115,"Kamisaka Sekka (Japanese, 1866–1942)",1866,1942,Japanese
TCMA-63523,"Yusuf Ali (Indian, active early 1600s)",None,None,Indian
TCMA-31353,"Zheng Xie (Chinese, 1693–1765)",1693,1765,Chinese
TCMA-18294,"Félix Hilaire Buhot (French, 1847–1898)",1847,1898,French
TCMA-22845,"Suzuki Fuyō (Japanese, 1749–1816)",1749,1816,Japanese
TCMA-286585,"Khalilullah Butshikan (Persian, active in India 1596–c. 1620)",None,None,Persian
TCMA-2478,"Károly Markó (Hungarian, 1791–1860)",1791,1860,Hungarian
TCMA-1655,"Émile van Marcke (French, 1827–1890)",1827,1890,French
TCMA-4522,"John Semon (American, 1852–1917)",1852,1917,American
TCMA-1745,"François-Auguste Ravier (French, 1814–1895)",1814,1895,French
TCMA-1676,"Henri Joseph Harpignies (French, 1819–1916)",1819,1916,French
TCMA-3282,"Walter Sickert (British, 1860–1942)",1860,1942,British
TCMA-2861,"Pieter Christoffel Wonder (Dutch, 1780–1852)",1780,1852,Dutch
TCMA-2466,"Charles Loring Elliott (American, 1812–1868)",1812,1868,American
TCMA-3252,"Caroline L. Ransom (American, 1838–1910)",1838,1910,American
TCMA-4531,"R. Way Smith (American, 1840–1900)",1840,1900,American
TCMA-6630,"George Andries Roth (Dutch, 1809–1887)",1809,1887,Dutch
TCMA-30130,"Shang Rui (Chinese, 1634?-)",1634,None,Chinese
TCMA-1548,"Adolphe Appian (French, 1818–1898)",1818,1898,French
TCMA-1709,"Paul Delaroche (French, 1797–1856)",1797,1856,French
TCMA-35917,"Kimura Kenkadō (Japanese, 1736–1802)",1736,1802,Japanese
TCMA-33395,"Tsuda Bensaku (Japanese, active 1620s-40s)",None,None,Japanese
TCMA-35733,"Nakajima Raishō (Japanese, 1796–1871)",1796,1871,Japanese
TCMA-2897,"Archibald Willard (American, 1836–1918)",1836,1918,American
TCMA-31426,"Zeng Yandong (Chinese, c. 1751–1827)",1751,1827,Chinese
TCMA-38541,"Fang Congyi (Chinese, active c. 1340–1380)",None,None,Chinese
TCMA-35943,"Hakuin Ekaku (Japanese, 1685–1768)",1685,1768,Japanese
TCMA-31132,"Yu Yuan (Chinese, active 1700s)",None,None,Chinese
TCMA-36260,"Zhang Xiong (Chinese, 1803–1886)",1803,1886,Chinese
TCMA-34885,"Louis Marcoussis (French, 1883–1941)",1883,1941,French
TCMA-4100,"William Trost Richards (American, 1833–1905)",1833,1905,American
TCMA-6580,"Jervis McEntee (American, 1828–1891)",1828,1891,American
TCMA-6774,"Arthur Fitzwilliam Tait (American, 1819–1905)",1819,1905,American
TCMA-2412,"Chester Harding (American, 1792–1866)",1792,1866,American
TCMA-31212,"Gu Chao (Chinese, active late 1700s)",None,None,Chinese
TCMA-34613,"Tsubaki Chinzan (Japanese, 1801–1854)",1801,1854,Japanese
TCMA-23322,"Hishikawa Moronobu (Japanese, c. 1618–1694)",1618,1694,Japanese
TCMA-6175,"Kano Einō (Japanese, 1631–1697)",1631,1697,Japanese
TCMA-4430,"Hugh Huntington Howard (American, 1860–1927)",1860,1927,American
TCMA-3176,"Vladimir Egorovic Makovskij (Russian, 1846–1920)",1846,1920,Russian
TCMA-32611,"Mori Sosen (Japanese, 1747–1821)",1747,1821,Japanese
TCMA-1868,"Charles-Émile Jacque (French, 1813–1894)",1813,1894,French
TCMA-20602,"Shokadō Shōjō (Japanese, 1584–1639)",1584,1639,Japanese
TCMA-66894,"Judō (Japanese, active 16th century)",None,1599,Japanese
TCMA-24853,"J. C. Arter (American, 1859–1923)",1859,1923,American
TCMA-35861,"Yoshida Hiroshi (Japanese, 1876–1950)",1876,1950,Japanese
TCMA-26462,"Mariano Fortuny (Spanish, 1838–1874)",1838,1874,Spanish
TCMA-9793,"Hendrik Dirk Kruseman van Elten (American, 1829–1904)",1829,1904,American
TCMA-6786,"John Harrison Witt (American, 1840–1901)",1840,1901,American
TCMA-3255,"Frank K. M. Rehn (American, 1848–1914)",1848,1914,American
TCMA-22706,"Yoshitsugu Haizan (Japanese, 1846–1915)",1846,1915,Japanese
TCMA-30438,"Yang Borun (Chinese, 1837–1911)",1837,1911,Chinese
TCMA-57445,"Marie-François Firmin-Girard (French, 1838–1921)",1838,1921,French
TCMA-66891,"Hirowatari Setsuzan (Japanese, ?-1674)",None,1674,Japanese
TCMA-32879,"Hanabusa Itchō (Japanese, 1652–1724)",1652,1724,Japanese
TCMA-29217,"Adrien Dauzats (French, 1804–1868)",1804,1868,French
TCMA-22145,"Martin Drölling (French, 1752–1817)",1752,1817,French
TCMA-2112,"Victor Charreton (French, 1864–1936)",1864,1936,French
TCMA-2891,"Ezra Ames (American, 1768–1836)",1768,1836,American
TCMA-63381,"Johann Heinrich Neumann (German, 1801–1879)",1801,1879,German
TCMA-2888,"Henry Inman (American, 1801–1846)",1801,1846,American
TCMA-24838,"Shao Gao (Chinese, c. 1595-c. 1643)",1590,1648,Chinese
TCMA-63384,"Adolphe Charles Edouard Steinheil (French, 1850–1908)",1850,1908,French
TCMA-3270,"August Satra (American, 1877–1909)",1877,1909,American
TCMA-2496,"Robert Loftin Newman (American, 1827–1912)",1827,1912,American
TCMA-23727,"Fan Kuan (Chinese, active c. 990–c. 1030)",960,1035,Chinese
TCMA-35471,"Konoe Nobutada (Japanese, 1565–1614)",1565,1614,Japanese
TCMA-3336,"James Harvey Young (American, 1830–1918)",1830,1918,American
TCMA-23311,"Ma Yu (Chinese, active 1706–1724)",None,None,Chinese
TCMA-12953,"Roelant Savery (Flemish, 1576–1639)",1576,1639,Flemish
TCMA-57448,"Rafel Govertsz. Camphuysen (Dutch, 1597/98–1657)",1597,1657,Dutch
