artist_id,display_name,birth_year,death_year,nationality
TCMA-1968,"Pierre Henri de Valenciennes (French, 1750–1819)",1750,1819,French
TCMA-1646,"Pierre-Paul Prud'hon (French, 1758–1823)",1758,1823,French
TCMA-1198,"Giovanni Battista Piazzetta (Italian, 1682–1754)",1682,1754,Italian
TCMA-2255,"Giovanni Antonio Pellegrini (Italian, 1675–1741)",1675,1741,Italian
TCMA-67134,"Yi Ha-eung (Korean, 1820–1898)",1820,1898,Korean
TCMA-22854,"Tang Yin (Chinese, 1470–1523)",1470,1523,Chinese
TCMA-35523,"Kusumi Morikage (Japanese, active c. 1620–1690)",None,None,Japanese
TCMA-2276,"Mattia Preti (Italian, 1613–1699)",1613,1699,Italian
TCMA-35576,"Tani Bunchō (Japanese, 1763–1841)",1763,1841,Japanese
TCMA-1574,"Adolphe-Félix Cals (French, 1810–1880)",1810,1880,French
TCMA-2224,"Master of San Lucchese (Italian, c. 1335–1380)",1335,1380,Italian
TCMA-2018,"Pompeo Batoni (Italian, 1708–1787)",1708,1787,Italian
TCMA-36734,"Guo Min (Chinese, mid-late 1200s)",None,None,Chinese
TCMA-23295,"Wang Yuanqi (Chinese, 1642–1715)",1642,1715,Chinese
TCMA-6246,"Luo Zhichuan (Chinese, active 1280s–1320s)",None,1330,Chinese
TCMA-2178,"Luca Giordano (Italian, 1634–1705)",1634,1705,Italian
TCMA-412307,"Ghulam 'Ali (Indian, active 1550s-1590s)",None,None,Indian
TCMA-457342,"Joseph-Benoît Suvée (French, 1743–1807)",1743,1807,French
TCMA-63529,"Balchand (Indian, active 1595–c. 1650)",None,None,Indian
TCMA-1582,"Théodule Ribot (French, 1823–1891)",1823,1891,French
TCMA-2446,"Herman van Swanevelt (Dutch, c. 1600–1655)",1600,1655,Dutch
TCMA-2685,"Jan Wijnants (Dutch, 1635–1684)",1635,1684,Dutch
TCMA-1591,"Philippe Rousseau (French, 1816–1887)",1816,1887,French
TCMA-62805,"Leonardo da Vinci (Italian, 1452–1519)",1452,1519,Italian
TCMA-5982,"Shūgetsu Tōkan (Japanese, 1440?-1529)",1440,1529,Japanese
TCMA-23575,"Xiao Yuncong (Chinese, 1596–1673)",1596,1673,Chinese
TCMA-342657,"Marco d'Oggiono (Italian, 1460-1524)",1460,1524,Italian
TCMA-2079,"Giovanni Benedetto Castiglione (Italian, 1609–1664)",1609,1664,Italian
TCMA-35530,"Kita Genki (Japanese, active c. 1664–98)",None,None,Japanese
TCMA-1986,"Claude-Joseph Vernet (French, 1714–1789)",1714,1789,French
TCMA-2023,"Leandro Bassano (Italian, 1557–1623)",1557,1623,Italian
TCMA-3192,"Walter MacEwen (American, 1860–1943)",1860,1943,American
TCMA-6487,"Jules Breton (French, 1827–1906)",1827,1906,French
TCMA-66393,"Mir 'Ali Haravi (Persian, active in Herat, Afghanistan, died c. 1550)",None,None,Persian
TCMA-35273,"Antoine-Claude Ponthus-Cinier (French, 1812–1885)",1812,1885,French
TCMA-1551,"Jean Achille Benouville (French, 1815–1891)",1815,1891,French
TCMA-34401,"Nakamura Hōchū (Japanese, d. 1819)",None,1819,Japanese
TCMA-44388,"Banavari 1 (Indian, active 1550s-1590s)",None,None,Indian
TCMA-63797,"Mir Sayyid Ali (Persian, active in India, 1555–1580)",1555,1580,Persian
TCMA-63511,"Bishandas (Indian, active c. 1610–30)",None,None,Indian
TCMA-2035,"Bicci di Lorenzo (Italian, 1373–1452)",1373,1452,Italian
TCMA-2241,"Neroccio de' Landi (Italian, 1447–1500)",1447,1500,Italian
TCMA-287803,"Chitarman II (Indian, c. 1680–с. 1750)",1680,1750,Indian
TCMA-23287,"Luo Ping (Chinese, 1733–1799)",1733,1799,Chinese
TCMA-63474,"Sanwalah (Indian, active c. 1580–1600)",None,None,Indian
TCMA-61875,"Sahib Ram (Indian, active 1745–1803)",None,None,Indian
TCMA-3002,"Otto H. Bacher (American, 1856–1909)",1856,1909,American
TCMA-374819,"Chae Yongshin (Korean, 1848–1941)",1848,1941,Korean
TCMA-31494,"Sheng Mou (Chinese, active c. 1310–1350)",None,1350,Chinese
TCMA-2230,"Matteo di Giovanni (Italian, c. 1435–1495)",1435,1495,Italian
TCMA-4433,"Henry Keller (American, 1869–1949)",1869,1949,American
TCMA-6299,"Li Shizhuo (Chinese, c. 1690–1770)",1690,1770,Chinese
TCMA-22824,"Lin Liang (Chinese, 1416–1480)",1416,1480,Chinese
TCMA-1185,"Giovanni Domenico Tiepolo (Italian, 1727–1804)",1727,1804,Italian
TCMA-35579,"Yamaguchi Sekkei (Japanese, 1644–1732)",1644,1732,Japanese
TCMA-31374,"Dai Xi (Chinese, 1801–1860)",1801,1860,Chinese
TCMA-1785,"Armand Guillaumin (French, 1841–1927)",1841,1927,French
TCMA-61506,"Jai Ram (Indian, active 1710–40)",None,None,Indian
TCMA-54394,"Unkoku Tōgan (Japanese, 1547–1618)",1547,1618,Japanese
TCMA-20337,"Nagasawa Rosetsu (Japanese, 1754–1799)",1754,1799,Japanese
TCMA-31417,"Qian Du (Chinese, 1763–1844)",1763,1844,Chinese
TCMA-1667,"Jean-François Millet (French, 1814–1875)",1814,1875,French
TCMA-6166,"Maruyama Ōkyo (Japanese, 1733–1795)",1733,1795,Japanese
TCMA-22754,"Gakuō Zōkyū (Japanese, active about 1482–1514)",None,None,Japanese
TCMA-63517,"Mushfiq (Indian, active early 1600s)",None,None,Indian
TCMA-63551,"Fayzullah (Indian, active c. 1730–1765)",None,None,Indian
TCMA-396907,"Gu Jianlong (Chinese, 1606–after 1689)",None,None,Chinese
TCMA-2712,"John Quidor (American, 1801–1881)",1801,1881,American
TCMA-1554,"Jean-Victor Bertin (French, 1767–1842)",1767,1842,French
TCMA-2321,"Gherardo Starnina (Italian, c. 1360–before 1413)",1360,1413,Italian
TCMA-23761,"Gong Xian (Chinese, 1599–1689)",1599,1689,Chinese
TCMA-2238,"Giovanni Battista Moroni (Italian, 1525–1578)",1525,1578,Italian
TCMA-3032,"George Hendrik Breitner (Dutch, 1857–1923)",1857,1923,Dutch
TCMA-412311,"Banavari 2 (Indian, active 1550s-1590s)",None,None,Indian
TCMA-2783,"Ary Scheffer (Dutch, 1795–1858)",1795,1858,Dutch
TCMA-2599,"Jasper F. Cropsey (American, 1823–1900)",1823,1900,American
TCMA-23739,"Xia Kui (Chinese, active c. 1405–1445)",None,None,Chinese
TCMA-53846,"Alexandre Cabanel (French, 1823–1889)",1823,1889,French
TCMA-289570,"Shafi (Indian, active about 1650)",None,None,Indian
TCMA-63514,"Haidar Kashmiri (Indian, active late 1500s-early 1600s)",None,None,Indian
TCMA-63520,"Miskin (Indian, active 1570s–c. 1604)",None,None,Indian
TCMA-11877,"Song Tian (Chinese, active 1300s)",1300,1399,Chinese
TCMA-2106,"Carlo Dolci (Italian, 1616–1687)",1616,1687,Italian
TCMA-412302,"Tara 1 (Indian, active 1550s-1590s)",None,None,Indian
TCMA-539368,"Jugarsi, son of Jiva (Indian, active mid-1700s)",None,None,Indian
TCMA-63560,"Hunhar II (Indian, active mid-1700s)",None,None,Indian
TCMA-36790,"Yishan Yining [Issan Ichinei] (Chinese, 1247–1317)",1247,1317,Chinese
TCMA-284144,"Choe Seok-hwan (Korean, active first half of 19th century)",None,None,Korean
TCMA-1562,"François Bonvin (French, 1817–1887)",1817,1887,French
TCMA-2318,"Spinello Aretino (Italian, 1350/52–1410)",1350,1410,Italian
TCMA-1727,"Edmond François Aman-Jean (French, 1858–1936)",1858,1936,French
TCMA-299428,"Seifū Yohei III (Japanese, 1851–1914)",1851,1914,Japanese
TCMA-535120,"Workshop or Circle of Wäldä Maryam (Ethiopia, active mid- to late 1600s-early 1700s)",None,None,Ethiopia
TCMA-1565,"Pierre Jean Boquet (French, 1751–1817)",1751,1817,French
TCMA-2394,"Juan van der Hamen y Léon (Spanish, 1596–1631)",1596,1631,Spanish
TCMA-33476,"Hon'ami Kōetsu (Japanese, 1558–1637)",1558,1637,Japanese
TCMA-2381,"Jaume Ferrer the Younger (Spanish, Catalonia died c. 1460/70)",None,1470,Spanish
TCMA-2927,"Govaert Flinck (Dutch, 1615–1660)",1615,1660,Dutch
TCMA-412309,"Iqbal (Indian, active 1550s-1590s)",None,None,Indian
TCMA-31504,"Wu Zhen (Chinese, 1280–1354)",1280,1354,Chinese
TCMA-34755,"Kaigetsudō Ando (Japanese, c. 1671–1743)",1671,1743,Japanese
TCMA-11288,"Kitagawa Sōsetsu (Japanese, active 1639–50)",None,None,Japanese
TCMA-1924,"Gaspard Dughet (French, 1615–1675)",1615,1675,French
TCMA-54475,"Shri Gobinda Chandra Roy (Indian, active late 1800s)",None,None,Indian
TCMA-342654,"Kim Jin-woo (Korean, 1883–1950)",1883,1950,Korean
TCMA-35707,"Kiyohara Yukinobu (Japanese, 1643–1682)",1643,1682,Japanese
TCMA-315332,"Chokha (Indian, active c. 1799–1824)",1770,1830,Indian
TCMA-315074,"Ruknuddin (Indian, active c. 1666–97)",None,None,Indian
TCMA-3107,"William Stanley Haseltine (American, 1835–1900)",1835,1900,American
TCMA-406813,"Gujarati (Indian, active 1550s-1590s)",None,None,Indian
TCMA-412305,"Tara 2 (Indian, active 1550s-1590s)",None,None,Indian
TCMA-539181,"Anna Dorothea Therbusch (German, 1721/22–1782)",1721,1782,German
TCMA-17269,"Tao Hong (Chinese, active c. 1610–1640)",None,None,Chinese
TCMA-25582,"Dosso Dossi (Italian, c. 1490–after 1541)",1490,1541,Italian
TCMA-3080,"Kenyon Cox (American, 1856–1919)",1856,1919,American
TCMA-23279,"Gu Tianzhi (Chinese, active mid-1600s)",None,None,Chinese
TCMA-2172,"Giovanni Battista Gaulli (Italian, 1639–1709)",1639,1709,Italian
TCMA-26123,"Giulio Campi (Italian, c. 1500–1572)",1500,1572,Italian
TCMA-2835,"Salomon van Ruysdael (Dutch, 1602–1670)",1602,1670,Dutch
TCMA-1190,"Guercino (Italian, 1591–1666)",1591,1666,Italian
TCMA-2924,"Peter Wtewael (Dutch, 1596–1660)",1596,1660,Dutch
TCMA-1799,"Germain Ribot (French, 1845–1893)",1845,1893,French
TCMA-1830,"Jehan-Georges Vibert (French, 1840–1902)",1840,1902,French
TCMA-11282,"Yamamoto Baiitsu (Japanese, 1783–1856)",1783,1856,Japanese
TCMA-2619,"Julius Caesar Ibbetson (British, 1759–1817)",1759,1817,British
TCMA-2154,"Battista Dossi (Italian, c. 1490–1548)",1490,1548,Italian
TCMA-1379,"Richard Wilson (British, 1714–1782)",1714,1782,British
TCMA-2630,"Gerrit Dou (Dutch, 1613–1675)",1613,1675,Dutch
TCMA-11249,"Li Sheng (Chinese, active c. 1324-after 1375)",None,None,Chinese
TCMA-65535,"Sanju (Indian, active late 1700s-early 1800s)",None,None,Indian
TCMA-11220,"Wang Fu (Chinese, 1362–1416)",1362,1416,Chinese
TCMA-1983,"Pierre Rousseau (French, 1751–1829)",1751,1829,French
TCMA-1343,"George Romney (British, 1734–1802)",1734,1802,British
TCMA-22842,"Bian Wenjin (Chinese, about 1354–1428)",1354,1428,Chinese
TCMA-3312,"John Henry Twachtman (American, 1853–1902)",1853,1902,American
TCMA-1664,"Georges Michel (French, 1763–1843)",1763,1843,French
TCMA-2979,"Hendrick ter Brugghen (Dutch, 1588–1629)",1588,1629,Dutch
TCMA-65597,"Kubo Shunman (Japanese, 1757–1820)",1757,1820,Japanese
TCMA-6007,"Kano Hideyori (Japanese, active mid- to late 1500s)",None,None,Japanese
TCMA-4007,"Preston Dickinson (American, 1891–1930)",1891,1930,American
TCMA-2930,"Abraham Hondius (Dutch, c. 1625–1695)",1625,1695,Dutch
TCMA-6525,"William Hart (American, 1823–1894)",1823,1894,American
TCMA-3116,"George Hitchcock (American, 1850–1913)",1850,1913,American
TCMA-34771,"Uragami Gyokudō (Japanese, 1745–1820)",1745,1820,Japanese
TCMA-1670,"Antoine Pierre Mongin (French, 1761–1827)",1761,1827,French
TCMA-35743,"Takebe Sōchō (Japanese, 1760–1814)",1760,1814,Japanese
TCMA-60577,"Hendrik Gerritsz. Pot (Dutch, c. 1585–1657)",1585,1657,Dutch
TCMA-315331,"Ghasi (Indian, active c. 1820–36)",None,None,Indian
TCMA-315336,"Kushala (Indian, active c. 1825)",None,None,Indian
TCMA-314531,"Amar Das Bhatti (Indian, active 1800s)",None,None,Indian
TCMA-57463,"Henri Jean Guillaume Martin (French, 1860–1943)",1860,1943,French
TCMA-1603,"Octave Tassaert (French, 1800–1874)",1800,1874,French
TCMA-543405,"Hong Fan (Chinese, active late 1700s–early 1800s)",None,None,Chinese
TCMA-54744,"Qian Hui'an (Chinese, 1833–1911)",1833,1911,Chinese
TCMA-4424,"Frederick Gottwald (American, 1860–1941)",1860,1941,American
TCMA-2824,"Jacob Jordaens (Flemish, 1593–1678)",1593,1678,Flemish
TCMA-2744,"Worthington Whittredge (American, 1820–1910)",1820,1910,American
TCMA-2397,"Luis Meléndez (Spanish, 1716–1780)",1716,1780,Spanish
TCMA-2481,"John Opie (British, 1761–1807)",1761,1807,British
TCMA-4409,"William J. Edmondson (American, 1868–1966)",1868,1966,American
TCMA-6181,"Miyagawa Chōshun (Japanese, 1683–1753)",1683,1753,Japanese
TCMA-35911,"Teisai Hokuba (Japanese, 1771–1844)",1771,1844,Japanese
TCMA-6184,"Tawaraya Sōri (Japanese, active late 1700s)",None,None,Japanese
TCMA-31137,"Wang Shishen (Chinese, 1686–1759)",1686,1759,Chinese
TCMA-35749,"Kano Sanraku (Japanese, 1559–1635)",1559,1635,Japanese
TCMA-2472,"Samuel Lovett Waldo (American, 1783–1861)",1783,1861,American
TCMA-2750,"Jan Siberechts (Flemish, 1627-c. 1703)",1627,1703,Flemish
TCMA-22864,"Wang Guxiang (Chinese, 1501–1568)",1501,1568,Chinese
TCMA-35692,"Kishi Ganku (Japanese, 1749/56–1838)",1749,1838,Japanese
TCMA-1932,"Lié Louis Périn (French, 1753–1817)",1753,1817,French
TCMA-2691,"Jan Baptist Weenix (Dutch, 1621–1660)",1621,1660,Dutch
TCMA-3047,"George B. Butler (American, 1838–1907)",1838,1907,American
TCMA-15141,"Sur Das Gujarati (Indian, active 16th century)",None,None,Indian
TCMA-57041,"Wang Jianzhang (Chinese, active 1621–1662)",None,None,Chinese
TCMA-1943,"Charles Poërson (French, 1609–1667)",1609,1667,French
TCMA-2432,"Bartholomaeus Spranger (Flemish, 1546–1611)",1546,1611,Flemish
TCMA-3074,"Lovis Corinth (German, 1858–1925)",1858,1925,German
TCMA-2169,"Rossello di Jacopo Franchi (Italian, c.1376–1457)",1376,1457,Italian
TCMA-2212,"Bernardino Luini (Italian, c. 1480-c. 1532)",1480,1532,Italian
TCMA-45734,"Icilio Federico Joni (Italian, 1866–1946)",1866,1946,Italian
TCMA-1545,"Théodore Caruelle d' Aligny (French, 1798–1871)",1798,1871,French
TCMA-2807,"Christen Købke (Danish, 1810–1848)",1810,1848,Danish
TCMA-3137,"Frank Duveneck (American, 1848–1919)",1848,1919,American
TCMA-31440,"Wu Bing (Chinese, active 1190–1194)",None,None,Chinese
TCMA-2971,"Simon de Vlieger (Dutch, 1601–1653)",1601,1653,Dutch
TCMA-2738,"William Morris Hunt (American, 1824–1879)",1824,1879,American
TCMA-57157,"Augustin de Saint-Aubin (French, 1736–1807)",1736,1807,French
TCMA-11204,"Ni Zan (Chinese, 1301–1374)",1301,1374,Chinese
TCMA-35680,"Kano Tan’yū (Japanese, 1602–1674)",1602,1674,Japanese
TCMA-3149,"Gwen John (British, 1876–1939)",1876,1939,British
TCMA-283702,"Motsurin Jōtō (Japanese, d. 1492)",None,1492,Japanese
TCMA-35371,"Shunoku Sōen (Japanese, 1529–1611)",1529,1611,Japanese
TCMA-65989,"Kaigetsudō Doshin (Japanese, active 1711–1736)",None,None,Japanese
TCMA-34681,"Ippitsusai Bunchō (Japanese, active c. 1765–92)",None,None,Japanese
TCMA-1577,"Antoine Chintreuil (French, 1814–1873)",1814,1873,French
TCMA-35377,"Shikibu Terutada (Japanese, active mid-1500s)",None,1575,Japanese
TCMA-2282,"Sebastiano Ricci (Italian, 1659–1734)",1659,1734,Italian
TCMA-2801,"Esaias van de Velde (Dutch, 1587–1630)",1587,1630,Dutch
TCMA-2791,"Simon Verelst (Dutch, 1644–1721)",1644,1721,Dutch
TCMA-35477,"Chōbunsai Eishi (Japanese, 1756–1829)",1756,1829,Japanese
TCMA-3182,"Homer Dodge Martin (American, 1836–1897)",1836,1897,American
TCMA-1216,"Thomas Doughty (American, 1793–1856)",1793,1856,American
TCMA-6294,"Qian Gu (Chinese, 1508–c. 1578)",1508,1578,Chinese
TCMA-31371,"Fa Ruozhen (Chinese, 1613–1696)",1613,1696,Chinese
TCMA-35934,"Tsukioka Sessai (Japanese, 1839)",None,1839,Japanese
TCMA-36660,"Kannan (Japanese, active mid-1500s)",None,None,Japanese
TCMA-50215,"Hakuen (Japanese, active 1850–1870)",None,None,Japanese
TCMA-2347,"Francesco Trevisani (Italian, 1656–1746)",1656,1746,Italian
TCMA-22773,"Huang Gongwang (Chinese, 1269–1354)",1269,1354,Chinese
TCMA-6767,"Augustus Vincent Tack (American, 1870–1949)",1870,1949,American
TCMA-2010,"Pietro Bardellino (Italian, 1728–1810)",1728,1810,Italian
TCMA-3306,"Abbott Handerson Thayer (American, 1849–1921)",1849,1921,American
TCMA-3315,"Elihu Vedder (American, 1836–1923)",1836,1923,American
TCMA-31384,"Zhang Feng (Chinese, active c. 1632–1662)",None,None,Chinese
TCMA-1718,"Jean-Alphonse Duplessy (French, 1817–after 1872)",1817,1872,French
TCMA-35561,"Tanomura Chikuden (Japanese, 1777–1835)",1777,1835,Japanese
TCMA-2074,"Girolamo da Carpi (Italian, c. 1501–1556)",1501,1556,Italian
TCMA-1810,"Maxime Maufra (French, 1861–1918)",1861,1918,French
TCMA-1652,"Alexandre-Gabriel Decamps (French, 1803–1860)",1803,1860,French
TCMA-66897,"Kano Motonobu (Japanese, c. 1476–1559)",1476,1559,Japanese
TCMA-3330,"James McNeill Whistler (American, 1834–1903)",1834,1903,American
TCMA-1629,"Célestin François Nanteuil (French, 1813–1873)",1813,1873,French
TCMA-1623,"Thomas Couture (French, 1815–1879)",1815,1879,French
TCMA-2804,"Johann Heinrich Schönfeld (German, 1609–1684)",1609,1684,German
TCMA-5174,"Juan de Valdés Leal (Spanish, 1622–1690)",1622,1690,Spanish
TCMA-63526,"Fazl (Indian, active early 1600s)",None,None,Indian
TCMA-30791,"Li Shida (Chinese, c. 1549–c. 1621)",1544,1626,Chinese
TCMA-35414,"Yamada Dōan (Japanese, d. 1571)",None,1571,Japanese
TCMA-34752,"Utagawa Toyokuni (Japanese, 1769–1825)",1769,1825,Japanese
TCMA-2867,"Dirck van der Lisse (Dutch, 1669)",None,1669,Dutch
TCMA-1606,"Paul Désiré Trouillebert (French, 1829–1900)",1829,1900,French
TCMA-6633,"John Smibert (American, 1688–1751)",1688,1751,American
TCMA-1597,"Victor Schnetz (French, 1787–1870)",1787,1870,French
TCMA-35505,"Kitao Masayoshi (Japanese, 1761–1824)",1761,1824,Japanese
TCMA-35395,"Jonan Etetsu (Japanese, 1444–1507)",1444,1507,Japanese
TCMA-23369,"Ichijun (Japanese, active 1700s)",None,None,Japanese
TCMA-36267,"Yang Yisun (Chinese, 1813–1881)",1813,1881,Chinese
TCMA-62630,"Kō Sūkoku (Japanese, 1730–1804)",1730,1804,Japanese
TCMA-282197,"Sesson Shūkei (Japanese, active 1504-c. 1589)",None,None,Japanese
TCMA-66009,"Sheng Maoye (Chinese, active early 1600s)",None,None,Chinese
TCMA-2094,"Francesco Conti (Italian, 1681–1760)",1681,1760,Italian
TCMA-11300,"Kenkō Shōkei (Japanese, active 1478–1506)",None,None,Japanese
TCMA-292983,"Yuan Yao (Chinese, active mid-1700s)",1700,1800,Chinese
TCMA-23565,"Xiang Shengmo (Chinese, 1597–1658)",1597,1658,Chinese
TCMA-23540,"Du Qiong (Chinese, 1396–1474)",1396,1474,Chinese
TCMA-35874,"Sugai Baikan (Japanese, 1784–1844)",1784,1844,Japanese
TCMA-35270,"Kitao Shigemasa (Japanese, 1739–1819)",1739,1819,Japanese
TCMA-2849,"Melchior de Hondecoeter (Dutch, 1636–1695)",1636,1695,Dutch
TCMA-313149,"Nur Muhammad (Indian, active c. 1580–1630)",None,None,Indian
TCMA-35832,"Hirafuku Suian (Japanese, 1844–1890)",1844,1890,Japanese
TCMA-301937,"Yoshimura Hōryū (Japanese, 1874–1950)",1874,1950,Japanese
TCMA-31926,"Kamigaki Hōryū  (Japanese, dates unknown)",None,None,Japanese
TCMA-63483,"Bilal Habshi (probably Ethiopian, active late 1500s)",None,None,probably Ethiopian
TCMA-66909,"Narihide (Japanese, active 1500s)",None,None,Japanese
TCMA-36654,"Kano Hidemasa (Japanese, active late 1500s)",None,None,Japanese
TCMA-36651,"Yōgetsu (Japanese, active late 1400s to early 1500s)",None,None,Japanese
TCMA-62183,"Giuseppe Baldrighi (Italian, 1723–1803)",1723,1803,Italian
TCMA-35710,"Tani Bun'ichi (Japanese, 1787–1818)",1787,1818,Japanese
TCMA-51524,"Nainsukh (Indian, 1710–1778)",1710,1778,Indian
TCMA-3207,"Thomas Moran (American, 1837–1926)",1837,1926,American
TCMA-4727,"Henry Picou (French, 1824–1895)",1824,1895,French
TCMA-35740,"Sakai Basai (Japanese, dates unknown)",1828,None,Japanese
TCMA-11949,"Gaetano Gandolfi (Italian, 1734–1802)",1734,1802,Italian
TCMA-42832,"Georges-Daniel de Monfreid (French, 1856–1929)",1856,1929,French
TCMA-64816,"Mirza Muhammad (probably Persian, active c. 1520s)",None,None,probably Persian
TCMA-2263,"Pintoricchio (Italian, c. 1454–1513)",1454,1513,Italian
TCMA-3333,"Alexander H. Wyant (American, 1836–1892)",1836,1892,American
TCMA-2463,"William Dunlap (American, 1766–1839)",1766,1839,American
TCMA-1594,"Théodore Rousseau (French, 1812–1867)",1812,1867,French
TCMA-23722,"Li Liufang (Chinese, 1575–1629)",1575,1629,Chinese
TCMA-2974,"William Beechey (British, 1753–1839)",1753,1839,British
TCMA-3276,"Charles Hasslewood Shannon (British, 1863–1937)",1863,1937,British
TCMA-2946,"Rudolf Lehmann (German, 1819–1905)",1819,1905,German
TCMA-286971,"Abd al-Rahim, the Anbarin-Qalam (Indian, active c. 1590–1630)",None,None,Indian
TCMA-66903,"Josui Sōen (Japanese, active c. 1489–1500)",None,None,Japanese
TCMA-23265,"Liu Du (Chinese, active c. 1628-after 1653)",None,None,Chinese
TCMA-11209,"Li Di (Chinese, c. 1100-c. 1192)",1100,1197,Chinese
TCMA-286271,"Ren Yu (Chinese, 1853–1901)",1853,1901,Chinese
TCMA-2665,"William Page (American, 1811–1885)",1811,1885,American
TCMA-2760,"William Mason Brown (American, 1828–1898)",1828,1898,American
TCMA-23424,"Nakayama Kōyō (Japanese, 1717–1780)",1717,1780,Japanese
TCMA-296960,"Kyūseki Tomonobu (Japanese, 1653–1721)",1653,1721,Japanese
TCMA-35755,"Suzuki Shōnen (Japanese, 1849–1918)",1849,1918,Japanese
TCMA-34134,"Tsukioka Settei (Japanese, 1710–1786)",1710,1786,Japanese
TCMA-60215,"Andrea Appiani (Italian, 1754–1817)",1754,1817,Italian
TCMA-66885,"Shiken Saidō (Japanese, 1486–1581)",1486,1581,Japanese
TCMA-54719,"Kano Naonobu (Japanese, 1607–1650)",1607,1650,Japanese
TCMA-9405,"William Sommer (American, 1867–1949)",1867,1949,American
TCMA-3294,"Eugene Edward Speicher (American, 1883–1962)",1883,1962,American
TCMA-2903,"Heinrich Hansen (Danish, 1821–1890)",1821,1890,Danish
TCMA-4477,"Louis Loeb (American, 1866–1909)",1866,1909,American
TCMA-16976,"Jules Dupré (French, 1811–1889)",1811,1889,French
TCMA-1673,"Adolphe Monticelli (French, 1824–1886)",1824,1886,French
TCMA-61947,"Bartolomé Pérez (Spanish, 1634–1693)",1634,1693,Spanish
TCMA-1730,"Jacques-Émile Blanche (French, 1861–1942)",1861,1942,French
TCMA-23560,"Lu Zhi (Chinese, 1496–1576)",1496,1576,Chinese
TCMA-1841,"René Ménard (French, 1862–1930)",1862,1930,French
TCMA-31482,"Li Shixing (Chinese, 1283–1328)",1283,1328,Chinese
TCMA-33543,"Wang Gai (Chinese, active c. 1677–1705)",None,1705,Chinese
TCMA-2246,"Sodoma (Italian, 1477–1549)",1477,1549,Italian
TCMA-4382,"George G. Adomeit (American, 1879–1967)",1879,1967,American
TCMA-1700,"Victor de Grailly (French, 1804–1889)",1804,1889,French
TCMA-11279,"Wang Jian (Chinese, 1598–1677)",1598,1677,Chinese
TCMA-2109,"Pietro del Donzello (Italian, 1452–1509)",1452,1509,Italian
TCMA-3014,"Ralph A. Blakelock (American, 1847–1919)",1847,1919,American
TCMA-33741,"Chen Chun (Chinese, 1483–1544)",1483,1544,Chinese
TCMA-37393,"Bian Shoumin (Chinese, 1684–1752)",1684,1752,Chinese
TCMA-57430,"Jan Griffier (Dutch, 1648–1718)",1648,1718,Dutch
TCMA-57926,"Bernard Gaillot (French, 1780–1847)",1780,1847,French
TCMA-31127,"Zhai Dakun (Chinese, d. 1804)",None,1804,Chinese
TCMA-37698,"Wu Rangzhi (Chinese, 1799–1870)",1799,1870,Chinese
TCMA-26512,"Ralph Earl (American, 1751–1801)",1751,1801,American
TCMA-38853,"Henri-Pierre Danloux (French, 1753–1809)",1753,1809,French
TCMA-66918,"Reietsu (Japanese, active late 1500s to early 1600s)",None,None,Japanese
TCMA-66375,"Toda Tadanaka (Japanese, 1761–1823)",1761,1823,Japanese
TCMA-2469,"George Fuller (American, 1822–1884)",1822,1884,American
TCMA-3249,"Henry Ward Ranger (American, 1858–1916)",1858,1916,American
TCMA-1712,"Narcisse Diaz de la Peña (French, 1807–1876)",1807,1876,French
TCMA-2454,"Matthew Harris Jouett (American, 1787/88–1827)",1787,1827,American
TCMA-2368,"Antonio Guardi (Italian, 1699–1760)",1699,1760,Italian
TCMA-1742,"Jean-François Raffaëlli (French, 1850–1924)",1850,1924,French
TCMA-35181,"William Linton (British, 1791–1876)",1791,1876,British
TCMA-2097,"Lorenzo di Credi (Italian, 1459–1537)",1459,1537,Italian
TCMA-23254,"Lu Tianru (Chinese, first half of 1400s)",None,None,Chinese
TCMA-6528,"James McDougal Hart (American, 1828–1901)",1828,1901,American
TCMA-1524,"Walter Greaves (British, 1841–1930)",1841,1930,British
TCMA-31186,"Gao Tao (Chinese, 1100s)",1100,1199,Chinese
TCMA-1768,"Édouard Detaille (French, 1848–1912)",1848,1912,French
TCMA-35429,"Gyokuen Bonpō (Japanese, 1348–after 1420)",1348,1420,Japanese
TCMA-2700,"Adriaen van de Velde (Dutch, 1636–1672)",1636,1672,Dutch
TCMA-1762,"Henri Regnault (French, 1843–1871)",1843,1871,French
TCMA-3026,"William Bradford (American, 1823–1892)",1823,1892,American
TCMA-11241,"Xia Sheng (Chinese, active 1200s)",None,None,Chinese
TCMA-2427,"Jozef Israëls (Dutch, 1824–1911)",1824,1911,Dutch
TCMA-4525,"Charles Shackleton (American, 1856–1920)",1856,1920,American
TCMA-4542,"Abel George Warshawsky (American, 1883–1962)",1883,1962,American
TCMA-9385,"Louise B. Maloney (American, 1887–1973)",1887,1973,American
TCMA-6522,"Samuel Halpert (American, 1884–1930)",1884,1930,American
TCMA-9344,"William Joseph Eastman (American, 1888–1950)",1888,1950,American
TCMA-2757,"Nicolaes Berchem (Dutch, 1620–1683)",1620,1683,Dutch
TCMA-35417,"Ishō Tokugan (Japanese, c. 1359–1437)",1359,1437,Japanese
TCMA-1715,"Camille Flers (French, 1802–1868)",1802,1868,French
TCMA-35245,"Hosokawa Rinkoku (Japanese, 1779–1843)",1779,1843,Japanese
