artist_id,birth_year,death_year,forward_display_name,preferred_display_name
40545.0,1798.0,1863.0,Eugène Delacroix,"Delacroix, Eugène"
40771.0,1723.0,1792.0,Sir Joshua Reynolds,"Reynolds, Joshua, Sir"
34028.0,1738.0,1815.0,John Singleton Copley,"Copley, John Singleton"
9964.0,1723.0,1793.0,"Antonio González Velásquez, I","González Velásquez, Antonio, I"
4414.0,1564.0,1649.0,Zhang Ruitu,Zhang Ruitu
2530.0,1600.0,1638.0,Jacques Blanchard,"Blanchard, Jacques"
14404.0,1824.0,1896.0,Xugu,Xugu
40869.0,1864.0,1901.0,Henri de Toulouse-Lautrec,"Toulouse-Lautrec, Henri de"
72293.0,1697.0,1756.0,"John Theodore Heins, Sr.","Heins, John Theodore, Sr."
102177.0,,,Shen Yongling,Shen Yongling
2870.0,1804.0,1865.0,William Bonnell,"Bonnell, William"
10425.0,1563.0,1639.0,Chen Guan,Chen Guan
22822.0,1599.0,1633.0,Bartolomeo Salvestrini,"Salvestrini, Bartolomeo"
30911.0,1807.0,1876.0,Narcisse Virgile Diaz de la Peña,"Diaz de la Peña, Narcisse Virgile"
34054.0,1815.0,1879.0,Thomas Couture,"Couture, Thomas"
34023.0,1776.0,1837.0,John Constable,"Constable, John"
61317.0,1301.0,1374.0,Ni Zan,Ni Zan
46468.0,1511.0,1581.0,School of Anthonis Mor,"Mor, Anthonis, School of"
108195.0,,,Chen Wu,Chen Wu
16053.0,1621.0,1706.0,Cornelis de Man,"Man, Cornelis de"
42518.0,1853.0,1932.0,Will Hicock Low,"Low, Will Hicock"
43802.0,,,Workshop of Jacob Cornelisz. van Oostsanen,"Cornelisz. van Oostsanen, Jacob, Workshop of"
21839.0,,,Antonio Rimpatta,"Rimpatta, Antonio"
33690.0,1822.0,1899.0,Rosa Bonheur,"Bonheur, Rosa"
36376.0,1833.0,1905.0,William Trost Richards,"Richards, William Trost"
51753.0,1624.0,1679.0,Jan van de Cappelle,"Cappelle, Jan van de"
35623.0,1789.0,1854.0,John Martin,"Martin, John"
24282.0,1688.0,1751.0,John Smibert,"Smibert, John"
37003.0,1773.0,1828.0,Utagawa Toyohiro,Utagawa Toyohiro
35366.0,1835.0,1910.0,John La Farge,"La Farge, John"
35460.0,1794.0,1859.0,Charles Robert Leslie,"Leslie, Charles Robert"
40606.0,1501.0,1556.0,Girolamo da Carpi,Girolamo da Carpi
40762.0,1850.0,1924.0,Jean-François Rafaëlli,"Rafaëlli, Jean-François"
34953.0,1850.0,1913.0,George Hitchcock,"Hitchcock, George"
36822.0,1755.0,1828.0,Gilbert Stuart,"Stuart, Gilbert"
21517.0,1754.0,1829.0,Jean Baptiste Regnault,"Regnault, Jean Baptiste"
737.0,1821.0,1892.0,Pierre Andrieu,"Andrieu, Pierre"
7353.0,1844.0,1916.0,Thomas Eakins,"Eakins, Thomas"
29477.0,1623.0,1664.0,"Reinier Nooms, called Zeeman","Nooms, called Zeeman, Reinier"
5709.0,1843.0,1909.0,J. Frank Currier,"Currier, J. Frank"
34664.0,1634.0,1705.0,Luca Giordano,"Giordano, Luca"
34505.0,1852.0,1931.0,Jean Louis Forain,"Forain, Jean Louis"
35069.0,1803.0,1886.0,Eugène Isabey,"Isabey, Eugène"
21235.0,1801.0,1881.0,John Quidor,"Quidor, John"
46463.0,1512.0,1572.0,Imitator of François Clouet,"Clouet, Francois, imitator of"
29512.0,1821.0,1911.0,Félix Ziem,"Ziem, Félix"
40610.0,1853.0,1890.0,Vincent van Gogh,"Gogh, Vincent van"
4832.0,1597.0,1660.0,Pieter Claesz,"Claesz, Pieter"
110865.0,1806.0,1875.0,Frederick R. Spencer,"Spencer, Frederick R."
42138.0,1510.0,1598.0,Jacopino del Conte,Jacopino del Conte
36577.0,1828.0,1899.0,Adolphe Schreyer,"Schreyer, Adolphe"
112569.0,1741.0,1812.0,Bernardino Nocchi,"Nocchi, Bernardino"
2437.0,1779.0,1851.0,Thomas Birch,"Birch, Thomas"
27368.0,,,Raphael Vergos,"Vergos, Raphael"
40543.0,1834.0,1917.0,Hilaire Germain Edgar Degas,"Degas, Hilaire Germain Edgar"
102596.0,1653.0,1718.0,Kano Tanshin Morimasa,Kano Tanshin Morimasa
33679.0,1616.0,1680.0,Ferdinand Bol,"Bol, Ferdinand"
17549.0,1872.0,1944.0,Piet Mondrian,"Mondrian, Piet"
35218.0,1741.0,1807.0,Angelica Kauffmann,"Kauffmann, Angelica"
34864.0,1859.0,1935.0,Childe Hassam,"Hassam, Childe"
34071.0,1472.0,1553.0,"Lucas Cranach, the Elder","Cranach, Lucas, the Elder"
118916.0,,,El Greco (Doménikos Theotokópoulos) and workshop,El Greco (Doménikos Theotokópoulos) and workshop
36739.0,1657.0,1747.0,Francesco Solimena,"Solimena, Francesco"
33876.0,1555.0,1619.0,Lodovico Carracci,"Carracci, Lodovico"
12124.0,1487.0,1600.0,Xie Shichen,Xie Shichen
63444.0,1815.0,1881.0,Jules Achille Noël,"Noël, Jules Achille"
44584.0,1798.0,1840.0,Carl Blechen,"Blechen, Carl"
102578.0,1805.0,1861.0,Albert Schindler,"Schindler, Albert"
33627.0,1849.0,1934.0,Albert Besnard,"Besnard, Albert"
40784.0,1615.0,1673.0,Salvator Rosa,"Rosa, Salvator"
35839.0,1613.0,1694.0,Hishikawa Moronobu,Hishikawa Moronobu
4307.0,1558.0,1639.0,Chen Jiru,Chen Jiru
40485.0,1792.0,1845.0,Nicolas Toussaint Charlet,"Charlet, Nicolas Toussaint"
49886.0,1636.0,1713.0,Kanô Tsunenobu,Kanô Tsunenobu
46359.0,1528.0,1588.0,Workshop of Paolo Veronese,"Veronese, Paolo, Workshop of"
40508.0,1665.0,1747.0,Giuseppe Maria Crespi,"Crespi, Giuseppe Maria"
36514.0,1607.0,1681.0,Cornelis Saftleven,"Saftleven, Cornelis"
41463.0,1612.0,1692.0,Emanuel de Witte,"Witte, Emanuel de"
23102.0,1795.0,1858.0,Ary Scheffer,"Scheffer, Ary"
833.0,1401.0,1500.0,Unknown artist,Unknown artist
35252.0,1796.0,1858.0,Suzuki Kiitsu,"Kiitsu,  Suzuki"
113508.0,,,Ansano Ciampanti,"Ciampanti, Ansano"
115820.0,,,Marquis Filippo Petrone,"Petrone, Filippo, Marquis"
48082.0,1761.0,1829.0,Zhang Yin,Zhang Yin
22687.0,1864.0,1927.0,Paul Sérusier,"Sérusier, Paul"
34341.0,1848.0,1919.0,Frank Duveneck,"Duveneck, Frank"
36202.0,1856.0,1932.0,Evert Pieters,"Pieters, Evert"
36695.0,1863.0,1935.0,Paul Signac,"Signac, Paul"
37479.0,1817.0,1908.0,Antoine Auguste Ernest Hébert,"Hébert, Antoine Auguste Ernest"
25002.0,1799.0,1871.0,Mathias Stoltenberg,"Stoltenberg, Mathias"
34085.0,1823.0,1900.0,Jasper Francis Cropsey,"Cropsey, Jasper Francis"
49439.0,1834.0,1913.0,Julie Hart Beers,"Beers, Julie Hart"
36656.0,1838.0,1909.0,Walter Shirlaw,"Shirlaw, Walter"
59954.0,1793.0,1865.0,Ferdinand Georg Waldmüller,"Waldmüller, Ferdinand Georg"
7311.0,1846.0,1912.0,Charles Gifford Dyer,"Dyer, Charles Gifford"
34248.0,1708.0,1787.0,Arthur Devis,"Devis, Arthur"
5396.0,1863.0,1925.0,Charles Cottet,"Cottet, Charles"
100581.0,,,Basawan,Basawan
36362.0,1823.0,1891.0,Augustin Théodule Ribot,"Ribot, Augustin Théodule"
47964.0,,,Unknown Italian,Unknown Italian
41250.0,1616.0,1671.0,Sébastien Bourdon,"Bourdon, Sébastien"
742.0,1704.0,1798.0,Giuseppe Angeli,"Angeli, Giuseppe"
46422.0,1480.0,1551.0,Circle of Adriaen Isenbrant,"Isenbrant, Adriaen, Circle of"
46225.0,1575.0,1666.0,Follower of Frans Hals,"Hals, Frans, Follower of"
35787.0,1814.0,1875.0,Jean François Millet,"Millet, Jean François"
33012.0,1852.0,1908.0,Pieter Verhaert,"Verhaert, Pieter"
42706.0,,,Cecco del Caravaggio,"Caravaggio, Cecco del"
35989.0,1639.0,1684.0,Caspar Netscher,"Netscher, Caspar"
46237.0,,,Workshop of Paolo Veneziano,"Paolo Veneziano, Workshop of"
37424.0,1860.0,1920.0,Anders Zorn,"Zorn, Anders"
2763.0,1622.0,1679.0,Pieter Boel,"Boel, Pieter"
33785.0,1493.0,1555.0,"Bartel Bruyn, the elder","Bruyn, Bartel, the elder"
22018.0,1852.0,1896.0,Theodore Robinson,"Robinson, Theodore"
41876.0,1838.0,1874.0,Mariano Fortuny y Marsal,"Fortuny y Marsal, Mariano"
37363.0,1734.0,1797.0,Joseph Wright of Derby,"Wright of Derby, Joseph"
22609.0,1847.0,1917.0,Albert Pinkham Ryder,"Ryder, Albert Pinkham"
35575.0,1474.0,1535.0,Hans Maler,"Maler, Hans"
112113.0,,,Li Zongmo,Li Zongmo
9540.0,,,Niccolò di Pietro Gerini,"Gerini, Niccolò di Pietro"
40500.0,1489.0,1534.0,Antonio da Correggio,"Correggio, Antonio da"
35736.0,1430.0,1494.0,Hans Memling,"Memling, Hans"
33693.0,1833.0,1922.0,Léon Joseph Florentin Bonnat,"Bonnat, Léon Joseph Florentin"
62950.0,1844.0,1900.0,Mihály Munkácsy,"Munkácsy, Mihály"
20094.0,1695.0,1736.0,Jean-Baptiste Pater,"Pater, Jean-Baptiste"
117832.0,,,August (Ágost)  Canzi,"Canzi, August (Ágost)"
27938.0,1642.0,1715.0,Wang Yuanqi,Wang Yuanqi
40608.0,1870.0,1938.0,William James Glackens,"Glackens, William James"
4644.0,1662.0,1722.0,Jiao Bingzhen,Jiao Bingzhen
25497.0,1859.0,1937.0,Henry Ossawa Tanner,"Tanner, Henry Ossawa"
9093.0,1741.0,1825.0,Henry Fuseli,"Fuseli, Henry"
35827.0,1571.0,1638.0,Paulus Moreelse,"Moreelse, Paulus"
37034.0,,,Kawamata Tsunemasa,Kawamata Tsunemasa
34878.0,1813.0,1894.0,George Peter Alexander Healy,"Healy, George Peter Alexander"
46558.0,1733.0,1808.0,Style of Hubert Robert,"Robert, Hubert, Style of"
36449.0,1838.0,1917.0,Toby Edward Rosenthal,"Rosenthal, Toby Edward"
75135.0,,,Su Liupeng,Su Liupeng
15118.0,1669.0,1742.0,Leng Mei,Leng Mei
40761.0,1756.0,1823.0,Sir Henry Raeburn,"Raeburn, Henry, Sir"
37270.0,1738.0,1820.0,Benjamin West,"West, Benjamin"
40755.0,1836.0,1919.0,Sir John Edward Poynter,"Poynter, John Edward, Sir"
34506.0,1800.0,1870.0,James Forbes,"Forbes, James"
24872.0,1717.0,1801.0,Veronica Stern,"Stern, Veronica"
3476.0,1525.0,1610.0,"Bartholomaeus Bruyn, the younger","Bruyn, Bartholomaeus, the younger"
5703.0,1861.0,1942.0,Charles Courtney Curran,"Curran, Charles Courtney"
40769.0,1606.0,1669.0,Rembrandt van Rijn,"van Rijn, Rembrandt"
36253.0,1625.0,1654.0,Paulus Potter,"Potter, Paulus"
33591.0,1882.0,1925.0,George Wesley Bellows,"Bellows, George Wesley"
9769.0,,,Bartolomeo di Giovanni,Bartolomeo di Giovanni
35364.0,1835.0,1892.0,Stanislas Lépine,"Lépine, Stanislas"
12122.0,1597.0,1658.0,Xiang Shengmo,Xiang Shengmo
31827.0,1755.0,1820.0,Adriaan de Lelie,"Lelie, Adriaan de"
107195.0,1782.0,1847.0,John Philip Simpson,"Simpson, John Philip"
61118.0,1460.0,1526.0,Zhu Yunming,Zhu Yunming
34832.0,1792.0,1866.0,Chester Harding,"Harding, Chester"
3829.0,1848.0,1894.0,Gustave Caillebotte,"Caillebotte, Gustave"
34901.0,1865.0,1929.0,Robert Henri,"Henri, Robert"
46269.0,,,,
11328.0,1495.0,1580.0,Jan Sanders van Hemessen,"Hemessen, Jan Sanders van"
114699.0,,,Yao Kuang,"Kuang, Yao"
1850.0,1734.0,1795.0,Don Francisco Bayeu y Subías,"Bayeu y Subías, Don Francisco"
48153.0,1778.0,1856.0,Franz Ludwig Catel,"Catel, Franz Ludwig"
40535.0,1503.0,1572.0,Agnolo Bronzino,"Bronzino, Agnolo"
41746.0,1595.0,1647.0,Moses van Uyttenbroeck,"Uyttenbroeck, Moses van"
40752.0,1494.0,1557.0,"Pontormo, (Jacopo Carrucci)","Pontormo, (Jacopo Carrucci)"
20464.0,1788.0,1865.0,Ammi Phillips,"Phillips, Ammi"
34465.0,1530.0,1572.0,Giovanni Antonio Fasolo,"Fasolo, Giovanni Antonio"
37029.0,1756.0,1843.0,John Trumbull,"Trumbull, John"
28215.0,1852.0,1919.0,Julian Alden Weir,"Weir, Julian Alden"
41140.0,1810.0,1864.0,Alexandre Calame,"Calame, Alexandre"
54785.0,,,Doshin,Doshin
46332.0,1599.0,1660.0,Studio of Diego Rodriguez de Velázquez,"Velázquez, Diego Rodriguez de, Studio of"
34761.0,1712.0,1793.0,Francesco Guardi,"Guardi, Francesco"
15414.0,,1669.0,Dirck van der Lisse,"Lisse, Dirck van der"
57671.0,1644.0,1732.0,Sekkei,Sekkei
61760.0,1761.0,1816.0,Kitao Masanobu,Kitao Masanobu
32992.0,1750.0,1819.0,Pierre Henri de Valenciennes,"Valenciennes, Pierre Henri de"
15733.0,1857.0,1932.0,Fernand Lungren,"Lungren, Fernand"
37488.0,,,Antwerp Mannerist,Antwerp Mannerist
14195.0,1415.0,1490.0,Johann Koerbecke,"Koerbecke, Johann"
54182.0,1810.0,1860.0,Alfred Dedreux,"Dedreux, Alfred"
46530.0,1725.0,1805.0,Style of Jean Baptiste Greuze,"Greuze, Jean Baptiste, Style of"
41524.0,1750.0,1812.0,Johann Friedrich August Tischbein,"Tischbein, Johann Friedrich August"
40528.0,1805.0,1887.0,Eugène Blery,"Blery, Eugène"
35821.0,1837.0,1926.0,Thomas Moran,"Moran, Thomas"
28092.0,1817.0,1904.0,George Frederick Watts,"Watts, George Frederick"
33731.0,1823.0,1892.0,William Bradford,"Bradford, William"
46378.0,1599.0,1641.0,Follower of Anthonie van Dyck,"Dyck, Anthonie van, Follower of"
36100.0,1686.0,1755.0,Jean-Baptiste Oudry,"Oudry, Jean-Baptiste"
24535.0,1586.0,1648.0,Tawaraya Sôtatsu,"Sôtatsu, Tawaraya"
9960.0,1849.0,1883.0,Eva Gonzalès,"Gonzalès, Eva"
35766.0,1763.0,1843.0,Georges Michel,"Michel, Georges"
61112.0,1626.0,1705.0,Zhu Da,Zhu Da
42134.0,1541.0,1614.0,"Domenico Theotokópoulos, called El Greco",Greco El
6606.0,1848.0,1912.0,Jean Baptiste Édouard Detaille,"Detaille, Jean Baptiste Édouard"
27935.0,1592.0,1680.0,Wang Shimin,Wang Shimin
56624.0,,,Rifû,Rifû
31257.0,1600.0,1682.0,Claude Lorrain,"Lorrain, Claude"
35818.0,1511.0,1576.0,Anthonis Mor,"Mor, Anthonis"
6445.0,1828.0,1891.0,Jules-Élie Delaunay,"Delaunay, Jules-Élie"
7130.0,1842.0,1910.0,Victor Dubreuil,"Dubreuil, Victor"
28375.0,1399.0,1464.0,Rogier van der Weyden,"Weyden, Rogier van der"
