artist_id,birth_year,death_year,forward_display_name,preferred_display_name
33986.0,1480.0,1541.0,Joos van Cleve,"Cleve, Joos van"
41962.0,1656.0,1746.0,Nicolas de Largillière,"Largillière, Nicolas de"
35327.0,1735.0,1790.0,Isoda Koryusai,Isoda Koryusai
9264.0,1749.0,1838.0,Kishi Ganku,Kishi Ganku
87215.0,1807.0,1876.0,Imitator of Narcisse Virgile Diaz de la Peña,"Diaz de la Peña, Narcisse Virgile, imitator of"
35824.0,1826.0,1898.0,Gustave Moreau,"Moreau, Gustave"
52988.0,1495.0,1575.0,Corneille de Lyon,Corneille de Lyon
77459.0,,,Joshua Johnson,"Johnson, Joshua"
34146.0,1450.0,1523.0,Gerard David,"David, Gerard"
116468.0,4713.0,4713.0,Alexandre Desgoffe,"Desgoffe, Alexandre"
37043.0,1775.0,1851.0,Joseph Mallord William Turner,"Turner, Joseph Mallord William"
46397.0,1429.0,1507.0,Imitator of Gentile Bellini,"Bellini, Gentile, imitator of"
36996.0,1675.0,1710.0,"Mitsusuke, Tosa","Mitsusuke, Tosa"
40732.0,1691.0,1765.0,Giovanni Paolo Panini,"Panini, Giovanni Paolo"
46522.0,1725.0,1805.0,Follower of Jean Baptiste Greuze,"Greuze, Jean Baptiste, Follower of"
65373.0,1594.0,1682.0,Willem Claesz. Heda,"Heda, Willem Claesz."
40810.0,1859.0,1891.0,Georges Seurat,"Seurat, Georges"
31435.0,1819.0,1904.0,Martin Johnson Heade,"Heade, Martin Johnson"
27936.0,1497.0,1576.0,Wang Wên,Wang Wên
40642.0,1819.0,1891.0,Johan Barthold Jongkind,"Jongkind, Johan Barthold"
42969.0,1600.0,1699.0,Spanish School,Spanish School
35521.0,1496.0,1576.0,Lu Zhi,Lu Zhi
8258.0,1692.0,1768.0,Giovanni Domenico Ferretti,"Ferretti, Giovanni Domenico"
33747.0,1598.0,1657.0,Bartholomeus Breenbergh,"Breenbergh, Bartholomeus"
31743.0,1549.0,1579.0,Marcellus Coffermans,"Coffermans, Marcellus"
52271.0,1756.0,1829.0,Chôbunsai Eishi,Chôbunsai Eishi
15343.0,,,Lin Xue,Lin Xue
37133.0,1836.0,1923.0,Elihu Vedder,"Vedder, Elihu"
31347.0,1834.0,1871.0,Paul Camille Guigou,"Guigou, Paul Camille"
34198.0,1597.0,1639.0,Pieter De Neyn,"De Neyn, Pieter"
1397.0,1561.0,1643.0,Giovanni Baglione,"Baglione, Giovanni"
9306.0,1609.0,1675.0,Domenico Gargiuli (Micco Spadaro),"Gargiuli, Domenico (Micco Spadaro)"
20236.0,,,Pei Zhi,Pei Zhi
41040.0,1802.0,1873.0,Edwin Henry Landseer,"Landseer, Edwin Henry"
36350.0,1575.0,1642.0,Guido Reni,"Reni, Guido"
40513.0,1852.0,1929.0,Pascal-Adolphe-Jean Dagnan-Bouveret,"Dagnan-Bouveret, Pascal-Adolphe-Jean"
5302.0,,,Augustus Cordus,"Cordus, Augustus"
46239.0,,,Dutch School,Dutch School
31651.0,,,Samuel Jones,"Jones, Samuel"
105455.0,1687.0,1765.0,Li Shizhuo,"Shizhuo, Li"
36748.0,1606.0,1670.0,Hendrik Martensz. Sorgh,"Sorgh, Hendrik Martensz."
16591.0,1505.0,1540.0,Master of the Female Half-Lengths,Master of the Female Half-Lengths
4324.0,,,Mei Chong,Mei Chong
18790.0,1632.0,1701.0,"Pieter Mulier, (il Cavaliere Tempesta)","Mulier, Pieter, (il Cavaliere Tempesta)"
41859.0,1584.0,1624.0,Domenico Fetti,"Fetti, Domenico"
16333.0,1767.0,1835.0,Benjamin Marshall,"Marshall, Benjamin"
34767.0,1841.0,1927.0,Jean Baptiste Armand Guillaumin,"Guillaumin, Jean Baptiste Armand"
15511.0,1865.0,1935.0,Gustave Loiseau,"Loiseau, Gustave"
47689.0,1465.0,1533.0,Jacob Cornelisz. van Oostsanen,"Cornelisz. van Oostsanen, Jacob"
53345.0,1792.0,1863.0,Alvan Fisher,"Fisher, Alvan"
35012.0,1701.0,1779.0,Thomas Hudson,"Hudson, Thomas"
44999.0,1839.0,1924.0,Hans Thoma,"Thoma, Hans"
23478.0,1712.0,1788.0,Toriyama Sekien,Toriyama Sekien
43629.0,1857.0,1922.0,Arthur Wesley Dow,"Dow, Arthur Wesley"
34426.0,1753.0,1825.0,Agustin Esteve y Marqués,"Esteve y Marqués, Agustin"
16173.0,1735.0,1793.0,Marco Marcola,"Marcola, Marco"
37339.0,,,John Wollaston,"Wollaston, John"
85125.0,,,Hishikawa Morohira,Hishikawa Morohira
31094.0,1836.0,1904.0,Henri Fantin-Latour,"Fantin-Latour, Henri"
20424.0,1854.0,1907.0,John Frederick Peto,"Peto, John Frederick"
40788.0,1844.0,1910.0,Henri Rousseau,"Rousseau, Henri"
40414.0,1486.0,1530.0,Andrea del Sarto,Andrea del Sarto
115136.0,1851.0,1920.0,Lu Hui,"Hui, Lu"
40605.0,1767.0,1824.0,Anne-Louis Girodet de Roussy-Trioson,"Girodet de Roussy-Trioson, Anne-Louis"
46346.0,1590.0,1649.0,Follower of Simon Vouet,"Vouet, Simon, Follower of"
37048.0,1853.0,1902.0,John Henry Twachtman,"Twachtman, John Henry"
27933.0,1501.0,1568.0,Wang Guxiang,Wang Guxiang
10930.0,1848.0,1892.0,William Michael Harnett,"Harnett, William Michael"
6575.0,1823.0,1902.0,Marcellin Gilbert Desboutin,"Desboutin, Marcellin Gilbert"
40453.0,1703.0,1770.0,François Boucher,"Boucher, François"
40446.0,1761.0,1845.0,Louis-Léopold Boilly,"Boilly, Louis-Léopold"
16057.0,1852.0,1930.0,Antonio Mancini,"Mancini, Antonio"
12786.0,1575.0,1632.0,Abraham Janssens,"Janssens, Abraham"
41224.0,1627.0,1678.0,Samuel van Hoogstraten,"Hoogstraten, Samuel van"
7400.0,1783.0,1853.0,Christoffer Wilhelm Eckersberg,"Eckersberg, Christoffer Wilhelm"
40590.0,1820.0,1876.0,Eugène Fromentin,"Fromentin, Eugène"
35806.0,1612.0,1666.0,Pier Francesco Mola,"Mola, Pier Francesco"
35508.0,1702.0,1785.0,Pietro Longhi,"Longhi, Pietro"
48068.0,,,Xia Kui,Xia Kui
34042.0,1450.0,1540.0,Colyn de Coter,"Coter, Colyn de"
41223.0,1645.0,1727.0,Aert de Gelder,"Gelder, Aert de"
40757.0,1613.0,1699.0,Mattia Preti,"Preti, Mattia"
1998.0,1533.0,1610.0,Sadiqi,Sadiqi
44014.0,1863.0,1944.0,Edvard Munch,"Munch, Edvard"
46277.0,,,Italian School,Italian School
23566.0,1504.0,1594.0,Sesson Shukei,Sesson Shukei
36292.0,1824.0,1898.0,Pierre Puvis de Chavannes,"Puvis de Chavannes, Pierre"
35046.0,1648.0,1727.0,Cornelis Huysmans,"Huysmans, Cornelis"
109629.0,,,Artist Unknown,Artist Unknown
117170.0,,,Edwaert Collier,"Collier, Edwaert"
20290.0,1777.0,1841.0,John Ritto Penniman,"Penniman, John Ritto"
40557.0,1832.0,1883.0,Gustave Doré,"Doré, Gustave"
47452.0,1861.0,1927.0,Jozseph Rippl-Rónaï,"Rippl-Rónaï, Jozseph"
26807.0,,,Ugolino di Nerio,Ugolino di Nerio
3909.0,,,Carlo da Camerino,Carlo da Camerino
34641.0,1483.0,1561.0,Ridolfo Ghirlandaio,"Ghirlandaio, Ridolfo"
52864.0,1495.0,1558.0,Conrad Faber,"Faber, Conrad"
36780.0,1626.0,1679.0,Jan Steen,"Steen, Jan"
16157.0,1880.0,1916.0,Franz Marc,"Marc, Franz"
26631.0,,,Chai Zhenyi,Chai Zhenyi
30553.0,1475.0,1539.0,Jean Bellegambe,"Bellegambe, Jean"
33587.0,1428.0,1516.0,Giovanni Bellini,"Bellini, Giovanni"
46432.0,,,Flemish School,Flemish School
34118.0,,,Girolamo da Santacroce,Girolamo da Santacroce
36336.0,1840.0,1916.0,Odilon Redon,"Redon, Odilon"
34587.0,1824.0,1904.0,Jean Léon Gérôme,"Gérôme, Jean Léon"
23714.0,1769.0,1850.0,Martin Archer Shee,"Shee, Martin Archer"
35838.0,1520.0,1578.0,Giovanni Battista Moroni,"Moroni, Giovanni Battista"
36286.0,1758.0,1823.0,Pierre Paul Prud'hon,"Prud'hon, Pierre Paul"
9228.0,1865.0,1931.0,Axeli Gallen-Kallela,"Gallen-Kallela, Axeli"
20228.0,1797.0,1868.0,Sheldon Peck,"Peck, Sheldon"
61068.0,1899.0,1983.0,Zhang Daqian,Zhang Daqian
10349.0,1771.0,1835.0,Baron Antoine Jean Gros,"Gros, Antoine Jean, Baron"
32076.0,1804.0,1868.0,Shepard Alonzo Mount,"Mount, Shepard Alonzo"
11466.0,1728.0,1778.0,John Hesselius,"Hesselius, John"
37130.0,1511.0,1574.0,Giorgio Vasari,"Vasari, Giorgio"
43854.0,1751.0,1829.0,Wilhelm Tischbein,"Tischbein, Wilhelm"
43340.0,,,Unknown Central Italian,Unknown Central Italian
61110.0,,,Zhou Wenju,Zhou Wenju
105100.0,,,Ghasi,Ghasi
35325.0,1658.0,1716.0,Ogata Korin,Ogata Korin
37102.0,1634.0,1703.0,Eglon van der Neer,"Neer, Eglon van der"
40643.0,1593.0,1678.0,Jacob Jordaens,"Jordaens, Jacob"
35732.0,1860.0,1932.0,Julius Gari Melchers,"Melchers, Julius Gari"
7875.0,1806.0,1857.0,Antonio Maria Esquivel,"Esquivel, Antonio Maria"
41354.0,1623.0,1682.0,Jacob van Ruisdael,"Ruisdael, Jacob van"
17539.0,,,Antonio Molleno,"Molleno, Antonio"
99077.0,1805.0,1838.0,Ernest Christian Frederik Petzholdt,"Petzholdt, Ernest Christian Frederik"
4310.0,,,Chen Ruyan,Chen Ruyan
20382.0,1695.0,1736.0,Jean Baptiste Joseph Peter,"Peter, Jean Baptiste Joseph"
40657.0,1739.0,1805.0,Pietro Labruzzi,"Labruzzi, Pietro"
33901.0,1494.0,1557.0,Qiu Ying,Qiu Ying
4672.0,1740.0,1795.0,Qian Feng,Qian Feng
37445.0,1701.0,1800.0,British School,British School
56986.0,1754.0,1799.0,Nagasawa Rosetsu,Nagasawa Rosetsu
35361.0,1831.0,1889.0,Kawanabe Kyôsai,Kawanabe Kyôsai
15443.0,1622.0,1706.0,Luo Mu,Luo Mu
41304.0,1607.0,1674.0,Jan Lievens,"Lievens, Jan"
42884.0,1531.0,1588.0,Alonso Sánchez Coello,"Sánchez Coello, Alonso"
1793.0,1840.0,1921.0,David Bates,"Bates, David"
36060.0,1316.0,1374.0,Allegretto Nuzi,"Nuzi, Allegretto"
36834.0,1783.0,1872.0,Thomas Sully,"Sully, Thomas"
34954.0,1638.0,1709.0,Meindert Hobbema,"Hobbema, Meindert"
33968.0,1826.0,1900.0,Frederic Edwin Church,"Church, Frederic Edwin"
33717.0,1825.0,1905.0,William Adolphe Bouguereau,"Bouguereau, William Adolphe"
35659.0,,,Master of Apollo and Daphne,Master of Apollo and Daphne
35828.0,,,Moretto da Brescia,Moretto da Brescia
33846.0,1527.0,1585.0,Luca Cambiaso,"Cambiaso, Luca"
28531.0,1806.0,1865.0,Antoine Wiertz,"Wiertz, Antoine"
43420.0,,,Vincenzo Frediani,"Frediani, Vincenzo"
30905.0,1847.0,1914.0,Cesare Agostino Detti,"Detti, Cesare Agostino"
40868.0,1477.0,1576.0,Titian,Titian
36259.0,1584.0,1665.0,Nicolas Poussin,"Poussin, Nicolas"
41274.0,1819.0,1909.0,William Powell Frith,"Frith, William Powell"
36658.0,1730.0,1781.0,Soga Shohaku,Soga Shohaku
15442.0,1445.0,1528.0,"Spagna, Lo","Spagna, Lo"
50071.0,1811.0,1879.0,George Caleb Bingham,"Bingham, George Caleb"
48625.0,1861.0,1932.0,Louis Anquetin,"Anquetin, Louis"
41137.0,1610.0,1685.0,Adriaen van Ostade,"Ostade, Adriaen van"
48155.0,1759.0,1841.0,Johann Georg von Dillis,"Dillis, Johann Georg von"
49859.0,1528.0,1574.0,Joachim Beuckelaer,"Beuckelaer, Joachim"
11482.0,,,"Jean Hey, (the Master of Moulins)","Hey, Jean, (the Master of Moulins)"
33711.0,1446.0,1497.0,Francesco Botticini,"Botticini, Francesco"
56870.0,1630.0,1700.0,Pieter Gerritsz. van Roestraeten,"Roestraeten, Pieter Gerritsz. van"
34926.0,1823.0,1890.0,Thomas Hicks,"Hicks, Thomas"
22591.0,1595.0,1670.0,Salomon van Ruysdael,"Ruysdael, Salomon van"
48999.0,1783.0,1856.0,Baiitsu Yamamoto,Baiitsu Yamamoto
40616.0,1596.0,1656.0,Jan van Goyen,"Goyen, Jan van"
33658.0,1847.0,1919.0,Ralph Albert Blakelock,"Blakelock, Ralph Albert"
25092.0,1581.0,1644.0,Bernardo Strozzi,"Strozzi, Bernardo"
41221.0,1613.0,1652.0,Jan Both,"Both, Jan"
34310.0,1609.0,1683.0,Pieter Dubordieu,"Dubordieu, Pieter"
16606.0,,,Master of the Visitation,Master of the Visitation
115980.0,1834.0,1911.0,Pu Hua,Pu Hua
72283.0,,,The Master of the Children's Caps,Master of the Children's Caps
21777.0,1803.0,1884.0,Adrian Ludwig (Ludwig) Richter,"Richter, Adrian Ludwig (Ludwig)"
72845.0,1852.0,1909.0,Juan Roig y Soler,"Roig y Soler, Juan"
34961.0,1853.0,1918.0,Ferdinand Hodler,"Hodler, Ferdinand"
51341.0,1588.0,1629.0,Hendrick Terbrugghen,"Brugghen, Hendrick ter"
27571.0,1729.0,1802.0,Pierre-Jacques Volaire,"Volaire, Pierre-Jacques"
40413.0,1535.0,1607.0,Alessandro Allori,"Allori, Alessandro"
105308.0,,,Yu Zhiding,Yu Zhiding
43370.0,1774.0,1825.0,Raphaelle Peale,"Peale, Raphaelle"
36264.0,1699.0,1768.0,Stefano Pozzi,"Pozzi, Stefano"
103489.0,,,Hua Ziyou,Hua Ziyou
3040.0,,,,
36284.0,1574.0,1625.0,Giulio Cesare Procaccini,"Procaccini, Giulio Cesare"
115933.0,1805.0,1873.0,Jonas Welch Holman,"Holman, Jonas Welch"
14909.0,,,Charles B. Lawrence,"Lawrence, Charles B."
46360.0,1806.0,1873.0,School of William Matthew Prior,"Prior, William Matthew, School of"
48131.0,1788.0,1825.0,Heinrich Reinhold,"Reinhold, Heinrich"
26267.0,1518.0,1594.0,Tintoretto,Tintoretto
112035.0,,,Qian Chaoding,"Qian, Chaoding"
33548.0,1708.0,1787.0,Pompeo Girolamo Batoni,"Batoni, Pompeo Girolamo"
15107.0,1865.0,1916.0,Georges Lemmen,"Lemmen, Georges"
35229.0,1779.0,1843.0,Matsumura Keibun,Matsumura Keibun
9766.0,1415.0,1465.0,Apollonio di Giovanni,Apollonio di Giovanni
36139.0,1885.0,1930.0,Jules Pascin,"Pascin, Jules"
35239.0,1816.0,1872.0,John Frederick Kensett,"Kensett, John Frederick"
4401.0,1797.0,1883.0,Charles Emile Champmartin,"Champmartin, Charles Emile"
12117.0,1388.0,1470.0,Xia Chang,Xia Chang
2736.0,1815.0,1865.0,David Gilmour Blythe,"Blythe, David Gilmour"
21516.0,1843.0,1871.0,Henri Regnault,"Regnault, Henri"
13343.0,1533.0,1615.0,Kaiho Yûshô,"Yûshô, Kaiho"
42705.0,1477.0,1525.0,Raffaello Botticini,"Botticini, Raffaello"
3970.0,1876.0,1931.0,Ricardo Canals y Llambí,"Canals y Llambí, Ricardo"
34997.0,1758.0,1810.0,John Hoppner,"Hoppner, John"
40512.0,1620.0,1691.0,Aelbert Cuyp,"Cuyp, Aelbert"
22567.0,1745.0,1806.0,John Russell,"Russell, John"
40895.0,1566.0,1638.0,Joachim Antonisz. Wtewael,"Wtewael, Joachim Antonisz."
37541.0,,,Ancient Egyptian,Ancient Egyptian
35673.0,1861.0,1918.0,Maxime Maufra,"Maufra, Maxime"
34347.0,1751.0,1801.0,Ralph Earl,"Earl, Ralph"
25410.0,1362.0,1422.0,Taddeo di Bartolo,Taddeo di Bartolo
46407.0,1780.0,1867.0,Follower of Jean Auguste Dominique Ingres,"Ingres, Jean Auguste Dominique, Follower of"
113171.0,,,Tibeto-Chinese,Tibeto-Chinese
29227.0,1644.0,1776.0,Yang Jin,Yang Jin
43722.0,1620.0,1649.0,Juan de Zurbarán,"Zurbarán, Juan de"
42695.0,1817.0,1887.0,François Bonvin,"Bonvin, François"
15380.0,1792.0,1882.0,John Linnell,"Linnell, John"
53530.0,1383.0,1462.0,Dai Jin,Dai Jin
34554.0,1849.0,1908.0,Frederick Warren Freer,"Freer, Frederick Warren"
91739.0,1840.0,1920.0,Theodor Esbern Philipsen,"Philipsen, Theodor Esbern"
20074.0,1826.0,1899.0,Alberto Pasini,"Pasini, Alberto"
40621.0,1591.0,1666.0,Guercino,Guercino
35665.0,1686.0,1758.0,Agostino Masucci,"Masucci, Agostino"
6807.0,1842.0,1920.0,Francisco Domingo y Marqués,"Domingo y Marqués, Francisco"
31771.0,1796.0,1862.0,Leopold Kupelwieser,"Kupelwieser, Leopold"
42664.0,1651.0,1717.0,Jean Baptiste Santerre,"Santerre, Jean Baptiste"
31582.0,1778.0,1831.0,John Jackson,"Jackson, John"
12780.0,1625.0,1667.0,Heinrich Jansen,"Jansen, Heinrich"
16574.0,,,Master of the Historia Friderici et Maximiliani,Master of the Historia Friderici et Maximiliani
32408.0,,,Master of Palanquinos,Master of Palanquinos
8274.0,1603.0,1660.0,Felice Ficherelli,"Ficherelli, Felice"
5004.0,1599.0,1678.0,Pieter Codde,"Codde, Pieter"
34946.0,1797.0,1858.0,Utagawa Hiroshige,Utagawa Hiroshige
101626.0,1808.0,1841.0,Sakai Oho,"Oho, Sakai"
41371.0,1495.0,1562.0,Jan van Scorel,"Scorel, Jan van"
2300.0,1668.0,1736.0,Nicolas Bertin,"Bertin, Nicolas"
34336.0,1796.0,1886.0,Asher Brown Durand,"Durand, Asher Brown"
33867.0,1853.0,1932.0,Emil Carlsen,"Carlsen, Emil"
12241.0,1610.0,1664.0,Hongren,Hongren
2229.0,,,Master of the Bigallo Crucifix,Master of the Bigallo Crucifix
102397.0,1728.0,1804.0,Qian Daxin,Qian Daxin
35602.0,1696.0,1743.0,Michele Giovanni Marieschi,"Marieschi, Michele Giovanni"
3458.0,1730.0,1796.0,Agostino Brunias,"Brunias, Agostino"
2014.0,1800.0,1866.0,Hippolyte Bellangé,"Bellangé, Hippolyte"
113232.0,1722.0,1784.0,Ko Fuyo,Ko Fuyo
37184.0,1858.0,1933.0,Robert William Vonnoh,"Vonnoh, Robert William"
16607.0,,,Master of the Worcester Carrying of the Cross,Master of the Worcester Carrying of the Cross
1705.0,1431.0,1503.0,"Bartolomé de Cárdenas, (called Bermejo)","Cárdenas, Bartolomé de, (called Bermejo)"
37114.0,1827.0,1890.0,Emile van Marcke de Lummen,"Marcke de Lummen, Emile van"
40998.0,1692.0,1768.0,Jean Restout,"Restout, Jean"
16577.0,,,Master of the 1540s,Master of the 1540s
58246.0,1869.0,1935.0,Harald Oscar Sohlberg,"Sohlberg, Harald Oscar"
26998.0,1865.0,1925.0,Félix Edouard Vallotton,"Vallotton, Félix Edouard"
31776.0,1836.0,1911.0,Jules Joseph Lefebvre,"Lefebvre, Jules Joseph"
36950.0,,,,
102190.0,,,Rushan,Rushan
70975.0,1558.0,1637.0,Kôetsu,Kôetsu
34762.0,1699.0,1760.0,Giovanni Antonio Guardi,"Guardi, Giovanni Antonio"
53062.0,1802.0,1842.0,Thomas Fearnley,"Fearnley, Thomas"
98435.0,,,Master of Riglos,Master of Riglos
35658.0,1466.0,1530.0,Quentin Massys,"Massys, Quentin"
36365.0,1659.0,1734.0,Sebastiano Ricci,"Ricci, Sebastiano"
37074.0,1753.0,1806.0,Kitagawa Utamaro,Kitagawa Utamaro
36973.0,1727.0,1804.0,Giovanni Domenico Tiepolo,"Tiepolo, Giovanni Domenico"
36323.0,1745.0,1807.0,John Rathbone,"Rathbone, John"
40654.0,1606.0,1656.0,Laurent de La Hyre,"La Hyre, Laurent de"
41187.0,1581.0,1642.0,"Frans Francken, II","Francken, Frans, II"
36254.0,1857.0,1927.0,Edward Henry Potthast,"Potthast, Edward Henry"
44053.0,,,Lippi-Pesellino Imitator,Lippi-Pesellino Imitator
41448.0,1632.0,1698.0,Johann Carl Loth,"Loth, Johann Carl"
12183.0,1803.0,1869.0,Paul Huet,"Huet, Paul"
40730.0,1548.0,1628.0,Jacopo Palma Il Giovane,"Giovane, Jacopo Palma Il"
31492.0,1760.0,1849.0,Katsushika Hokusai,Katsushika Hokusai
44823.0,1808.0,1886.0,John F. Francis,"Francis, John F."
108377.0,,,Master Alejo (Alejo Andía?),Master Alejo (Alejo Andía?)
18952.0,1776.0,1853.0,Nakabayashi Chikutô,Nakabayashi Chikutô
115926.0,1823.0,1886.0,Hu Gongshou,"Gongshou, Hu"
43048.0,1743.0,1812.0,Henry Benbridge,"Benbridge, Henry"
36383.0,1833.0,1908.0,Martin Rico y Ortega,"Rico y Ortega, Martin"
33833.0,1750.0,1799.0,Giuseppe Cades,"Cades, Giuseppe"
61600.0,1520.0,1589.0,Pietro Marescalchi,"Marescalchi, Pietro"
33637.0,1830.0,1902.0,Albert Bierstadt,"Bierstadt, Albert"
34929.0,1692.0,1780.0,Joseph Highmore,"Highmore, Joseph"
7131.0,1790.0,1864.0,Claude Marie Dubufe,"Dubufe, Claude Marie"
112115.0,,,Wang Ning,Wang Ning
40714.0,1696.0,1782.0,Francesco de Mura,"Mura, Francesco de"
41499.0,1480.0,1547.0,Sebastiano del Piombo,Sebastiano del Piombo
40426.0,1472.0,1517.0,Fra Bartolommeo,"Bartolommeo, Fra"
64182.0,1848.0,1933.0,Lilla Cabot Perry,"Perry, Lilla Cabot"
41306.0,1564.0,1635.0,"Joos de Momper, II","Momper, Joos de, II"
5103.0,1832.0,1920.0,Samuel Colman,"Colman, Samuel"
36044.0,1746.0,1831.0,James Northcote,"Northcote, James"
8290.0,1805.0,1900.0,Erastus Salisbury Field,"Field, Erastus Salisbury"
4329.0,1565.0,1643.0,Cheng Jiasui,Cheng Jiasui
16579.0,1355.0,1413.0,Gherardo Starnina,"Starnina, Gherardo"
79635.0,1293.0,1365.0,Zhu Yu,Zhu Yu
40773.0,1591.0,1652.0,Jusepe de Ribera,"Ribera, Jusepe de"
38970.0,,,Shen Quan,Shen Quan
27814.0,1783.0,1861.0,Samuel Lovett Waldo,"Waldo, Samuel Lovett"
41364.0,1636.0,1672.0,Adriaen van de Velde,"Velde, Adriaen van de"
58342.0,,,Hasegawa Sôya,Hasegawa Sôya
36154.0,1749.0,1831.0,James Peale,"Peale, James"
55286.0,1617.0,1689.0,Gong Xian,Gong Xian
77241.0,1768.0,1836.0,Ezra Ames,"Ames, Ezra"
57839.0,,,Sheng Mao,Sheng Mao
56869.0,1815.0,1872.0,Severin Roesen,"Roesen, Severin"
21974.0,1451.0,1496.0,Ercole de'Roberti,"Roberti, Ercole de'"
41840.0,1836.0,1904.0,Franz Seraph von Lenbach,"Lenbach, Franz Seraph von"
46403.0,1577.0,1640.0,Follower of Peter Paul Rubens,"Rubens, Peter Paul, Follower of"
37468.0,1503.0,1577.0,"Michele Tosini, called Michele di Ridolfo","Michele Tosini, called Michele di Ridolfo"
41019.0,1765.0,1836.0,Richard Westall,"Westall, Richard"
34811.0,1575.0,1666.0,Frans Hals,"Hals, Frans"
16592.0,,,Master of the Freising Visitation,Master of the Freising Visitation
26583.0,1656.0,1746.0,Francesco Trevisani,"Trevisani, Francesco"
41186.0,1596.0,1675.0,Abraham Jansz. van Diepenbeeck,"Diepenbeeck, Abraham Jansz. van"
26935.0,1592.0,1656.0,Gerrit van Honthorst,"Honthorst, Gerrit van"
81339.0,1606.0,1669.0,Workshop of Rembrandt van Rijn,Workshop of Rembrandt van Rijn
24789.0,1575.0,1654.0,"Hendrick van Steenwijck, the Younger","Steenwijck, Hendrick van, the Younger"
103490.0,,,Jiang Hong,Jiang Hong
16414.0,1395.0,1452.0,Bernat Martorell,"Martorell, Bernardo"
115812.0,,,María Josefa Sánchez,"Sánchez, María Josefa"
41492.0,1462.0,1521.0,Piero di Cosimo,Piero di Cosimo
36749.0,,,Martin de Soria,"Soria, Martin de"
33589.0,1721.0,1780.0,Bernardo Bellotto,"Bellotto, Bernardo"
41125.0,1740.0,1812.0,"Philippe Jacques de Loutherbourg, II","Loutherbourg, Philippe Jacques de, II"
4316.0,,,Qian Shumei,Qian Shumei
27302.0,1605.0,1678.0,Pietro della Vecchia,"Vecchia, Pietro della"
33320.0,1827.0,1901.0,Arnold Böcklin,"Böcklin, Arnold"
15227.0,1840.0,1904.0,Henri Leopold Lévy,"Lévy, Henri Leopold"
40672.0,1844.0,1925.0,Léon Augustin Lhermitte,"Lhermitte, Léon Augustin"
27392.0,1714.0,1789.0,Claude Joseph Vernet,"Vernet, Claude Joseph"
24621.0,1630.0,1673.0,Adriaen van der Spelt,"Spelt, Adriaen van der"
37258.0,1621.0,1660.0,Jan Baptist Weenix,"Weenix, Jan Baptist"
41725.0,1578.0,1649.0,Alessandro Turchi,"Turchi, Alessandro"
111865.0,,,Shen Kai,Shen Kai
58385.0,1822.0,1902.0,Lilly Martin Spencer,"Spencer, Lilly Martin"
3281.0,1834.0,1923.0,Fidelia Bridges,"Bridges, Fidelia"
40597.0,1791.0,1824.0,Jean Louis André Théodore Géricault,"Géricault, Jean Louis André Théodore"
41875.0,1568.0,1625.0,"Jan Brueghel, the elder","Brueghel, Jan, the elder"
35571.0,1840.0,1884.0,Hans Makart,"Makart, Hans"
42360.0,1770.0,1837.0,baron François Pascal Simon Gérard,"Gérard, François Pascal Simon, baron"
17526.0,1610.0,1696.0,Louise Moillon,"Moillon, Louise"
35098.0,1716.0,1800.0,Ito Jakuchu,Ito Jakuchu
33605.0,1620.0,1683.0,Nicolaes Berchem,"Berchem, Nicolaes"
35059.0,1780.0,1867.0,Jean Auguste Dominique Ingres,"Ingres, Jean Auguste Dominique"
41853.0,1729.0,1765.0,Jean Baptiste Henri Deshays,"Deshays, Jean Baptiste Henri"
34777.0,1824.0,1910.0,Seymour Joseph Guy,"Guy, Seymour Joseph"
15279.0,1686.0,1760.0,Li Shan,Li Shan
57815.0,1776.0,1860.0,Joshua Shaw,"Shaw, Joshua"
40583.0,1732.0,1806.0,Jean Honoré Fragonard,"Fragonard, Jean Honoré"
13429.0,1248.0,1315.0,Gao Kekong,Gao Kekong
22940.0,1406.0,1481.0,Sano di Pietro,Sano di Pietro
10213.0,1846.0,1930.0,Walter Greaves,"Greaves, Walter"
40774.0,1667.0,1745.0,"Jonathan Richardson, the elder","Richardson, Jonathan, the elder"
41352.0,1621.0,1649.0,Isaac van Ostade,"Ostade, Isaac van"
1573.0,1603.0,1649.0,Paolo Antonio Barbieri,"Barbieri, Paolo Antonio"
34007.0,1801.0,1848.0,Thomas Cole,"Cole, Thomas"
34593.0,1727.0,1788.0,Thomas Gainsborough,"Gainsborough, Thomas"
63672.0,1630.0,1693.0,Maria van Oosterwijck,"Oosterwijck, Maria van"
33753.0,1827.0,1906.0,Jules Breton,"Breton, Jules"
28273.0,1502.0,1575.0,Wen Boren,Wen Boren
56950.0,1803.0,1848.0,Martinus Rørbye,"Rørbye, Martinus"
20726.0,1625.0,1672.0,Karel van der Pluym,"Pluym, Karel van der"
36879.0,1823.0,1864.0,Tamechika Reizei,Tamechika Reizei
40702.0,1689.0,1760.0,Philippe Mercier,"Mercier, Philippe"
4309.0,1539.0,1625.0,Chen Jiayan,Chen Jiayan
52371.0,1551.0,1640.0,Jacopo da Empoli,"Empoli, Jacopo da"
15508.0,1845.0,1916.0,Luigi Loir,"Loir, Luigi"
56367.0,1015.0,1100.0,Guo Xi,Guo Xi
1540.0,1758.0,1832.0,Jean Baptiste François Désoria,"Désoria, Jean Baptiste François"
